artist,cprog,C_1,C_2,C_3,C_4,song,energy,genres,key,popularity,release_date,tempo,valence,release_year
Heart,1.5.6.4,1,5 ,6  ,4   ,What About Love,0.523,"[u'album rock', u'classic rock', u'dance rock', u'folk rock', u'hard rock', u'heavy christmas', u'mellow gold', u'new wave pop', u'pop rock', u'rock', u'singer-songwriter', u'soft rock', u'southern rock']",2,53,1985-07-06,160.551,0.3,1985
HertzDevil,1.5.6.4,1,5 ,6  ,4   ,Blueshift Galaxy,NA,NA,NA,NA,NA,NA,NA,NA
Howard Shore,1.5.6.4,1,5 ,6  ,4   ,Bridge of Khazad-dum,0.492,"[u'scorecore', u'soundtrack', u'video game music']",5,53,2001-11-19,84.204,0.0367,2001
Jacksfilms,1.5.6.4,1,5 ,6  ,4   ,Give This Song A Title,0.622,[u'deep indie pop'],7,0,2005-06-20,125.042,0.396,2005
John Legend,1.5.6.4,1,5 ,6  ,4   ,All of Me,0.264,"[u'indie r&b', u'neo mellow', u'neo soul', u'pop', u'pop christmas', u'pop rap', u'r&b', u'soul christmas', u'urban contemporary']",8,80,2013-08-30,119.93,0.331,2013
John Mayer,1.5.6.4,1,5 ,6  ,4   ,Half of My Heart,0.593,"[u'folk-pop', u'neo mellow', u'pop', u'pop rock', u'singer-songwriter', u'viral pop']",5,62,2009-11-13,115.058,0.741,2009
John O'Callaghan ft Sarah Howells,1.5.6.4,1,5 ,6  ,4   ,Find Yourself,0.938,"[u'anthem emo', u'metalcore', u'pixie', u'pop emo', u'pop punk', u'post-screamo', u'screamo']",1,47,2015-05-18,167.095,0.392,2015
Jonathan Larson,1.5.6.4,1,5 ,6  ,4   ,Seasons of Love,0.579,[u'hollywood'],5,59,2005-09-27,178.151,0.46,2005
Judas Priest,1.5.6.4,1,5 ,6  ,4   ,Breaking The Law,0.961,"[u'album rock', u'alternative metal', u'classic rock', u'groove metal', u'hard rock', u'metal', u'power metal', u'rock', u'speed metal']",2,61,1980,164.019,0.474,1980
Justice Crew,1.5.6.4,1,5 ,6  ,4   ,Que Sera,0.73,"[u'acid jazz', u'electro swing', u'electronic', u'ninja', u'nu jazz', u'trip hop', u'turntablism']",9,50,2005,165.843,0.467,2005
Kanye West,1.5.6.4,1,5 ,6  ,4   ,Runaway,0.577,"[u'pop', u'pop christmas', u'pop rap', u'rap']",1,66,2010-01-01,86.966,0.111,2010
Kelly Clarkson,1.5.6.4,1,5 ,6  ,4   ,Breakaway,0.741,"[u'dance pop', u'europop', u'neo mellow', u'pop', u'pop christmas', u'pop rock', u'post-teen pop', u'r&b', u'talent show', u'viral pop']",0,70,2004-01-17,131.0,0.409,2004
Kors-K--DJ-Command,1.5.6.4,1,5 ,6  ,4   ,Smooooch---Akiba-Kobo-Remix-,NA,NA,NA,NA,NA,NA,NA,NA
Lana Del Rey,1.5.6.4,1,5 ,6  ,4   ,Old Money,0.167,"[u'dance pop', u'pop', u'post-teen pop']",10,53,2014-06-16,128.206,0.156,2014
Les Friction,1.5.6.4,1,5 ,6  ,4   ,What You Need,0.403,"[u'canadian pop', u'pop']",7,63,2012-11-13,133.979,0.0694,2012
Mat Kearney,1.5.6.4,1,5 ,6  ,4   ,Sooner Or Later,0.855,"[u'alternative metal', u'alternative rock', u'nu metal', u'pop punk', u'post-grunge', u'rap metal']",0,44,2011-08-16,92.842,0.439,2011
Michael Walthius,1.5.6.4,1,5 ,6  ,4   ,Dreaming in Stereo - Under The Moon,0.627,[],8,0,2008-01-01,128.014,0.707,2008
Mike Oldfield,1.5.6.4,1,5 ,6  ,4   ,Moonlight Shadow feat Maggie Reilly,0.845,[],1,0,2015-11-16,128.502,0.787,2015
Murray Gold,1.5.6.4,1,5 ,6  ,4   ,The Doctor's Theme Series 4,0.467,"[u'scorecore', u'soundtrack', u'theme', u'video game music']",2,23,2008,68.144,0.0479,2008
Naruto,1.5.6.4,1,5 ,6  ,4   ,Sadness and Sorrow,0.111,"[u'bow pop', u'classify', u'otacore', u'scorecore', u'video game music']",4,48,2012-05-20,116.765,0.0889,2012
Neo Cortex,1.5.6.4,1,5 ,6  ,4   ,Elements,0.51,"[u'dance pop', u'dwn trap', u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",7,28,2016-11-04,87.339,0.563,2016
Neo Cortex,1.5.6.4,1,5 ,6  ,4   ,Elements 2004,0.907,"[u'bubble trance', u'eurodance', u'hands up']",11,10,2007-09-21,139.984,0.453,2007
Nightwish,1.5.6.4,1,5 ,6  ,4   ,Last Of the Wilds,0.774,"[u'finnish metal', u'gothic metal', u'gothic symphonic metal', u'power metal', u'symphonic metal']",9,31,2007-08-15,137.636,0.0583,2007
Nightwish,1.5.6.4,1,5 ,6  ,4   ,Ghost River,0.523,"[u'chamber pop', u'folk-pop', u'indie folk', u'indie pop', u'stomp and holler']",2,38,2007,95.027,0.145,2007
Nightwish,1.5.6.4,1,5 ,6  ,4   ,The Poet and the Pendulum,0.74,"[u'finnish metal', u'gothic metal', u'gothic symphonic metal', u'power metal', u'symphonic metal']",7,26,2007-08-15,144.861,0.173,2007
Olly Murs,1.5.6.4,1,5 ,6  ,4   ,Dear Darlin,0.817,"[u'dance pop', u'europop', u'neo mellow', u'pop', u'post-teen pop', u'talent show', u'tropical house', u'viral pop']",11,46,2013-04-16,124.044,0.335,2013
One Republic,1.5.6.4,1,5 ,6  ,4   ,Stop And Stare,0.862,"[u'dance pop', u'piano rock', u'pop', u'pop christmas', u'pop rock']",4,56,2007-01-01,92.449,0.253,2007
Ozzy Osbourne,1.5.6.4,1,5 ,6  ,4   ,Crazy Train,0.92,"[u'album rock', u'alternative metal', u'alternative rock', u'classic rock', u'groove metal', u'hard rock', u'metal', u'post-grunge', u'rock']",9,67,1980-09-20,137.781,0.456,1980
Paul McCartney,1.5.6.4,1,5 ,6  ,4   ,Meat Free Monday,0.598,[],7,0,2016-03-09,166.268,0.275,2016
Red Hot Chili Peppers,1.5.6.4,1,5 ,6  ,4   ,Under The Bridge,0.838,"[u'dance pop', u'pop']",5,74,2016-06-24,94.982,0.479,2016
Roomie,1.5.6.4,1,5 ,6  ,4   ,How To Make A Number One Song Without Talent,NA,NA,NA,NA,NA,NA,NA,NA
Sanna Nielsen,1.5.6.4,1,5 ,6  ,4   ,Undo,0.718,"[u'nu gaze', u'pop', u'post-teen pop', u'shiver pop']",6,53,2013,128.992,0.361,2013
Scott McKenzie,1.5.6.4,1,5 ,6  ,4   ,San Francisco,0.857,"[u'folk-pop', u'indie pop', u'indie poptimism', u'indie rockism', u'indietronica', u'la indie', u'neo mellow', u'pop', u'shimmer pop', u'stomp and holler']",11,56,2013-01-01,92.328,0.301,2013
Shakira,1.5.6.4,1,5 ,6  ,4   ,Whenever Wherever,0.832,"[u'dance pop', u'latin', u'latin pop', u'pop']",1,69,2001-11-12,107.661,0.878,2001
Taylor Swift,1.5.6.4,1,5 ,6  ,4   ,Bad Blood,0.715,"[u'folk-pop', u'metropopolis', u'pop', u'tropical house']",9,68,2013-01-01,127.429,0.587,2013
Technikal and Nathalie,1.5.6.4,1,5 ,6  ,4   ,Big Sky,0.734,"[u'dance pop', u'detroit hip hop', u'dwn trap', u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",1,69,2015-02-24,97.998,0.403,2015
The All-American Rejects,1.5.6.4,1,5 ,6  ,4   ,Dirty Little Secret,0.942,"[u'emo', u'neo mellow', u'pixie', u'pop', u'pop punk', u'pop rap', u'pop rock', u'post-grunge', u'post-teen pop']",10,65,2005-01-01,143.85,0.459,2005
The Beatles,1.5.6.4,1,5 ,6  ,4   ,Oh Darling,0.763,"[u'dance pop', u'europop', u'neo mellow', u'pop', u'pop christmas', u'pop rock', u'post-teen pop', u'r&b', u'talent show', u'viral pop']",7,0,2016-11-03,94.352,0.283,2016
The Calling,1.5.6.4,1,5 ,6  ,4   ,Wherever You Will Go,0.719,"[u'neo mellow', u'pop rock', u'post-grunge']",2,63,2001,112.027,0.367,2001
The Divine Comedy,1.5.6.4,1,5 ,6  ,4   ,At The Indie Disco,0.57,"[u'anti-folk', u'britpop', u'chamber pop', u'chamber psych', u'madchester', u'melancholia', u'singer-songwriter']",6,32,2010-05-31,116.016,0.961,2010
The Gaslight Anthem,1.5.6.4,1,5 ,6  ,4   ,The Navesink Banks,NA,NA,NA,NA,NA,NA,NA,NA
The Gaslight Anthem,1.5.6.4,1,5 ,6  ,4   ,The Spirit of Jazz,0.94,"[u'melodic hardcore', u'pop punk', u'punk']",7,34,2010-06-15,163.915,0.85,2010
The Gaslight Anthem,1.5.6.4,1,5 ,6  ,4   ,Have Mercy,0.738,"[u'dwn trap', u'hip hop', u'indie r&b', u'pop rap', u'rap', u'southern hip hop', u'trap music', u'underground hip hop']",4,53,2016-07-08,81.292,0.375,2016
The Offspring,1.5.6.4,1,5 ,6  ,4   ,Self Esteem,0.862,"[u'alternative metal', u'alternative rock', u'permanent wave', u'pop punk', u'pop rock', u'post-grunge', u'rock', u'skate punk']",0,66,1994-04-08,104.56,0.691,1994
The Script,1.5.6.4,1,5 ,6  ,4   ,Hall of Fame,0.873,"[u'boy band', u'celtic rock', u'dance pop', u'neo mellow', u'pop', u'pop rock', u'post-teen pop', u'viral pop']",10,68,2012-09-10,84.803,0.639,2012
Tiesto,1.5.6.4,1,5 ,6  ,4   ,Red Lights,0.828,"[u'big room', u'brostep', u'dance pop', u'edm', u'electro house', u'house', u'trance', u'tropical house']",10,57,2014-06-13,124.997,0.565,2014
YB,1.5.6.4,1,5 ,6  ,4   ,Flying Butterfly,0.724,[],11,19,2010-11-24,126.93,0.27,2010
Zedd-ft-Foxes,1.5.6.4,1,5 ,6  ,4   ,Clarity Vicetone Remix,NA,NA,NA,NA,NA,NA,NA,NA
Adele,1.5.6.4,1,5 ,6  ,4   ,Hello,0.451,"[u'dance pop', u'pop']",5,74,2015-10-23,157.966,0.287,2015
Agnes,1.5.6.4,1,5 ,6  ,4   ,Right Here Right Now,0.759,"[u'dance pop', u'hollywood', u'pop', u'post-teen pop', u'teen pop', u'viral pop']",2,51,2008-01-01,110.066,0.348,2008
Aimee Mann,1.5.6.4,1,5 ,6  ,4   ,Ghost World,0.963,"[u'alternative metal', u'emo', u'metalcore', u'nu metal', u'pixie', u'pop punk', u'rap metal', u'screamo']",5,47,2016-09-02,165.013,0.471,2016
Alice Cooper,1.5.6.4,1,5 ,6  ,4   ,Poison,0.573,"[u'boy band', u'funk', u'hip hop', u'hip pop', u'neo soul', u'new jack swing', u'quiet storm', u'r&b', u'urban contemporary']",6,55,1990,111.848,0.793,1990
Alphabeat,1.5.6.4,1,5 ,6  ,4   ,Vacation,0.824,"[u'contemporary country', u'country', u'country road', u'modern country rock']",1,64,2015-09-25,137.055,0.96,2015
Arthur,1.5.6.4,1,5 ,6  ,4   ,Beginning of time,0.796,"[u'dance pop', u'pop', u'pop rap', u'post-teen pop']",9,46,2011-02-08,127.991,0.472,2011
Avicii,1.5.6.4,1,5 ,6  ,4   ,Broken Arrows,0.665,"[u'big room', u'dance pop', u'edm', u'electro house', u'pop', u'tropical house']",7,58,2015-10-02,115.969,0.317,2015
Bambee,1.5.6.4,1,5 ,6  ,4   ,Cowgirl,0.649,"[u'contemporary country', u'country', u'country dawn', u'country road', u'modern country rock', u'neo mellow']",6,50,2015-06-23,99.981,0.584,2015
Biffy Clyro,1.5.6.4,1,5 ,6  ,4   ,The Captain,0.907,"[u'album rock', u'art rock', u'blues-rock', u'british blues', u'classic funk rock', u'classic rock', u'country rock', u'folk', u'folk rock', u'hard rock', u'mellow gold', u'psychedelic rock', u'rock', u'roots rock', u'singer-songwriter', u'soft rock', u'southern rock']",7,64,1973,117.283,0.842,1973
Big Dope P,1.5.6.4,1,5 ,6  ,4   ,Hit Da Blokk,0.703,[],1,10,2015-04-20,160.208,0.596,2015
Blink 182,1.5.6.4,1,5 ,6  ,4   ,Give Me One Good Reason,0.93,"[u'heavy christmas', u'pop punk', u'punk christmas']",4,47,2001,157.192,0.736,2001
Breeze vs UFO and Lost Witness,1.5.6.4,1,5 ,6  ,4   ,Love To The Stars - Azora Remix,0.702,[u'bouncy house'],0,0,2010,143.961,0.651,2010
Built By Titan,1.5.6.4,1,5 ,6  ,4   ,Heart And Soul,0.666,"[u'album rock', u'art rock', u'blues', u'blues-rock', u'brill building pop', u'british blues', u'british invasion', u'bubblegum pop', u'chicago blues', u'classic rock', u'delta blues', u'electric blues', u'folk rock', u'freakbeat', u'hard rock', u'mellow gold', u'memphis soul', u'merseybeat', u'psychedelic rock', u'rock', u'rock-and-roll', u'rockabilly', u'roots rock', u'singer-songwriter', u'soul blues', u'symphonic rock', u'texas blues', u'traditional blues']",9,55,2002-05-08,140.832,0.704,2002
Calvin Harris,1.5.6.4,1,5 ,6  ,4   ,I Need Your Love,0.869,"[u'edm', u'electro house', u'house', u'pop', u'progressive house']",8,70,2012-10-26,124.989,0.572,2012
Caramell,1.5.6.4,1,5 ,6  ,4   ,Caramelldansen,0.999,"[u'bubblegum dance', u'eurodance', u'europop', u'swedish eurodance', u'swedish idol pop']",6,45,2008-06-25,164.796,0.774,2008
Carly Rae Jepsen,1.5.6.4,1,5 ,6  ,4   ,I Really Like You,0.81,"[u'canadian pop', u'dance pop', u'indie poptimism', u'pop', u'pop christmas', u'post-teen pop', u'viral pop']",5,63,2015-08-21,122.041,0.582,2015
Carrie Underwood,1.5.6.4,1,5 ,6  ,4   ,Good Girl,0.821,"[u'dance pop', u'pop', u'pop christmas', u'r&b', u'soul christmas', u'urban contemporary']",1,67,2008-06-02,174.063,0.561,2008
Coldplay,1.5.6.4,1,5 ,6  ,4   ,Fix You,0.418,"[u'permanent wave', u'pop', u'pop christmas', u'rock']",3,77,2005-06-07,138.265,0.122,2005
Crayon Shin Chan,1.5.6.4,1,5 ,6  ,4   ,Party Join Us,0.97,[],8,0,2011-05-06,148.04,0.403,2011
Dash Berlin,1.5.6.4,1,5 ,6  ,4   ,World Falls Apart - Thomas Gold Remix,0.775,"[u'big room', u'deep big room', u'edm', u'electro house', u'progressive electro house', u'progressive house', u'progressive trance', u'trance', u'tropical house', u'uplifting trance']",2,40,2015-08-29,127.851,0.257,2015
Daze,1.5.6.4,1,5 ,6  ,4   ,Sea Of Love -Remix-,0.0859,"[u'alternative rock', u'anti-folk', u'chamber pop', u'dream pop', u'folk-pop', u'freak folk', u'indie christmas', u'indie folk', u'indie pop', u'indie rock', u'indietronica', u'lilith', u'lo-fi', u'melancholia', u'singer-songwriter', u'slow core', u'stomp and holler', u'trip hop']",6,60,2000-03-21,78.372,0.115,2000
Eagle Eye Cherry,1.5.6.4,1,5 ,6  ,4   ,Save Tonight,0.693,"[u'neo mellow', u'pop rock']",0,61,1998-07-13,119.567,0.581,1998
Emilie Autumn,1.5.6.4,1,5 ,6  ,4   ,What If,0.528,"[u'dwn trap', u'pop rap', u'rap', u'underground pop rap']",4,62,2015-12-04,129.835,0.173,2015
Franck Keller and Ygal Ama,1.5.6.4,1,5 ,6  ,4   ,Code Lyoko Theme,NA,NA,NA,NA,NA,NA,NA,NA
George Ezra,1.5.6.4,1,5 ,6  ,4   ,Song 6,0.773,"[u'alternative metal', u'alternative rock', u'neo mellow', u'pop christmas', u'pop punk', u'pop rock', u'post-grunge', u'punk christmas']",9,38,1998,169.102,0.508,1998
Grateful Dead,1.5.6.4,1,5 ,6  ,4   ,Sugaree,0.883,"[u'alternative country', u'anti-folk', u'chamber pop', u'folk-pop', u'freak folk', u'indie folk', u'indie pop', u'indie rock', u'lo-fi', u'new americana', u'roots rock', u'singer-songwriter', u'slow core', u'stomp and holler']",4,41,2016-05-20,174.014,0.728,2016
Gregory Alan Isakov,1.5.6.4,1,5 ,6  ,4   ,The Stable Song,0.432,"[u'acoustic pop', u'chamber pop', u'deep new americana', u'folk-pop', u'indie folk', u'indie pop', u'neo mellow', u'new americana', u'singer-songwriter', u'stomp and flutter', u'stomp and holler']",2,58,2007-06-28,137.926,0.368,2007
Harry Gregson-Williams,1.5.6.4,1,5 ,6  ,4   ,Metal Gear,0.69,"[u'antiviral pop', u'comic', u'otacore', u'video game music']",10,45,2014-12-16,139.912,0.905,2014
Hudson Mohawke,1.5.6.4,1,5 ,6  ,4   ,Fuse,0.877,"[u'edm', u'electro house', u'moombahton', u'pop']",9,77,2015-11-27,107.991,0.763,2015
Irish Stew of Sindidun,1.5.6.4,1,5 ,6  ,4   ,I Will Never Be Your Friend,0.906,[u'celtic punk'],0,29,2008-07-22,123.694,0.563,2008
Jay Sean,1.5.6.4,1,5 ,6  ,4   ,Down,0.624,"[u'dwn trap', u'pop rap', u'rap', u'underground pop rap']",11,76,2015-12-04,102.315,0.4,2015
Jimi Hendrix,1.5.6.4,1,5 ,6  ,4   ,Bold As Love,0.534,"[u'album rock', u'blues-rock', u'classic funk rock', u'classic rock', u'folk rock', u'hard rock', u'psychedelic rock', u'rock', u'singer-songwriter']",6,64,1967-12-01,70.776,0.413,1967
John Murphy,1.5.6.4,1,5 ,6  ,4   ,Sunshine,0.677,"[u'deep tropical house', u'edm', u'indie poptimism', u'tropical house']",9,73,2016-08-26,163.951,0.208,2016
Jonathan Mann,1.5.6.4,1,5 ,6  ,4   ,Hey Defriender,0.482,[],5,0,2011-01-01,144.951,0.809,2011
Jordin Sparks,1.5.6.4,1,5 ,6  ,4   ,Battlefield,0.634,"[u'dance pop', u'europop', u'hip pop', u'neo mellow', u'pop', u'pop christmas', u'pop rap', u'pop rock', u'post-teen pop', u'r&b', u'soul christmas', u'urban contemporary', u'viral pop']",2,54,2009-07-20,144.953,0.368,2009
Joss Whedon,1.5.6.4,1,5 ,6  ,4   ,Going Through The Motions,0.142,[u'hollywood'],5,34,2002,89.99,0.0919,2002
Katy Perry,1.5.6.4,1,5 ,6  ,4   ,Hot N Cold,0.841,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop']",7,59,2008-06-17,132.032,0.876,2008
Kelly Clarkson,1.5.6.4,1,5 ,6  ,4   ,Heartbeat Song,0.798,"[u'dance pop', u'europop', u'neo mellow', u'pop', u'pop christmas', u'pop rock', u'post-teen pop', u'r&b', u'talent show', u'viral pop']",6,63,2015-02-27,149.109,0.473,2015
Lost Frequencies,1.5.6.4,1,5 ,6  ,4   ,Are You With Me,0.574,"[u'deep tropical house', u'edm', u'house', u'pop', u'tropical house']",5,67,2015-01-26,121.03,0.404,2015
Madeon,1.5.6.4,1,5 ,6  ,4   ,Technicolor,0.938,[],9,46,2016-10-07,190.005,0.717,2016
Madonna,1.5.6.4,1,5 ,6  ,4   ,The Power Of Goodbye,0.871,[],9,3,2011-01-01,127.982,0.396,2011
Mark Forster feat Sido,1.5.6.4,1,5 ,6  ,4   ,Au Revoir,0.716,"[u'alternative emo', u'emo', u'indie folk', u'indie rock', u'pixie', u'pop punk']",9,51,2013-05-21,140.497,0.483,2013
Maroon 5,1.5.6.4,1,5 ,6  ,4   ,She Will Be Loved,0.684,"[u'dance pop', u'pop', u'pop christmas']",0,71,2002-06-25,102.041,0.528,2002
Martin Garrix,1.5.6.4,1,5 ,6  ,4   ,Don't Look Down feat Usher,0.851,[],0,39,2015-03-23,128.063,0.455,2015
Martin Tungevaag,1.5.6.4,1,5 ,6  ,4   ,Wicked Wonderland,0.812,"[u'deep pop edm', u'nordic house', u'tropical house']",6,40,2014-10-20,127.916,0.754,2014
Men At Work,1.5.6.4,1,5 ,6  ,4   ,Land Down Under,0.803,[u'deep tropical house'],2,58,2015-12-11,119.927,0.235,2015
Michael Buble,1.5.6.4,1,5 ,6  ,4   ,It's a Beautiful Day,0.795,"[u'adult standards', u'canadian pop', u'lounge', u'neo mellow', u'pop', u'pop christmas']",1,64,2013-04-12,143.837,0.771,2013
Miriam Bryant,1.5.6.4,1,5 ,6  ,4   ,Dragon,0.51,"[u'aussietronica', u'australian alternative rock', u'australian dance', u'downtempo', u'tropical house']",11,57,2016-05-27,139.888,0.365,2016
MitiS,1.5.6.4,1,5 ,6  ,4   ,Vulnerability,0.985,"[u'folk punk', u'funk rock', u'hardcore punk', u'melodic hardcore', u'punk', u'ska', u'ska punk', u'skate punk']",2,30,1989,96.214,0.475,1989
MitiS,1.5.6.4,1,5 ,6  ,4   ,Born,0.784,"[u'dwn trap', u'hip hop', u'pop rap', u'rap']",7,69,2013-06-14,81.004,0.481,2013
Motoi Sakuraba,1.5.6.4,1,5 ,6  ,4   ,The Imperial City,0.116,[u'soundtrack'],5,33,1997,82.729,0.0368,1997
Nelly,1.5.6.4,1,5 ,6  ,4   ,Just A Dream,0.764,"[u'dance pop', u'dirty south rap', u'dwn trap', u'gangster rap', u'hip hop', u'hip pop', u'pop', u'pop rap', u'r&b', u'rap', u'southern hip hop', u'urban contemporary']",1,59,2010-11-16,90.0,0.0945,2010
One Direction,1.5.6.4,1,5 ,6  ,4   ,Night Changes,0.52,"[u'boy band', u'dance pop', u'pop', u'post-teen pop', u'talent show']",8,71,2014-11-17,120.001,0.396,2014
One Direction,1.5.6.4,1,5 ,6  ,4   ,Nobody Compares,0.809,"[u'boy band', u'dance pop', u'pop', u'post-teen pop', u'talent show']",11,57,2012-11-09,124.009,0.855,2012
One Direction,1.5.6.4,1,5 ,6  ,4   ,Heart Attack,0.801,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop', u'viral pop']",8,62,2013-01-01,173.937,0.535,2013
Owl City,1.5.6.4,1,5 ,6  ,4   ,When Can I See You Again,0.838,"[u'neo mellow', u'pop', u'pop punk', u'pop rock', u'post-teen pop', u'viral pop']",11,55,2012-01-01,127.938,0.392,2012
Patent Pending,1.5.6.4,1,5 ,6  ,4   ,Hey Mario,0.674,"[u'pixie', u'pop emo', u'pop punk']",9,38,2014-07-22,99.979,0.911,2014
Pegboard Nerds,1.5.6.4,1,5 ,6  ,4   ,Ner Style,0.489,[],0,0,2016-04-15,90.015,0.736,2016
Phineas and Ferb,1.5.6.4,1,5 ,6  ,4   ,Frenemies,0.313,"[u'deep pop r&b', u'deep trap', u'dwn trap', u'trap music']",4,51,2016-06-22,136.145,0.339,2016
Rick Springfield,1.5.6.4,1,5 ,6  ,4   ,Jessie's Girl,0.832,"[u'album rock', u'bubblegum pop', u'classic rock', u'glam metal', u'hard rock', u'mellow gold', u'new wave pop', u'rock', u'soft rock']",2,60,1981,131.703,0.816,1981
Rob Abernethy,1.5.6.4,1,5 ,6  ,4   ,A Walk In The Shire,NA,NA,NA,NA,NA,NA,NA,NA
Robert Plant and Alison Krauss,1.5.6.4,1,5 ,6  ,4   ,Gone Gone Gone,0.698,[],1,73,2015-09-18,128.061,0.33,2015
Robin Schulz ft Jasmine Thompson,1.5.6.4,1,5 ,6  ,4   ,Sun Goes Down,0.697,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop', u'teen pop', u'viral pop']",1,59,2011-06-27,117.008,0.875,2011
Sara Bareilles,1.5.6.4,1,5 ,6  ,4   ,Uncharted,0.728,"[u'acoustic pop', u'dance pop', u'folk christmas', u'folk-pop', u'lilith', u'neo mellow', u'pop', u'pop christmas', u'pop rock', u'post-teen pop', u'singer-songwriter', u'viral pop']",1,49,2010-09-06,203.962,0.731,2010
Sia,1.5.6.4,1,5 ,6  ,4   ,Alive,0.547,"[u'canadian pop', u'hip hop', u'pop rap', u'rap']",1,80,2015-09-20,142.065,0.677,2015
Sia,1.5.6.4,1,5 ,6  ,4   ,Elastic Heart,0.791,"[u'australian dance', u'dance pop', u'pop']",9,78,2014-07-04,130.075,0.51,2014
Skylar Grey,1.5.6.4,1,5 ,6  ,4   ,I Know You - Fifty Shades Of Grey,0.424,"[u'dance pop', u'piano rock', u'pop', u'post-teen pop', u'viral pop']",5,52,2015-02-03,148.081,0.176,2015
Soldat Louis,1.5.6.4,1,5 ,6  ,4   ,Tirer des caisses,0.693,"[u'chanson', u'french reggae', u'french rock']",9,25,1988-01-01,149.436,0.768,1988
Steerner ft Corey Saxon,1.5.6.4,1,5 ,6  ,4   ,Sparks,0.268,"[u'permanent wave', u'pop', u'pop christmas', u'rock']",1,65,2000-07-10,102.623,0.165,2000
Strong Bad,1.5.6.4,1,5 ,6  ,4   ,The Cheat is Not Dead,0.977,[u'alternative hardcore'],7,0,2003,95.038,0.0775,2003
Sum 41,1.5.6.4,1,5 ,6  ,4   ,No Reason,0.563,"[u'chillwave', u'deep indie r&b', u'electronic trap', u'escape room', u'indie dream pop', u'indie r&b', u'indietronica', u'vapor soul', u'vapor twitch', u'vaporwave']",0,48,2014-11-18,140.047,0.588,2014
Taylor Swift,1.5.6.4,1,5 ,6  ,4   ,Mean,0.562,"[u'dwn trap', u'pop rap', u'rap', u'underground pop rap']",10,76,2014-06-20,140.0,0.136,2014
Teddybears,1.5.6.4,1,5 ,6  ,4   ,Hey Boy,0.644,"[u'crunk', u'dance pop', u'dirty south rap', u'dwn trap', u'gangster rap', u'hip hop', u'hip pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",5,42,2008-12-16,119.687,0.579,2008
Tenacious D,1.5.6.4,1,5 ,6  ,4   ,Beelzeboss,0.877,"[u'alternative metal', u'alternative rock', u'comedy rock', u'comic', u'heavy christmas', u'post-grunge', u'rock']",2,53,2006-11-02,130.709,0.417,2006
Test 1,1.5.6.4,1,5 ,6  ,4   ,Greek,0.869,"[u'alt-indie rock', u'alternative dance', u'folk-pop', u'garage rock', u'indie christmas', u'indie pop', u'indie rock', u'indietronica', u'new rave', u'pop', u'shimmer pop']",11,59,2015-04-14,93.24,0.448,2015
The Band Perry,1.5.6.4,1,5 ,6  ,4   ,If I Die Young,0.502,"[u'contemporary country', u'country', u'country dawn', u'country road', u'modern country rock', u'pop']",4,63,2010-10-12,130.674,0.31,2010
The Beatles,1.5.6.4,1,5 ,6  ,4   ,I Should Have Known Better,0.444,"[u'british invasion', u'classic rock', u'merseybeat', u'protopunk', u'psychedelic rock', u'rock']",7,46,1964-07-10,130.704,0.904,1964
The Electric Warehouse,1.5.6.4,1,5 ,6  ,4   ,The Hero,0.539,"[u'folk christmas', u'folk-pop', u'indie christmas', u'indie folk', u'indie pop', u'shimmer pop', u'stomp and holler']",5,64,2012-07-10,174.564,0.249,2012
The Gaslight Anthem,1.5.6.4,1,5 ,6  ,4   ,45,0.657,"[u'alternative metal', u'alternative rock', u'heavy christmas', u'nu metal', u'post-grunge', u'rap metal', u'rap rock', u'rock']",7,56,2003-05-27,152.132,0.201,2003
The Gaslight Anthem,1.5.6.4,1,5 ,6  ,4   ,Rollin' And Tumblin',0.923,"[u'blues-rock', u'electric blues', u'modern blues', u'texas blues']",1,46,2009-05-17,87.377,0.839,2009
The Horrible Crowes,1.5.6.4,1,5 ,6  ,4   ,Crush,0.42,"[u'deep indie r&b', u'indie r&b', u'malaysian pop', u'neo soul', u'pop']",9,65,2016-05-20,129.991,0.324,2016
The Living End,1.5.6.4,1,5 ,6  ,4   ,Who's Gonna Save Us,0.654,"[u'acoustic pop', u'dance pop', u'folk christmas', u'neo mellow', u'pop', u'pop christmas', u'pop rock', u'post-teen pop', u'viral pop']",8,41,2013-10-09,146.885,0.333,2013
The Mighty Mighty Bosstones,1.5.6.4,1,5 ,6  ,4   ,So Sad To Say,0.93,"[u'alternative rock', u'boston rock', u'funk rock', u'heavy christmas', u'melodic hardcore', u'pop punk', u'pop rock', u'punk', u'punk christmas', u'ska', u'ska punk', u'skate punk']",10,22,2000-05-02,90.484,0.779,2000
The Mighty Mighty Bosstones,1.5.6.4,1,5 ,6  ,4   ,A Jackknife to a Swan,0.955,"[u'alternative rock', u'boston rock', u'funk rock', u'heavy christmas', u'melodic hardcore', u'pop punk', u'pop rock', u'punk', u'punk christmas', u'ska', u'ska punk', u'skate punk']",7,29,2002-07-02,179.859,0.704,2002
