 "menuid"   "year"   "price"   "avgwordlen"   "numwords"   "numitems"   "adj"   "choice"   "person"   "traditional"   "origin"   "generous"   "useless"   "delicious"   "sensoryadj" 
"2441"   "32400"   "1918"   "$$"   "6.378378"   "111"   "31.000000"   "0.354839"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.032258" 
"2442"   "31849"   "1921"   "$"   "6.037589"   "1410"   "340.000000"   "0.511765"   "0.144118"   "0.000000"   "0.005882"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.052941" 
"2443"   "32756"   "1917"   "$$"   "6.502703"   "185"   "31.000000"   "0.709677"   "0.032258"   "0.000000"   "0.064516"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2444"   "31841"   "1921"   "$$"   "6.317949"   "195"   "61.000000"   "0.393443"   "0.032787"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.065574" 
"2445"   "16160"   "1901"   "$$"   "5.873418"   "158"   "51.000000"   "0.215686"   "0.156863"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.019608" 
"2446"   "32943"   "1917"   "$$"   "6.108696"   "276"   "63.000000"   "0.047619"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2447"   "13414"   "1900"   "$$"   "6.345960"   "396"   "168.000000"   "0.303571"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.005952"   "0.000000"   "0.119048" 
"2448"   "13415"   "1900"   "$$"   "6.369895"   "857"   "294.000000"   "0.088435"   "0.006803"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.003401"   "0.000000"   "0.017007" 
"2449"   "32945"   "1917"   "$$"   "6.623188"   "69"   "15.000000"   "0.200000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2450"   "24917"   "1900"   "$"   "6.075472"   "53"   "15.000000"   "0.200000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2451"   "32674"   "1917"   "$"   "5.670886"   "79"   "21.000000"   "0.714286"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.095238" 
"2452"   "17788"   "1900"   "$$"   "7.111111"   "18"   "6.000000"   "0.166667"   "0.000000"   "0.000000"   "0.166667"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2453"   "33870"   "1914"   "$"   "6.279070"   "43"   "20.000000"   "0.250000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2454"   "16783"   "1900"   "$$"   "6.826087"   "23"   "8.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2455"   "33876"   "1914"   "$"   "5.644231"   "104"   "34.000000"   "0.264706"   "0.029412"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.058824" 
"2456"   "33877"   "1914"   "$"   "6.219436"   "638"   "202.000000"   "0.311881"   "0.004950"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.059406" 
"2457"   "33874"   "1914"   "$$"   "6.019417"   "103"   "29.000000"   "0.172414"   "0.034483"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.068966" 
"2458"   "32649"   "1918"   "$$"   "6.561404"   "57"   "13.000000"   "0.538462"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.076923" 
"2459"   "20923"   "1900"   "$"   "5.912698"   "126"   "47.000000"   "0.276596"   "0.127660"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.106383" 
"2460"   "21698"   "1900"   "$"   "6.083135"   "421"   "157.000000"   "0.254777"   "0.031847"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.025478" 
"2461"   "33148"   "1917"   "$"   "6.169399"   "366"   "107.000000"   "0.429907"   "0.074766"   "0.000000"   "0.018692"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.037383" 
"2462"   "33144"   "1917"   "$"   "6.000000"   "16"   "5.000000"   "0.200000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2463"   "33145"   "1917"   "$"   "6.173913"   "23"   "6.000000"   "0.500000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.166667" 
"2464"   "33142"   "1917"   "$$"   "5.638596"   "285"   "69.000000"   "0.434783"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.014493"   "0.231884" 
"2465"   "33140"   "1917"   "$$"   "5.810811"   "37"   "14.000000"   "0.285714"   "0.142857"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.071429" 
"2466"   "33141"   "1917"   "$$"   "6.102041"   "98"   "21.000000"   "0.904762"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.047619"   "0.095238"   "0.000000"   "0.142857" 
"2467"   "25354"   "1906"   "$"   "6.167702"   "322"   "117.000000"   "0.290598"   "0.059829"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.068376" 
"2468"   "32488"   "1918"   "$"   "5.647059"   "34"   "12.000000"   "0.250000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.083333" 
"2469"   "32768"   "1917"   "$"   "6.180147"   "272"   "42.000000"   "0.833333"   "0.023810"   "0.000000"   "0.142857"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.190476" 
"2470"   "27511"   "1910"   "$$"   "6.340314"   "191"   "63.000000"   "0.396825"   "0.047619"   "0.000000"   "0.000000"   "0.015873"   "0.000000"   "0.000000"   "0.000000"   "0.047619" 
"2471"   "24009"   "1900"   "$"   "5.612903"   "31"   "8.000000"   "0.250000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2472"   "32735"   "1917"   "$"   "5.929078"   "141"   "26.000000"   "0.692308"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.153846" 
"2473"   "24347"   "1905"   "$"   "5.246377"   "69"   "15.000000"   "0.266667"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2474"   "32733"   "1917"   "$"   "6.589744"   "78"   "25.000000"   "0.280000"   "0.040000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.160000" 
"2475"   "34179"   "1914"   "$"   "6.118834"   "446"   "128.000000"   "0.539062"   "0.007812"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.187500" 
"2476"   "32835"   "1917"   "$$"   "6.107438"   "242"   "49.000000"   "0.571429"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.081633" 
"2477"   "32730"   "1917"   "$"   "5.777778"   "18"   "3.000000"   "0.666667"   "0.666667"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.333333" 
"2478"   "14550"   "1900"   "$"   "6.066667"   "15"   "9.000000"   "0.222222"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2479"   "32731"   "1917"   "$"   "6.370370"   "81"   "19.000000"   "0.789474"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.157895" 
"2480"   "33992"   "1914"   "$"   "6.230047"   "213"   "57.000000"   "0.561404"   "0.000000"   "0.000000"   "0.035088"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.087719" 
"2481"   "34170"   "1914"   "$"   "6.096573"   "321"   "81.000000"   "0.456790"   "0.012346"   "0.000000"   "0.049383"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.111111" 
"2482"   "34175"   "1914"   "$"   "5.862500"   "160"   "43.000000"   "0.604651"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.116279" 
"2483"   "32840"   "1917"   "$"   "6.347826"   "23"   "6.000000"   "0.833333"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2484"   "32843"   "1917"   "$$"   "5.977401"   "177"   "46.000000"   "0.478261"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.282609" 
"2485"   "32844"   "1917"   "$"   "6.150735"   "272"   "93.000000"   "0.247312"   "0.053763"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.032258" 
"2486"   "32845"   "1917"   "$"   "6.463687"   "179"   "76.000000"   "0.236842"   "0.000000"   "0.000000"   "0.039474"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2487"   "25835"   "1905"   "$$"   "6.435233"   "193"   "76.000000"   "0.184211"   "0.000000"   "0.000000"   "0.000000"   "0.013158"   "0.000000"   "0.000000"   "0.000000"   "0.039474" 
"2488"   "25831"   "1892"   "$$"   "5.571429"   "7"   "3.000000"   "0.666667"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.333333" 
"2489"   "25833"   "1900"   "$"   "5.613054"   "429"   "128.000000"   "0.304688"   "0.000000"   "0.000000"   "0.062500"   "0.000000"   "0.000000"   "0.007812"   "0.000000"   "0.046875" 
"2490"   "12527"   "1900"   "$$"   "5.809524"   "21"   "6.000000"   "1.333333"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.166667"   "0.000000"   "0.333333" 
"2491"   "12526"   "1900"   "$$"   "5.515152"   "66"   "12.000000"   "0.416667"   "0.083333"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.166667" 
"2492"   "12528"   "1900"   "$"   "6.500000"   "44"   "19.000000"   "0.526316"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.052632"   "0.000000"   "0.052632" 
"2493"   "35350"   "1913"   "$$"   "5.918033"   "61"   "20.000000"   "0.250000"   "0.050000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.050000"   "0.000000"   "0.050000" 
"2494"   "32833"   "1917"   "$"   "6.397059"   "68"   "20.000000"   "0.200000"   "0.200000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2495"   "19786"   "1901"   "$$"   "5.490654"   "214"   "51.000000"   "0.392157"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.058824" 
"2496"   "12665"   "1900"   "$$"   "6.128655"   "342"   "111.000000"   "0.315315"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.054054" 
"2497"   "32897"   "1917"   "$$"   "6.562500"   "64"   "18.000000"   "0.277778"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2498"   "21068"   "1907"   "$$"   "6.348684"   "152"   "69.000000"   "0.202899"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.014493"   "0.000000"   "0.043478" 
"2499"   "21065"   "1892"   "$"   "6.026157"   "497"   "163.000000"   "0.226994"   "0.030675"   "0.006135"   "0.006135"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.024540" 
"2500"   "24802"   "1907"   "$$"   "6.235751"   "386"   "143.000000"   "0.279720"   "0.020979"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.076923" 
"2501"   "21209"   "1900"   "$$"   "5.910521"   "1017"   "304.000000"   "0.394737"   "0.016447"   "0.000000"   "0.003289"   "0.003289"   "0.000000"   "0.006579"   "0.000000"   "0.078947" 
"2502"   "35063"   "1913"   "$$"   "6.399381"   "646"   "187.000000"   "0.406417"   "0.021390"   "0.000000"   "0.005348"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.080214" 
"2503"   "32366"   "1918"   "$$"   "6.215686"   "51"   "9.000000"   "0.666667"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2504"   "32621"   "1918"   "$$"   "6.156250"   "128"   "25.000000"   "0.680000"   "0.120000"   "0.000000"   "0.080000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.360000" 
"2505"   "32360"   "1918"   "$$"   "6.205128"   "39"   "7.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2506"   "14031"   "1901"   "$"   "6.086614"   "127"   "37.000000"   "0.513514"   "0.162162"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.108108" 
"2507"   "14030"   "1901"   "$$"   "5.978261"   "138"   "40.000000"   "0.200000"   "0.075000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.025000" 
"2508"   "32363"   "1918"   "$"   "6.525000"   "40"   "10.000000"   "0.300000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.100000" 
"2509"   "32362"   "1918"   "$$"   "6.232143"   "56"   "13.000000"   "0.461538"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.076923" 
"2510"   "17046"   "1900"   "$"   "5.227273"   "22"   "6.000000"   "0.833333"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.166667" 
"2511"   "13203"   "1900"   "$"   "6.178571"   "56"   "18.000000"   "0.444444"   "0.111111"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2512"   "13209"   "1900"   "$$"   "6.232558"   "215"   "87.000000"   "0.310345"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.011494"   "0.000000"   "0.057471" 
"2513"   "13208"   "1900"   "$$"   "5.565217"   "23"   "8.000000"   "0.500000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2514"   "14967"   "1900"   "$$"   "5.935223"   "247"   "90.000000"   "0.166667"   "0.022222"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.022222" 
"2515"   "18206"   "1900"   "$$"   "6.091667"   "360"   "97.000000"   "0.298969"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.010309"   "0.000000"   "0.051546" 
"2516"   "18204"   "1900"   "$"   "6.217984"   "367"   "149.000000"   "0.295302"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.067114" 
"2517"   "12815"   "1900"   "$$"   "6.483796"   "432"   "140.000000"   "0.307143"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.007143"   "0.000000"   "0.028571" 
"2518"   "32898"   "1917"   "$"   "6.203704"   "108"   "39.000000"   "0.128205"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.025641" 
"2519"   "33099"   "1917"   "$"   "6.387500"   "240"   "48.000000"   "0.645833"   "0.020833"   "0.000000"   "0.208333"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.083333" 
"2520"   "32994"   "1917"   "$$"   "6.865385"   "52"   "14.000000"   "0.428571"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.071429" 
"2521"   "32995"   "1917"   "$"   "6.292308"   "65"   "16.000000"   "0.437500"   "0.125000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2522"   "32646"   "1918"   "$$"   "5.796296"   "54"   "13.000000"   "0.461538"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.230769" 
"2523"   "24237"   "1900"   "$"   "6.110667"   "750"   "265.000000"   "0.347170"   "0.045283"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.037736" 
"2524"   "32992"   "1917"   "$$"   "5.677686"   "121"   "30.000000"   "0.566667"   "0.166667"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.033333"   "0.000000"   "0.000000" 
"2525"   "15567"   "1901"   "$"   "6.014815"   "135"   "54.000000"   "0.425926"   "0.055556"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.111111" 
"2526"   "15560"   "1901"   "$$"   "6.661808"   "686"   "157.000000"   "0.235669"   "0.006369"   "0.000000"   "0.012739"   "0.000000"   "0.000000"   "0.012739"   "0.000000"   "0.006369" 
"2527"   "34125"   "1914"   "$$"   "5.962963"   "27"   "7.000000"   "0.285714"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2528"   "34124"   "1914"   "$$"   "6.511628"   "43"   "11.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2529"   "34126"   "1914"   "$$"   "5.489362"   "47"   "11.000000"   "0.363636"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2530"   "34120"   "1914"   "$$"   "6.181818"   "33"   "10.000000"   "0.300000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.200000" 
"2531"   "34128"   "1914"   "$$"   "6.273438"   "128"   "32.000000"   "0.281250"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.031250" 
"2532"   "34658"   "1912"   "$"   "6.471698"   "106"   "31.000000"   "0.354839"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.161290" 
"2533"   "33362"   "1915"   "$"   "6.269565"   "230"   "89.000000"   "0.404494"   "0.022472"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.044944" 
"2534"   "33970"   "1914"   "$"   "5.964286"   "56"   "14.000000"   "0.785714"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.071429" 
"2535"   "23110"   "1899"   "$$"   "6.812500"   "32"   "12.000000"   "0.333333"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2536"   "23119"   "1907"   "$$"   "5.920530"   "151"   "51.000000"   "0.313725"   "0.000000"   "0.000000"   "0.000000"   "0.019608"   "0.000000"   "0.000000"   "0.000000"   "0.196078" 
"2537"   "34683"   "1912"   "$"   "6.288591"   "149"   "43.000000"   "0.255814"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.046512" 
"2538"   "24667"   "1906"   "$$"   "6.875000"   "8"   "6.000000"   "0.166667"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2539"   "24664"   "1900"   "$$"   "6.269871"   "541"   "194.000000"   "0.206186"   "0.015464"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.010309" 
"2540"   "24669"   "1907"   "$"   "5.250000"   "56"   "11.000000"   "1.000000"   "0.272727"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2541"   "32438"   "1918"   "$$"   "4.888889"   "9"   "2.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2542"   "33865"   "1914"   "$"   "5.962704"   "429"   "112.000000"   "0.366071"   "0.008929"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.071429" 
"2543"   "31865"   "1921"   "$"   "6.361925"   "478"   "150.000000"   "0.486667"   "0.013333"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.140000" 
"2544"   "31864"   "1921"   "$"   "5.933036"   "224"   "67.000000"   "0.343284"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.014925"   "0.014925"   "0.000000"   "0.074627" 
"2545"   "32654"   "1918"   "$$"   "6.525424"   "59"   "11.000000"   "0.363636"   "0.000000"   "0.000000"   "0.090909"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.090909" 
"2546"   "32389"   "1918"   "$$"   "6.319149"   "47"   "11.000000"   "0.272727"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.090909" 
"2547"   "32387"   "1918"   "$$"   "6.861111"   "36"   "7.000000"   "0.285714"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.142857"   "0.000000"   "0.000000"   "0.000000" 
