rating,chipmake,brand,memorysize,rank,boostclock,coreclock,url,memorytype,memoryclock,memoryinterface,gpu,model,productname,price
Rating + 4,NVIDIA,ASUS,8GB,41,OC mode: 1835 MHz ,OC mode: 1695 MHz ,http://www.newegg.com/Product/Product.aspx?Item=N82E16814126116,GDDR5X,10010 MHz,256-Bit,GeForce GTX 1080,STRIX-GTX1080-A8G-GAMING,ASUS ROG GeForce GTX 1080 STRIX-GTX1080-A8G-GAMING 8GB 256-Bit GDDR5X PCI Express 3.0 HDCP Ready Video Card,639.99
Rating + 4,AMD,XFX,8GB,40,,1288 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814150774,GDDR5,8.0 GHz,256-Bit,Radeon RX 480,RX-480P836BM,XFX Radeon RS RX 480 DirectX 12 RX-480P836BM 8GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support Video Card,244.99
Rating + 4,NVIDIA,MSI,8GB,39,1847 MHz (OC Mode),1708 MHz (OC Mode),http://www.newegg.com/Product/Product.aspx?Item=9SIA2F84H09187,GDDR5X,10108 MHz,256-Bit,GeForce GTX 1080,GTX 1080 GAMING X 8G,MSI GeForce GTX 1080 DirectX 12 GTX 1080 GAMING X 8G 8GB 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,701.91
Rating + 4,AMD,GIGABYTE,4GB,38,1230 MHz,,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125896,GDDR5,6600 MHz,256-Bit,Radeon RX 470,GV-RX470G1 GAMING-4G,GIGABYTE Radeon RX 470 G1 Gaming 4GB GV-RX470G1 GAMING-4GD,194.99
Rating + 4,AMD,GIGABYTE,4GB,37,1212 MHz,,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125897,GDDR5,7000 MHz,128-Bit,Radeon RX 460,GV-RX460WF2OC-4GD,GIGABYTE Radeon RX 460 WINDFORCE OC 4GB GV-RX460WF2OC-4GD,124.99
Rating + 5,NVIDIA,ASUS,8GB,35,OC Mode: 1797 MHz,OC Mode: 1607 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA2F84FW9750,GDDR5,8008 MHz,256-Bit,GeForce GTX 1070,DUAL-GTX1070-O8G,ASUS GeForce GTX 1070 DUAL-GTX1070-O8G 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,432.89
Rating + 5,NVIDIA,MSI,3GB,34,1809 MHz (OC),1594 MHz (OC),http://www.newegg.com/Product/Product.aspx?Item=N82E16814137033,GDDR5,8108 MHz (OC),192-Bit,GeForce GTX 1060,GTX 1060 GAMING X 3G,MSI GeForce GTX 1060 DirectX 12 GTX 1060 GAMING X 3G 3GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,229.99
Rating + 5,AMD,SAPPHIRE,2GB,33,,1210 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814202228,GDDR5,7000 MHz,128-Bit,Radeon RX 460,100409-2GOCL,SAPPHIRE Radeon RX 460 100409-2GOCL 2GB 128-Bit GDDR5 PCI Express 3.0 x8 HDCP Ready Video Card,106.99
Rating + 5,AMD,SAPPHIRE,4GB,32,,1050 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814202186,HBM,,4096-Bit,Radeon R9 Fury,100379NTOC+SR,SAPPHIRE NITRO Radeon R9 Fury 100379NTOC+SR 4GB 4096-Bit HBM TRI-X OC+ (UEFI) Video Card,309.99
Rating + 5,NVIDIA,PNY,3GB,31,1708 MHz,1506 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814133634,GDDR5,8 Gbps,192-Bit,GeForce GTX 1060,VCGGTX10603PB,PNY GeForce GTX 1060 DirectX 12 VCGGTX10603PB 3GB 192-Bit GDDR5 PCI Express 3.0 x16 Video Card,219.99
Rating + 5,NVIDIA,EVGA,8GB,30,1784 MHz,1594 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487281,GDDR5,8008 MHz,256-Bit,GeForce GTX 1070,08G-P4-6178-KR,"EVGA GeForce GTX 1070 HYBRID GAMING, 08G-P4-6178-KR, 8GB GDDR5, LED, All-In-One Watercooling, DX12 OSD Support (PXOC)",439.99
Rating + 5,NVIDIA,GIGABYTE,6GB,29,OC Mode: 1797 MHz,OC Mode: 1582 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125901,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060,GV-N1060WF2OC-6GD,GIGABYTE GeForce GTX 1060 Windforce OC GV-N1060WF2OC-6GD Video Card,259.99
Rating + 5,NVIDIA,GIGABYTE,8GB,28,1797 MHz (OC Mode),1657 MHz (OC Mode),http://www.newegg.com/Product/Product.aspx?Item=N82E16814125908,GDDR5X,10010 MHz,256-Bit,GeForce GTX 1080,GV-N1080TTOC-8GD,GIGABYTE GeForce GTX 1080 DirectX 12 GV-N1080TTOC-8GD 8GB 256-Bit GDDR5X PCI Express 3.0 x16 ATX Turbo OC Video Card,599.99
Rating + 5,NVIDIA,EVGA,6GB,27,1835 MHz,1607 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487275,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060,06G-P4-6267-KR,"EVGA GeForce GTX 1060 6GB SSC GAMING ACX 3.0, 6GB GDDR5, LED, DX12 OSD Support (PXOC), 06G-P4-6267-KR",279.99
Rating + 5,NVIDIA,ASUS,4GB,26,1253 MHz,1114 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814121899,GDDR5,7010 MHz,256-Bit,GeForce GTX 970,STRIX-GTX970-DC2OC-4GD5,ASUS GeForce GTX 970 STRIX-GTX970-DC2OC-4GD5 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support G-SYNC Support Video Card,339.99
Rating + 5,AMD,XFX,4GB,25,,1226 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814150776,GDDR5,7.0 GHz,256-Bit,Radeon RX 470,RX-470P436BM,XFX Radeon RX 470 RS Triple X DirectX 12 RX-470P436BM 4GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support Video Card,189.99
Rating + 5,NVIDIA,EVGA,8GB,24,1683 MHz,1506 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487262,GDDR5,8008 MHz,256-Bit,GeForce GTX 1070,08G-P4-6274-KR,"EVGA GeForce GTX 1070 FTW DT  GAMING ACX 3.0, 8GB GDDR5, RGB LED, 10CM FAN, 10 Power Phases, DX12, 08G-P4-6274-KR",419.99
Rating + 5,NVIDIA,EVGA,3GB,23,1835 MHz,1607 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487267,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060 SC Gaming,03G-P4-6162-KR,"EVGA GeForce GTX 1060 SC GAMING, ACX 2.0 (Single Fan), 03G-P4-6162-KR, 3GB GDDR5, DX12 OSD Support (PXOC)",209.99
Rating + 5,NVIDIA,EVGA,4GB,22,1468 MHz,1354 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487291,GDDR5,7010 MHz,128-Bit,GeForce GTX 1050 Ti,04G-P4-6253-KR,"EVGA GeForce GTX 1050 Ti SC GAMING, 04G-P4-6253-KR, 4GB GDDR5, DX12 OSD Support (PXOC)",149.99
Rating + 5,AMD,XFX,8GB,21,,1288 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814150782,GDDR5,8000 MHz,256-Bit,Radeon RX 480,RX-480P8DFA6,XFX Radeon GTR RX 480 DirectX 12 RX-480P8DFA6 8GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support Triple X Video Card,274.99
Rating + 5,AMD,XFX,8GB,20,,1338 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814150773,GDDR5,8.0 GHz,256-Bit,Radeon RX 480,RX-480P8DBA6,XFX Radeon GTR RX 480 DirectX 12 RX-480P8DBA6 8GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support Black Edition Video Card,299.99
Rating + 5,NVIDIA,EVGA,8GB,19,1847 MHz,1708 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487244,GDDR5X,10000 MHz,256-Bit,GeForce GTX 1080,08G-P4-6183-KR,"EVGA GeForce GTX 1080 SC GAMING ACX 3.0, 08G-P4-6183-KR, 8GB GDDR5X, LED, DX12 OSD Support (PXOC)",644.99
Rating + 5,NVIDIA,EVGA,8GB,18,1784 MHz,1594 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA2F84BC9696,GDDR5,8008 MHz,256-Bit,GeForce GTX 1070,08G-P4-6173-KR,"EVGA GeForce GTX 1070 SC GAMING ACX 3.0, 08G-P4-6173-KR, 8GB GDDR5, LED, DX12 OSD Support (PXOC)",444.12
Rating + 5,NVIDIA,PNY,8GB,17,1848 MHz,1708 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814133633,GDDR5X,10 Gbps,256-Bit,GeForce GTX 1080,VCGGTX10808XGPB-OC,PNY GeForce GTX 1080 DirectX 12 VCGGTX10808XGPB-OC 8GB 256-Bit GDDR5X PCI Express 3.0 x16 SLI Support XLR8 Gaming OC Edition Video Card,629.99
Rating + 5,AMD,SAPPHIRE,4GB,16,,1260 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814202229,GDDR5,7000 MHz,256-Bit,Radeon RX 470,100407NT+4GOCL,SAPPHIRE NITRO+ Radeon RX 470 100407NT+4GOCL 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,189.99
Rating + 5,AMD,SAPPHIRE,8GB,15,,1306 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814202224,GDDR5,8000 MHz,256-Bit,Radeon RX 480,100406NT+8GL,SAPPHIRE NITRO+ Radeon RX 480 100406NT+8GL 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,239.99
Rating + 5,AMD,PowerColor,8GB,14,1330 MHz,,http://www.newegg.com/Product/Product.aspx?Item=N82E16814131694,GDDR5,2000 MHz (8.0 Gbps),256-Bit,Radeon RX 480,AXRX480 8GBD5-3DH/OC,PowerColor RED DEVIL Radeon RX 480 DirectX 12 AXRX480 8GBD5-3DH/OC 8GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support ATX Video Card,269.99
Rating + 5,NVIDIA,GIGABYTE,8GB,13,1746 MHz in OC Mode,1556 MHz in OC Mode,http://www.newegg.com/Product/Product.aspx?Item=9SIA65C4VD6807,GDDR5,8008 MHz,256-Bit,GeForce GTX 1070,GV-N1070IXOC-8GD,GIGABYTE GeForce GTX 1070 Mini ITX OC GV-N1070IXOC-8GD Video Card,389.99
Rating + 5,AMD,XFX,4GB,12,,1050 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814150742,HBM,500 MHz,4096-Bit,Radeon R9 Fury X,R9-FURY-4QFA,XFX R9-FURY-4QFA RADEON R9 FURY X 4GB HBM Liquid Cooled 4096-Bit PCI Express 3.0 CrossFireX Support Video Card,349.99
Rating + 5,AMD,PowerColor,8GB,11,1290 MHz,,http://www.newegg.com/Product/Product.aspx?Item=N82E16814131697,GDDR5,2000 MHz (8.0 Gbps),256-Bit,Radeon RX 480,AXRX 480 8GBD5-3DHV2/OC,PowerColor RED DEVIL Radeon RX 480 DirectX 12 AXRX 480 8GBD5-3DHV2/OC 8GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support ATX Video Card,259.99
Rating + 5,NVIDIA,GIGABYTE,8GB,10,1822 MHz in OC Mode,1620 MHz in OC Mode,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125871,GDDR5,8008 MHz,256-Bit,GeForce GTX 1070,GV-N1070G1 GAMING-8GD,GIGABYTE GeForce GTX 1070 DirectX 12 GV-N1070G1 GAMING-8GD 8GB 256-Bit GDDR5 PCI Express 3.0 x16 ATX Video Card,409.99
Rating + 5,NVIDIA,PNY,6GB,9,1708 MHz,1506 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA65C4Z97980,GDDR5,8 GBps,192-Bit,GeForce GTX 1060,VCGGTX10606PB,PNY GeForce GTX 1060 DirectX 12 VCGGTX10606PB 6GB 192-Bit GDDR5 PCI Express 3.0 Video Card,249.99
Rating + 5,AMD,SAPPHIRE,8GB,8,,1260 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814202226,GDDR5,8000 MHz,256-Bit,Radeon RX 470,100407NT+8GOCL,SAPPHIRE NITRO+ Radeon RX 470 100407NT+8GOCL 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,229.99
Rating + 5,AMD,SAPPHIRE,8GB,7,,1342 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814202223,GDDR5,8000 MHz,256-Bit,Radeon RX 480,100406NT+8GOCL,SAPPHIRE NITRO+ Radeon RX 480 100406NT+8GOCL 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,269.99
Rating + 5,NVIDIA,EVGA,8GB,6,1860 MHz,1721 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487245,GDDR5X,10000 MHz,256-Bit,GeForce GTX 1080,08G-P4-6286-KR,"EVGA GeForce GTX 1080 FTW GAMING ACX 3.0, 08G-P4-6286-KR, 8GB GDDR5X, RGB LED, 10CM FAN, 10 Power Phases, Double BIOS, DX12 OSD Support (PXOC)",679.99
Rating + 5,NVIDIA,EVGA,8GB,5,1784 MHz,1594 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487265,GDDR5,8008 MHz,256-Bit,GeForce GTX 1070,08G-P4-5173-KR,"EVGA GeForce GTX 1070 SC GAMING ACX 3.0 Black Edition, 08G-P4-5173-KR, 8GB GDDR5, LED, DX12 OSD Support (PXOC)",399.99
Rating + 5,AMD,SAPPHIRE,4GB,4,,1306 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814202225,GDDR5,7000 MHz,256-Bit,Radeon RX 480,100406NT+4GOCL,SAPPHIRE NITRO+ Radeon RX 480 DirectX 12 100406NT+4GOCL 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support Video Card,209.99
Rating + 5,NVIDIA,GIGABYTE,8GB,2,1771 MHz in OC Mode,1582 MHz in OC Mode,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125875,GDDR5,8008 MHz,256-Bit,GeForce GTX 1070,GV-N1070WF2OC-8GD,GIGABYTE GeForce GTX 1070 DirectX 12 GV-N1070WF2OC-8GD 8GB 256-Bit GDDR5 PCI Express 3.0 x16 ATX Video Cards,389.99
