"","isbn","title","authors","publishedDate","publisher","categories","pageCount","averageRating","ratingsCount","maturityRating","imageThumbnail","infoLink","textSnippet"
"120","060961004X","Eat Cake","Jeanne Ray","2003","Crown Pub","Fiction",258,3.5,14,"NOT_MATURE","http://books.google.com/books/content?id=CTRbAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=CTRbAAAAMAAJ&dq=isbn:060961004X&hl=&source=gbs_api","Ruth draws on her talent for concocting delectable cakes and desserts when her family begins to disintegrate around her--her husband loses his job, her mother moves in, and her long-estranged father shows up at the door with no place to go."
"121","0688004717","The Ways of My Grandmothers","Beverly Hungry Wolf","1998-10-21","Harper Collins","Social Science",256,5,1,"NOT_MATURE","http://books.google.com/books/content?id=oiVyUVvQsYgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=oiVyUVvQsYgC&dq=isbn:0688004717&hl=&source=gbs_api","A captivating tapestry of personal and tribal history, legends and myths, and the wisdom passed down through generations of women, this extraordinary book is also a priceless record of the traditional skills and ways of an ancient culture ..."
"122","0385423586","Women of Sand and Myrrh","Ḥanān Shaykh","1992","Anchor","Fiction",280,3,1,"NOT_MATURE","http://books.google.com/books/content?id=YBOzAAAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=YBOzAAAAIAAJ&dq=isbn:0385423586&hl=&source=gbs_api","In an unnamed Arab country, four women--Suha, who has a management degree; Tamr, who went on a hunger strike to learn to read; Suzanne, who pretends to commit suicide; and Nur, who sneaks out dressed as a man--try to survive in a society ..."
"123","1400031044","My Name Is Asher Lev","Chaim Potok","2003-03-01","Anchor","Fiction",369,4.5,6,"NOT_MATURE","http://books.google.com/books/content?id=1jgbhghk5QUC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=1jgbhghk5QUC&dq=isbn:1400031044&hl=&source=gbs_api","The novelist records the anguish and triumphs of a young painter as he emerges into the great world of art and rejects all else."
"124","076790396X","The Pilates Body","Brooke Siler","2000-01","Broadway","Health & Fitness",194,4.5,4,"NOT_MATURE","http://books.google.com/books/content?id=K92BRAvcujYC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=K92BRAvcujYC&dq=isbn:076790396X&hl=&source=gbs_api","Provides a program of Pilates exercises with illustrated step-by-step instructions for a complete circuit of mat exercises With step-by-step instructions, Siler guides the reader through the complete circuit of mat exercises, each of which ..."
"125","0609805797","The Seven Principles for Making Marriage Work","John Mordechai Gottman, Nan Silver","1999","Harmony Books","Family & Relationships",271,4.5,26,"NOT_MATURE","http://books.google.com/books/content?id=L5Ur02Uf_a8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=L5Ur02Uf_a8C&dq=isbn:0609805797&hl=&source=gbs_api","Drawing on research into the dynamics of healthy relationships, a study of the basic principles that make up a long-lasting marriage shares advice on how to cope with such issues as work, children, money, sex, and stress."
"126","0393313697","101 Unuseless Japanese Inventions","Kenji Kawakami","1995","W. W. Norton & Company","Humor",159,4,5,"NOT_MATURE","http://books.google.com/books/content?id=3STDhgGiHigC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=3STDhgGiHigC&dq=isbn:0393313697&hl=&source=gbs_api","From the land of the rising sun come strangely practical and utterly eccentric inventions for a life of ease--and hilarity."
"127","0394714865","The empire's old clothes","Ariel Dorfman","1983","Pantheon","Juvenile Fiction",225,4,1,"NOT_MATURE","http://books.google.com/books/content?id=MsmEAAAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=MsmEAAAAIAAJ&dq=isbn:0394714865&hl=&source=gbs_api","Argues that popular culture, in books, comics, and magazines, reflects reactionary values and looks at examples in the United States and Chile"
"128","0394723694","Flash of the Spirit","Robert Farris Thompson","1984","Vintage","Art",317,4,1,"NOT_MATURE","http://books.google.com/books/content?id=BLLtAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=BLLtAAAAMAAJ&dq=isbn:0394723694&hl=&source=gbs_api","This landmark book shows how five African civilization have informed and are reflected in the aesthetic, social and metaphysical traditions of black people in the United States, Cuba, Haiti, Trinidad, Mexico, Brazil, and other places in the ..."
"129","0688107559","The Rainbabies","Laura Krauss Melmed","1992","Lothrop Lee & Shepard","Juvenile Fiction",32,4,6,"NOT_MATURE","http://books.google.com/books/content?id=xsQWAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=xsQWAQAAMAAJ&dq=isbn:0688107559&hl=&source=gbs_api","When the moon gives twelve tiny babies to a childless couple, the new parents take great care of their charges and eventually receive an unexpected reward."
"130","0932194257","Struggle for Intimacy","Janet G. Woititz","1985","HCI","Family & Relationships",101,4,1,"NOT_MATURE","http://books.google.com/books/content?id=D-zMeacBrNwC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=D-zMeacBrNwC&dq=isbn:0932194257&hl=&source=gbs_api","Offers advice for the children of alcoholics on how to cope with their emotional problems and develop an intimate family relationship"
"131","189094808X","Clicking with Your Dog","Peggy Tillman","2001","Sunshine Books (MA)","Pets",209,4.5,3,"NOT_MATURE","http://books.google.com/books/content?id=teH1AAAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=teH1AAAACAAJ&dq=isbn:189094808X&hl=&source=gbs_api","&quot; ... A new method of animal training using positive reinforcement and a &#39;clicker&#39; is easy for you and fun for your dog.&quot;--Cover."
"132","0553480553","The Middle School Gets Married","Jamie Suzanne, Francine Pascal","1993","Sweet Valley","Juvenile Fiction",135,3.5,2,"NOT_MATURE","http://books.google.com/books/content?id=hfBoUF3IYGMC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=hfBoUF3IYGMC&dq=isbn:0553480553&hl=&source=gbs_api","Paired up into pretend couples for a school-wide project on family living, the students of the Sweet Valley Middle School soon get a taste of the difficulties of married life. Original."
"133","0895776944","How Things Work","Neil Ardley","1995","Readers Digest","Science",192,4,1,"NOT_MATURE","http://books.google.com/books/content?id=58gNAAAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=58gNAAAACAAJ&dq=isbn:0895776944&hl=&source=gbs_api","Identifies the scientific principles behind a variety of everyday objects while providing a range of informative and easy-to perform experiments, and highlights such items as a battery, a bar-code reader, and a disk drive. 40,000 first ..."
"134","0020418604","Albert Einstein","Marie Hammontree","1986-10-31","Simon and Schuster","Juvenile Fiction",192,5,1,"NOT_MATURE","http://books.google.com/books/content?id=tr7qTAGjuqIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=tr7qTAGjuqIC&dq=isbn:0020418604&hl=&source=gbs_api","Presents the early life of the German-born physicist whose theory of relativity revolutionized scientific thinking."
"135","0394839161","The Black Stallion's Filly","Walter Farley","1978-06-12","Yearling","Juvenile Fiction",288,5,2,"NOT_MATURE","http://books.google.com/books/content?id=KTUBwb3glGcC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=KTUBwb3glGcC&dq=isbn:0394839161&hl=&source=gbs_api","When Henry Dailey buys Black Minx he is the only trainer who sees her as a potential contender in the Kentucky Derby."
"136","0395522072","Zella, Zack and Zodiac","Bill Peet","1989-10","Houghton Mifflin Harcourt","Juvenile Fiction",32,4,1,"NOT_MATURE","http://books.google.com/books/content?id=8uZmdKOw5FkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=8uZmdKOw5FkC&dq=isbn:0395522072&hl=&source=gbs_api","A zebra named Zella adopts and cares for a baby ostrich, who has hatched all alone. When Zella gives birth to a rather awkward baby, the now-grown ostrich saves the zebra colt from a lion and protects him until he is on his own."
"137","0440402565","Touch the Moon","Marion Dane Bauer","1989-12-01","Yearling Books","Juvenile Fiction",96,4,1,"NOT_MATURE","http://books.google.com/books/content?id=_azw6WbmY30C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=_azw6WbmY30C&dq=isbn:0440402565&hl=&source=gbs_api","When the china horse Jennifer receives for her birthday is magically transformed into a real horse, they share an evening of fantastic adventures."
"138","0689803931","Misty's Twilight","Marguerite Henry","1996","Simon and Schuster","Juvenile Fiction",142,2.5,2,"NOT_MATURE","http://books.google.com/books/content?id=MRmvhJrlOSwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=MRmvhJrlOSwC&dq=isbn:0689803931&hl=&source=gbs_api","Captivated by the story of &quot;Misty of Chincoteague,&quot; a woman with a horse farm in Florida raises one of Misty&#39;s descendants to become a champion show horse."
"139","0452284341","The Food Taster","Peter Elbling","2003","Plume Books","Fiction",272,4,1,"NOT_MATURE","http://books.google.com/books/content?id=DCb2zIQlsbMC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=DCb2zIQlsbMC&dq=isbn:0452284341&hl=&source=gbs_api","A bestseller in ten countries, this novel of gastronomical delight and brilliant wit captures the sights, sounds, and tastes of 16th-century ltaly."
"140","0931580587","Ain't Nobody's Business If You Do","Peter McWilliams","1996","Mary Book / Prelude Press","Crimes without victims",692,4.5,5,"NOT_MATURE","http://books.google.com/books/content?id=nsQvU_nxIX4C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=nsQvU_nxIX4C&dq=isbn:0931580587&hl=&source=gbs_api","Argues that criminalization of certain activities has a negative effect on society, denies constitutional rights, and misunderstands religious teachings"
"141","0684849577","The War Against Boys","Christina Hoff Sommers","2001-06-12","Simon and Schuster","Psychology",256,3.5,4,"NOT_MATURE","http://books.google.com/books/content?id=cnieFlrhxgoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=cnieFlrhxgoC&dq=isbn:0684849577&hl=&source=gbs_api","Argues that boys have become the primary victims of American society, showing how boys&#39; weaknesses are aggravated by anti-boy prejudices and offering constructive suggestions on how to help young males."
"142","0060096624","The Worm in the Apple","Peter Brimelow","2004-01-20","Harper Collins","Education",320,5,1,"NOT_MATURE","http://books.google.com/books/content?id=ZDLTuAA2240C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=ZDLTuAA2240C&dq=isbn:0060096624&hl=&source=gbs_api","In this devastating critique, Peter Brimelow exposes the teacher unions for what they are: a political and economic monopoly that is choking the education system. It is time, Brimelow convincingly argues, to bust the Teacher Trust."
"143","0226264211","Capitalism and Freedom","Milton Friedman, Rose D. Friedman","2002-11-15","University of Chicago Press","Business & Economics",208,4,6,"NOT_MATURE","http://books.google.com/books/content?id=iCRk066ybDAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=iCRk066ybDAC&dq=isbn:0226264211&hl=&source=gbs_api","In this classic book, Milton Friedman provides the definitive statement of his immensely influential economic philosophy—one in which competitive capitalism serves as both a device for achieving economic freedom and a necessary condition ..."
"144","0226493644","More Guns, Less Crime","John R Lott","2000-06-15","University of Chicago Press","Social Science",332,4,1,"NOT_MATURE","http://books.google.com/books/content?id=10KKjwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=10KKjwEACAAJ&dq=isbn:0226493644&hl=&source=gbs_api","In this paperback edition, Lott has expanded the research through 1996, incorporating new data available from states that passed right-to-carry and other gun laws since the book&#39;s publication as well as new city-level statistics."
"145","0671633813","Encyclopedia of Modern Bodybuilding","Arnold Schwarzenegger, Bill Dobbins","1987","Fireside","Sports & Recreation",736,5,2,"NOT_MATURE","http://books.google.com/books/content?id=d5AJAAAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=d5AJAAAACAAJ&dq=isbn:0671633813&hl=&source=gbs_api","The seven-time Mr. Olympia winner offers information on training, posing, diet, nutrition, and body-part exercises, plus basic, advanced and competitive training programs designed for bodybuilders of all levels"
"146","0895261146","The Bias Against Guns","John R. Lott Jr.","2003-02-01","Regnery Publishing","Political Science",256,4.5,3,"NOT_MATURE","http://books.google.com/books/content?id=HYOiZg1bYEIC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=HYOiZg1bYEIC&dq=isbn:0895261146&hl=&source=gbs_api","&quot;If you want the truth the anti-gunners don&#39;t want you to know...you need a copy of The Bias Against Guns&quot; --Sean Hannity of Fox News Channel&#39;s Hannity &amp; Colmes"
"147","0945466226","Education: Free and Compulsory","","1979","Ludwig von Mises Institute","Education, Compulsory",51,4.5,2,"NOT_MATURE","http://books.google.com/books/content?id=vrZSPId9H8YC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","https://play.google.com/store/books/details?id=vrZSPId9H8YC&source=gbs_api","An interesting feature of this book is its promotion of individual, or home, schooling, long before the current popularity of the practice."
"148","1886969353","Shao Lin Pai Ho","Jwing-Ming Yang","1996-01-01","Ymaa Publications","Sports & Recreation",337,4,1,"NOT_MATURE","http://books.google.com/books/content?id=RCcBAAAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=RCcBAAAACAAJ&dq=isbn:1886969353&hl=&source=gbs_api","Reveals the secrets of Chinese internal power development."
"149","0142437433","The Psychopathology of Everyday Life","Sigmund Freud","2003","Penguin","Psychology",264,3.5,5,"NOT_MATURE","http://books.google.com/books/content?id=cNE7Ag2q0tgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=cNE7Ag2q0tgC&dq=isbn:0142437433&hl=&source=gbs_api","Starting with the story of how he once forgot the name of an Italian painter-and how a young acquaintance mangled a quotation from Virgil through fears that his girlfriend might be pregnant-it brings together a treasure trove of muddled ..."
"150","0810918889","Ali Baba and the Forty Thieves","","1989-03-25","Harry N Abrams Incorporated","Social Science",32,3.5,4,"NOT_MATURE","http://books.google.com/books/content?id=jGPhAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=jGPhAAAAMAAJ&dq=isbn:0810918889&hl=&source=gbs_api","The famous story is illustrated in the style of tenth-century Persian miniatures."
"151","0380973871","The October Country","Ray Bradbury","1999-09-07","Harper Collins","Fiction",352,3,1,"NOT_MATURE","http://books.google.com/books/content?id=6zk3f4_78I4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=6zk3f4_78I4C&dq=isbn:0380973871&hl=&source=gbs_api","Welcome to a land Ray Bradbury calls &quot;the Undiscovered Country&quot; of his imagination--that vast territory of ideas, concepts, notions and conceits where the stories you now hold were born."
"152","0452264863","Night of January 16th","Ayn Rand","1987","Penguin","Drama",122,3.5,3,"NOT_MATURE","http://books.google.com/books/content?id=5r6wAAAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=5r6wAAAAIAAJ&dq=isbn:0452264863&hl=&source=gbs_api","Night of January 16th leaves the answers to the mystery of an international magnate&#39;s death up to the reader."
"153","0452282314","The Art of Nonfiction","Ayn Rand, Robert Mayhew","2001","Penguin","Language Arts & Disciplines",192,5,2,"NOT_MATURE","http://books.google.com/books/content?id=iXRiAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=iXRiAAAAMAAJ&dq=isbn:0452282314&hl=&source=gbs_api","Offers a step-by-step study of the nonfiction writing process, discussing the psychological facets of writing, the roles of the subconcious and conscious minds, and developing a personal writing style."
"154","0679745351","Among the Thugs","Bill Buford","1991","Vintage","History",317,5,6,"NOT_MATURE","http://books.google.com/books/content?id=40wXcw9fzPwC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=40wXcw9fzPwC&dq=isbn:0679745351&hl=&source=gbs_api","A journalist who spent eight years traveling with and gathering information on Britain&#39;s notorious soccer hooligans chronicles his extraordinary experiences with these dangerous, violent, and fiercely loyal fans."
"155","0451625676","Malory's Le Morte D'Arthur","Sir Thomas Malory, Keith Baines, Robert Graves","1962","Signet","Arthurian romances",512,4,2,"NOT_MATURE","http://books.google.com/books/content?id=iWHuQwAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=iWHuQwAACAAJ&dq=isbn:0451625676&hl=&source=gbs_api","Malory&#39;s Le Morte d&#39;Arthur endures and inspires because it embodies mankind&#39;s deepest yearnings for brotherhood and community, a love worth dying for, and valor, honor, and chivalry. &quot;From the Trade Paperback edition.&quot;"
"156","0385318731","Fight the Power","Chuck D","1998","Delta","Music",274,4,3,"NOT_MATURE","http://books.google.com/books/content?id=ehE5AQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=ehE5AQAAIAAJ&dq=isbn:0385318731&hl=&source=gbs_api","The leader of the rap group Public Enemy offers his views on self-empowerment in the African-American community, the effect of rap lyrics on youth, and Hollywood&#39;s images of blacks. the first substantial book by a rapper, offers readers a ..."
"157","0140186476","Dubliners","James Joyce","1914","Penguin","Fiction",316,4,86,"NOT_MATURE","http://books.google.com/books/content?id=Qoi2aHzcGq8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=Qoi2aHzcGq8C&dq=isbn:0140186476&hl=&source=gbs_api","Fifteen stories evoke the character, atmosphere, and people of Dublin at the turn of the century."
"158","0670886696","Mao Zedong","Jonathan D. Spence","1999","Viking Press","Biography & Autobiography",188,3,1,"NOT_MATURE","http://books.google.com/books/content?id=1eYAng5JIkEC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=1eYAng5JIkEC&dq=isbn:0670886696&hl=&source=gbs_api","This intimate portrait of Mao Zedong, one of the most formidable and elusive rulers in modern history, introduces the essential background about the Chinese leader, including his relations with family, friends, and confidential assistants, ..."
"159","1853268968","Sherlock Holmes","Arthur Conan Doyle","1989","Wordsworth Editions","Fiction",1408,4.5,6,"NOT_MATURE","http://books.google.com/books/content?id=Fq1uKmT02aMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=Fq1uKmT02aMC&dq=isbn:1853268968&hl=&source=gbs_api","The stories are illustrated by the remarkable Sydney Paget from whom our images of Sherlock Holmes and his world derive and who first equipped Holmes with his famous deerstalker hat."
"160","067175145X","The way things ought to be","Rush H. Limbaugh","1992-10","Atria Books","Biography & Autobiography",304,2.5,19,"NOT_MATURE","http://books.google.com/books/content?id=b8fItyXTZ28C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=b8fItyXTZ28C&dq=isbn:067175145X&hl=&source=gbs_api","Limbaugh delivers his spirited defense of conservative values in blunt talk, with scathing wit."
"161","0451526503","Adventures of Huckleberry Finn","Mark Twain","1997","Penguin","Fiction",283,5,1,"NOT_MATURE","http://books.google.com/books/content?id=J4S0jvSCjDYC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=J4S0jvSCjDYC&dq=isbn:0451526503&hl=&source=gbs_api","Rich in color, humor, and the adventurous frontier experience of the Mississippi, this great novel vividly recreates the world, the people, and the language that Mark Twain knew and loved from his own years on the riverboats."
"162","0061065714","Two of a Kind #01: It's a Twin Thing","Mary-Kate & Ashley Olsen","1999-01-06","Harper Collins","Juvenile Fiction",112,1,1,"NOT_MATURE","http://books.google.com/books/content?id=qBuMlS7xMlEC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=qBuMlS7xMlEC&dq=isbn:0061065714&hl=&source=gbs_api","Mary-Kate and Ashley think they are too old to have a babysitter."
"163","0061094161","365 Ways to Cook Pasta","Marie Simmons","1995-01-26","HarperCollins Publishers","Cooking",240,4,1,"NOT_MATURE","http://books.google.com/books/content?id=CrAxzL7LXy8C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=CrAxzL7LXy8C&dq=isbn:0061094161&hl=&source=gbs_api","For emergency dinners as well as dinner parties, whether you&#39;re in the mood for something light or a hearty dish to stick to your ribs, from the traditional to the exotic, this book provides recipes for new and exciting pasta dishes every ..."
"164","0395390303","Curious George Visits the Zoo","Margret Rey, H. A. Rey","1985","Houghton Mifflin Harcourt","Juvenile Fiction",32,3.5,9,"NOT_MATURE","http://books.google.com/books/content?id=bupQxWF7BgIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=bupQxWF7BgIC&dq=isbn:0395390303&hl=&source=gbs_api","Curious George visits the zoo and manages to both cause trouble and make up for it in his inimitable fashion."
"165","0689716958","Zeely","Virginia Hamilton","1993-04-30","Aladdin","Juvenile Fiction",128,5,1,"NOT_MATURE","http://books.google.com/books/content?id=-fhqQXlwr8EC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=-fhqQXlwr8EC&dq=isbn:0689716958&hl=&source=gbs_api","When Geeder finally meets Zeely, she gains a new perspective on daydreams and reality and a more realistic appreciation of Zeely&#39;s true character&quot;.--Booklist. Illustrated."
"166","0399504338","Amphigorey","","1980-01-01","Penguin","Comics & Graphic Novels",220,4,20,"NOT_MATURE","http://books.google.com/books/content?id=uQe2a18Ly6wC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=uQe2a18Ly6wC&dq=isbn:0399504338&hl=&source=gbs_api","Fifteen works by the American artist and author provide a journey into a macabre world"
"167","0553379658","My Ishmael","Daniel Quinn","1998","Bantam","Fiction",288,4,55,"NOT_MATURE","http://books.google.com/books/content?id=OYoBS1mWVr4C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=OYoBS1mWVr4C&dq=isbn:0553379658&hl=&source=gbs_api","Traces the relationship between a lowland gorilla with telepathic powers and a humanitarian twelve-year-old girl, who challenges his role and his wisdom as a teacher of humanity"
"168","1565122259","Educating Esmé","Esmé Raji Codell","1999","Algonquin Books","Education",204,5,1,"NOT_MATURE","http://books.google.com/books/content?id=oQ0mAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=oQ0mAQAAIAAJ&dq=isbn:1565122259&hl=&source=gbs_api","There is nothing the profession needs more than such creative intelligent, combative, and loving teachers.&quot; ( Herbert Kohl, author of &quot;36 Children&quot;) Esme Raji Codell has come to teach."
"169","006097625X","Understanding Comics","Scott McCloud, Scott McCloud","1994-04-27","Harper Collins","Comics & Graphic Novels, Art",224,4,1922,"NOT_MATURE","http://books.google.com/books/content?id=tUwqbo48lp4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=tUwqbo48lp4C&dq=isbn:006097625X&hl=&source=gbs_api","Praised throughout the cartoon industry by such luminaries as Art Spiegelman, Matt Groening, and Will Eisner, this innovative comic book provides a detailed look at the history, meaning, and art of comics and cartooning."
"170","006097625X","Understanding Comics","Scott McCloud, Scott McCloud","1993","William Morrow Paperbacks","Comics & Graphic Novels, Art",215,4,1919,"NOT_MATURE","http://books.google.com/books/content?id=Z1s_AQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=Z1s_AQAAIAAJ&dq=isbn:006097625X&hl=&source=gbs_api","Traces the 3,000 year history of storytelling through pictures, discussing the language and images used."
"171","0395870828","Tuesday","David Wiesner","1991","Houghton Mifflin Harcourt","Juvenile Fiction",32,4,106,"NOT_MATURE","http://books.google.com/books/content?id=gGWvDUUi58cC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=gGWvDUUi58cC&dq=isbn:0395870828&hl=&source=gbs_api","Frogs rise on their lily pads, float through the air, and explore the nearby houses while their inhabitants sleep."
"172","0440406943","Ingri and Edgar Parin D'Aulaire's Book of Greek Myths","Ingri D'Aulaire, Edgar Parin D'Aulaire","1992","Delacorte Press","Juvenile Fiction",192,4.5,23,"NOT_MATURE","http://books.google.com/books/content?id=gvWKTD0YTbMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=gvWKTD0YTbMC&dq=isbn:0440406943&hl=&source=gbs_api","An introduction to the gods and goddesses of ancient Greece."
"173","0618007016","The Three Pigs","David Wiesner, David Wiesner","2001","Houghton Mifflin Harcourt","Juvenile Fiction, Juvenile Fiction",40,4.5,4,"NOT_MATURE","http://books.google.com/books/content?id=mmVFI3WUOgMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=mmVFI3WUOgMC&dq=isbn:0618007016&hl=&source=gbs_api","The three pigs escape the wolf by going into another world where they meet the cat and the fiddle, the cow that jumped over the moon, and a dragon. By the creator of the Caldecott Honor book, Sector 7."
"174","0618007016","The Three Pigs","David Wiesner, David Wiesner","2001","Houghton Mifflin Harcourt","Juvenile Fiction, Juvenile Fiction",40,5,1,"NOT_MATURE","http://books.google.com/books/content?id=MxBZLWDEe4UC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=MxBZLWDEe4UC&dq=isbn:0618007016&hl=&source=gbs_api","The three pigs escape the wolf by going into another world where they meet the cat and the fiddle, the cow that jumped over the moon, and a dragon. By the creator of the Caldecott Honor book, Sector 7."
"175","0735712069","The Unusually Useful Web Book","June Cohen","2003","New Riders","Computers",388,4,5,"NOT_MATURE","http://books.google.com/books/content?id=extn_UeicFoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=extn_UeicFoC&dq=isbn:0735712069&hl=&source=gbs_api","• •Discover unusually useful website tips and tricks for increasing traffic, visitor frequency, and search engine rankings, and selecting traffic analysis software. •Written by the former VP of Content Development for HotWired, the ..."
"176","0930289544","Swamp thing","Alan Moore","1990-01-01","Vertigo","Comics & Graphic Novels",205,4,2,"NOT_MATURE","http://books.google.com/books/content?id=AX0qAAAAYAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=AX0qAAAAYAAJ&dq=isbn:0930289544&hl=&source=gbs_api","Swamp Thing . . . the only one who can save mankind."
"177","094679006X","Alan Moore","Smoky Man, Gary Millidge","2003","Abiogenesis Press","Biography & Autobiography",352,3,3,"NOT_MATURE","http://books.google.com/books/content?id=XCwcUOnFV4UC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=XCwcUOnFV4UC&dq=isbn:094679006X&hl=&source=gbs_api","The book jacket will feature a new photgraph by Piet Corr and other features will include interviews, biographies, and new and rare photographs."
"178","1563896451","100 Bullets: First shot, last call","Brian Azzarello","2000","Vertigo","Comics & Graphic Novels",125,5,2,"NOT_MATURE","http://books.google.com/books/content?id=BJHodyrdFQAC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=BJHodyrdFQAC&dq=isbn:1563896451&hl=&source=gbs_api","What would you do if you were given the opportunity and the means to get away with murder, scot-free?"
"179","0553108743","Everything and a Kite","Ray Romano","1998","Bantam","Humor",209,4,1,"NOT_MATURE","http://books.google.com/books/content?id=EX1ExAaUARAC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=EX1ExAaUARAC&dq=isbn:0553108743&hl=&source=gbs_api","The author presents a book of wry observations on suburban family life, as seen by a slightly neurotic Italian-American father of four"
"180","0345430735","Expedition to Earth","Arthur C. Clarke","1998-01","Del Rey","Fiction",178,4,5,"NOT_MATURE","http://books.google.com/books/content?id=KLdBPgAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=KLdBPgAACAAJ&dq=isbn:0345430735&hl=&source=gbs_api","We were sure we could maintain this superiority. Our belief proved, alas, to be only too well founded . . .&quot; EXPEDITION TO EARTH &quot;It was in the last days of the Empire."
