"","tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender"
"611",725,"6/1/2016 04:17:45","6/1/2016 04:29:51",531,"Forsyth St & Broome St",40.71893904,-73.99266288,174,"E 25 St & 1 Ave",40.7381765,-73.97738662,19800,"Subscriber",1978,2
"606",297,"6/1/2016 04:10:53","6/1/2016 04:15:50",3175,"W 70 St & Amsterdam Ave",40.77748046,-73.98288594,3175,"W 70 St & Amsterdam Ave",40.77748046,-73.98288594,14861,"Subscriber",1960,2
"916",95,"6/1/2016 05:53:09","6/1/2016 05:54:44",475,"E 16 St & Irving Pl",40.73524276,-73.98758561,285,"Broadway & E 14 St",40.73454567,-73.99074142,19325,"Subscriber",1979,1
"297",592,"6/1/2016 00:53:47","6/1/2016 01:03:40",470,"W 20 St & 8 Ave",40.74345335,-74.00004031,515,"W 43 St & 10 Ave",40.76009437,-73.99461843,23511,"Subscriber",1971,1
"453",455,"6/1/2016 01:51:28","6/1/2016 01:59:04",382,"University Pl & E 14 St",40.73492695,-73.99200509,382,"University Pl & E 14 St",40.73492695,-73.99200509,24887,"Customer",NA,0
"925",257,"6/1/2016 05:54:04","6/1/2016 05:58:22",522,"E 51 St & Lexington Ave",40.75714758,-73.97207836,441,"E 52 St & 2 Ave",40.756014,-73.967416,24986,"Subscriber",1954,1
"294",388,"6/1/2016 00:52:59","6/1/2016 00:59:28",147,"Greenwich St & Warren St",40.71542197,-74.01121978,127,"Barrow St & Hudson St",40.73172428,-74.00674436,22607,"Subscriber",1978,1
"255",1259,"6/1/2016 00:42:30","6/1/2016 01:03:30",328,"Watts St & Greenwich St",40.72405549,-74.00965965,323,"Lawrence St & Willoughby St",40.69236178,-73.98631746,21569,"Subscriber",1980,2
"908",1269,"6/1/2016 05:52:19","6/1/2016 06:13:29",332,"Cherry St",40.71219906,-73.97948148,455,"1 Ave & E 44 St",40.75001986,-73.96905301,20073,"Subscriber",1968,2
"780",400,"6/1/2016 05:39:15","6/1/2016 05:45:55",399,"Lafayette Ave & St James Pl",40.68851534,-73.9647628,324,"DeKalb Ave & Hudson Ave",40.689888,-73.981013,22702,"Subscriber",1965,1
"531",626,"6/1/2016 02:38:36","6/1/2016 02:49:03",494,"W 26 St & 8 Ave",40.74734825,-73.99723551,520,"W 52 St & 5 Ave",40.75992262,-73.97648516,25389,"Subscriber",1982,1
"986",3475,"6/1/2016 06:00:43","6/1/2016 06:58:38",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,72,"W 52 St & 11 Ave",40.76727216,-73.99392888,21526,"Subscriber",1980,1
"305",347,"6/1/2016 00:55:58","6/1/2016 01:01:46",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,469,"Broadway & W 53 St",40.76344058,-73.98268129,15901,"Subscriber",1982,1
"186",718,"6/1/2016 00:30:40","6/1/2016 00:42:39",369,"Washington Pl & 6 Ave",40.73224119,-74.00026394,368,"Carmine St & 6 Ave",40.73038599,-74.00214988,20999,"Subscriber",NA,0
"391",555,"6/1/2016 01:20:18","6/1/2016 01:29:33",432,"E 7 St & Avenue A",40.72621788,-73.98379855,383,"Greenwich Ave & Charles St",40.735238,-74.000271,19153,"Subscriber",1976,1
"406",175,"6/1/2016 01:28:58","6/1/2016 01:31:54",457,"Broadway & W 58 St",40.76695317,-73.98169333,447,"8 Ave & W 52 St",40.76370739,-73.9851615,21097,"Subscriber",1990,1
"260",424,"6/1/2016 00:43:59","6/1/2016 00:51:03",478,"11 Ave & W 41 St",40.76030096,-73.99884222,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,22273,"Subscriber",1970,1
"357",963,"6/1/2016 01:10:25","6/1/2016 01:26:29",428,"E 3 St & 1 Ave",40.72467721,-73.98783413,276,"Duane St & Greenwich St",40.71748752,-74.0104554,19466,"Subscriber",1988,1
"439",498,"6/1/2016 01:45:46","6/1/2016 01:54:05",439,"E 4 St & 2 Ave",40.7262807,-73.98978041,482,"W 15 St & 7 Ave",40.73935542,-73.99931783,21553,"Subscriber",1993,2
"824",519,"6/1/2016 05:44:01","6/1/2016 05:52:40",492,"W 33 St & 7 Ave",40.75019995,-73.99093085,520,"W 52 St & 5 Ave",40.75992262,-73.97648516,17971,"Subscriber",1999,1
"816",481,"6/1/2016 05:43:28","6/1/2016 05:51:30",465,"Broadway & W 41 St",40.75513557,-73.98658032,546,"E 30 St & Park Ave S",40.74444921,-73.98303529,23621,"Subscriber",1955,1
"732",1279,"6/1/2016 05:30:09","6/1/2016 05:51:29",511,"E 14 St & Avenue B",40.72938685,-73.97772429,3141,"1 Ave & E 68 St",40.76500525,-73.95818491,17200,"Subscriber",1988,2
"329",1620,"6/1/2016 01:04:12","6/1/2016 01:31:12",523,"W 38 St & 8 Ave",40.75466591,-73.99138152,490,"8 Ave & W 33 St",40.751551,-73.993934,22953,"Customer",NA,0
"547",488,"6/1/2016 02:53:50","6/1/2016 03:01:59",441,"E 52 St & 2 Ave",40.756014,-73.967416,3141,"1 Ave & E 68 St",40.76500525,-73.95818491,16344,"Subscriber",1990,1
"217",471,"6/1/2016 00:36:30","6/1/2016 00:44:22",3112,"Milton St & Franklin St",40.72906,-73.95779,3093,"N 6 St & Bedford Ave",40.71745169,-73.95850939,17118,"Subscriber",1989,1
"174",799,"6/1/2016 00:29:09","6/1/2016 00:42:28",503,"E 20 St & Park Ave",40.73827428,-73.98751968,462,"W 22 St & 10 Ave",40.74691959,-74.00451887,14583,"Subscriber",1984,1
"718",1508,"6/1/2016 05:25:48","6/1/2016 05:50:57",448,"W 37 St & 10 Ave",40.75660359,-73.9979009,534,"Water - Whitehall Plaza",40.70255065,-74.0127234,25207,"Subscriber",1986,1
"750",708,"6/1/2016 05:33:53","6/1/2016 05:45:41",368,"Carmine St & 6 Ave",40.73038599,-74.00214988,485,"W 37 St & 5 Ave",40.75038009,-73.98338988,17852,"Subscriber",1982,1
"863",232,"6/1/2016 05:48:07","6/1/2016 05:52:00",334,"W 20 St & 7 Ave",40.74238787,-73.99726235,496,"E 16 St & 5 Ave",40.73726186,-73.99238967,25063,"Subscriber",1967,1
"879",504,"6/1/2016 05:49:10","6/1/2016 05:57:34",2021,"W 45 St & 8 Ave",40.75929124,-73.98859651,305,"E 58 St & 3 Ave",40.76095756,-73.96724467,16997,"Subscriber",1962,1
"723",479,"6/1/2016 05:26:48","6/1/2016 05:34:48",2021,"W 45 St & 8 Ave",40.75929124,-73.98859651,305,"E 58 St & 3 Ave",40.76095756,-73.96724467,23015,"Subscriber",1989,1
"616",1701,"6/1/2016 04:21:31","6/1/2016 04:49:53",152,"Warren St & Church St",40.71473993,-74.00910627,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,15902,"Subscriber",NA,0
"94",353,"6/1/2016 00:12:28","6/1/2016 00:18:21",293,"Lafayette St & E 8 St",40.73028666,-73.9907647,445,"E 10 St & Avenue A",40.72740794,-73.98142006,15640,"Subscriber",1956,1
"667",645,"6/1/2016 05:04:45","6/1/2016 05:15:31",3064,"Myrtle Ave & Lewis Ave",40.69681963,-73.93756926,532,"S 5 Pl & S 4 St",40.710451,-73.960876,15747,"Subscriber",1987,1
"44",264,"6/1/2016 00:05:41","6/1/2016 00:10:06",334,"W 20 St & 7 Ave",40.74238787,-73.99726235,466,"W 25 St & 6 Ave",40.74395411,-73.99144871,14708,"Subscriber",1951,1
"444",269,"6/1/2016 01:47:33","6/1/2016 01:52:02",3016,"Kent Ave & N 7 St",40.7203677529846,-73.9616507291794,3112,"Milton St & Franklin St",40.72906,-73.95779,23634,"Subscriber",1970,1
"901",301,"6/1/2016 05:51:38","6/1/2016 05:56:40",385,"E 55 St & 2 Ave",40.75797322,-73.96603308,520,"W 52 St & 5 Ave",40.75992262,-73.97648516,24872,"Subscriber",1969,1
"127",358,"6/1/2016 00:20:14","6/1/2016 00:26:12",3161,"W 76 St & Columbus Ave",40.7801839724239,-73.9772853255272,3161,"W 76 St & Columbus Ave",40.7801839724239,-73.9772853255272,20322,"Subscriber",1982,1
"240",274,"6/1/2016 00:39:47","6/1/2016 00:44:21",483,"E 12 St & 3 Ave",40.73223272,-73.98889957,503,"E 20 St & Park Ave",40.73827428,-73.98751968,15430,"Subscriber",1988,1
"84",767,"6/1/2016 00:11:24","6/1/2016 00:24:11",459,"W 20 St & 11 Ave",40.746745,-74.007756,476,"E 31 St & 3 Ave",40.74394314,-73.97966069,15426,"Subscriber",1989,1
"764",247,"6/1/2016 05:37:10","6/1/2016 05:41:17",486,"Broadway & W 29 St",40.7462009,-73.98855723,444,"Broadway & W 24 St",40.7423543,-73.98915076,15259,"Subscriber",1961,2
"362",520,"6/1/2016 01:08:48","6/1/2016 01:17:29",325,"E 19 St & 3 Ave",40.73624527,-73.98473765,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,18392,"Subscriber",1990,2
"977",320,"6/1/2016 05:59:52","6/1/2016 06:05:13",525,"W 34 St & 11 Ave",40.75594159,-74.0021163,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,25152,"Subscriber",1985,1
"163",634,"6/1/2016 00:27:45","6/1/2016 00:38:19",3172,"W 74 St & Columbus Ave",40.7785669,-73.97754961,3146,"E 81 St & 3 Ave",40.77573034,-73.9567526,21646,"Subscriber",1989,1
"689",683,"6/1/2016 05:16:44","6/1/2016 05:28:07",495,"W 47 St & 10 Ave",40.76269882,-73.99301222,459,"W 20 St & 11 Ave",40.746745,-74.007756,16775,"Subscriber",1965,2
"143",802,"6/1/2016 00:23:26","6/1/2016 00:36:48",354,"Emerson Pl & Myrtle Ave",40.69363137,-73.96223558,3092,"Berry St & N 8 St",40.7190095,-73.95852515,22446,"Subscriber",1987,2
"146",269,"6/1/2016 00:22:11","6/1/2016 00:26:40",128,"MacDougal St & Prince St",40.72710258,-74.00297088,369,"Washington Pl & 6 Ave",40.73224119,-74.00026394,23745,"Subscriber",1978,1
"324",471,"6/1/2016 01:02:28","6/1/2016 01:10:19",326,"E 11 St & 1 Ave",40.72953837,-73.98426726,400,"Pitt St & Stanton St",40.71926081,-73.98178024,14707,"Subscriber",1953,1
"9",1929,"6/1/2016 00:01:27","6/1/2016 00:33:37",525,"W 34 St & 11 Ave",40.75594159,-74.0021163,306,"Cliff St & Fulton St",40.70823502,-74.00530063,17802,"Subscriber",1968,1
"497",537,"6/1/2016 02:16:51","6/1/2016 02:25:48",537,"Lexington Ave & E 24 St",40.74025878,-73.98409214,486,"Broadway & W 29 St",40.7462009,-73.98855723,19806,"Subscriber",1969,1
"895",3018,"6/1/2016 05:50:36","6/1/2016 06:40:54",514,"12 Ave & W 40 St",40.76087502,-74.00277668,487,"E 20 St & FDR Drive",40.73314259,-73.97573881,23973,"Subscriber",1954,1
"567",424,"6/1/2016 03:11:04","6/1/2016 03:18:09",237,"E 11 St & 2 Ave",40.73047309,-73.98672378,487,"E 20 St & FDR Drive",40.73314259,-73.97573881,15429,"Subscriber",1997,2
"152",3201,"6/1/2016 00:25:31","6/1/2016 01:18:52",398,"Atlantic Ave & Furman St",40.69165183,-73.9999786,398,"Atlantic Ave & Furman St",40.69165183,-73.9999786,19770,"Subscriber",1967,1
"258",386,"6/1/2016 00:42:41","6/1/2016 00:49:08",3112,"Milton St & Franklin St",40.72906,-73.95779,3102,"Driggs Ave & Lorimer St",40.72179134,-73.9504154,24999,"Customer",NA,0
"124",551,"6/1/2016 00:17:21","6/1/2016 00:26:33",434,"9 Ave & W 18 St",40.74317449,-74.00366443,515,"W 43 St & 10 Ave",40.76009437,-73.99461843,25000,"Subscriber",1992,1
"900",503,"6/1/2016 05:51:22","6/1/2016 05:59:45",523,"W 38 St & 8 Ave",40.75466591,-73.99138152,528,"2 Ave & E 31 St",40.74290902,-73.97706058,15076,"Subscriber",1978,1
"32",1376,"6/1/2016 00:04:51","6/1/2016 00:27:47",127,"Barrow St & Hudson St",40.73172428,-74.00674436,422,"W 59 St & 10 Ave",40.770513,-73.988038,22104,"Subscriber",1979,1
"500",1783,"6/1/2016 02:18:30","6/1/2016 02:48:14",236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,3064,"Myrtle Ave & Lewis Ave",40.69681963,-73.93756926,18749,"Subscriber",1983,1
"568",367,"6/1/2016 03:13:05","6/1/2016 03:19:13",3170,"W 84 St & Columbus Ave",40.78499979,-73.97283406,3167,"Amsterdam Ave & W 73 St",40.7796680900731,-73.9809304475784,23793,"Subscriber",1998,1
"731",204,"6/1/2016 05:29:55","6/1/2016 05:33:19",420,"Clermont Ave & Lafayette Ave",40.68764484,-73.96968902,3222,"Hanson Pl & St Felix St",40.6851595998918,-73.9771136641502,20837,"Subscriber",1976,1
"690",1793,"6/1/2016 05:17:50","6/1/2016 05:47:43",532,"S 5 Pl & S 4 St",40.710451,-73.960876,510,"W 51 St & 6 Ave",40.7606597,-73.98042047,17229,"Subscriber",1987,1
"595",481,"6/1/2016 03:51:51","6/1/2016 03:59:53",250,"Lafayette St & Jersey St",40.72456089,-73.99565293,268,"Howard St & Centre St",40.71910537,-73.99973337,19198,"Subscriber",1980,1
"377",200,"6/1/2016 01:17:48","6/1/2016 01:21:08",116,"W 17 St & 8 Ave",40.74177603,-74.00149746,494,"W 26 St & 8 Ave",40.74734825,-73.99723551,18392,"Subscriber",1979,1
"556",5302,"6/1/2016 03:01:29","6/1/2016 04:29:52",328,"Watts St & Greenwich St",40.72405549,-74.00965965,328,"Watts St & Greenwich St",40.72405549,-74.00965965,19270,"Customer",NA,0
"800",217,"6/1/2016 05:41:40","6/1/2016 05:45:18",434,"9 Ave & W 18 St",40.74317449,-74.00366443,459,"W 20 St & 11 Ave",40.746745,-74.007756,16823,"Subscriber",1978,1
"220",1023,"6/1/2016 00:36:54","6/1/2016 00:53:57",519,"Pershing Square North",40.751873,-73.977706,388,"W 26 St & 10 Ave",40.749717753,-74.002950346,14943,"Subscriber",1969,1
"463",103,"6/1/2016 01:56:17","6/1/2016 01:58:01",481,"S 3 St & Bedford Ave",40.71260486,-73.96264403,460,"S 4 St & Wythe Ave",40.71285887,-73.96590294,25095,"Subscriber",1985,1
"736",651,"6/1/2016 05:30:46","6/1/2016 05:41:38",3164,"Columbus Ave & W 72 St",40.7770575,-73.97898475,520,"W 52 St & 5 Ave",40.75992262,-73.97648516,23193,"Subscriber",1984,1
"96",935,"6/1/2016 00:12:25","6/1/2016 00:28:00",336,"Sullivan St & Washington Sq",40.73047747,-73.99906065,479,"9 Ave & W 45 St",40.76019252,-73.9912551,18695,"Subscriber",1991,1
"696",634,"6/1/2016 05:19:00","6/1/2016 05:29:35",346,"Bank St & Hudson St",40.73652889,-74.00618026,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,18794,"Subscriber",1987,2
"747",400,"6/1/2016 05:33:04","6/1/2016 05:39:44",527,"E 33 St & 2 Ave",40.744023,-73.976056,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,14680,"Subscriber",1976,1
"2",229,"6/1/2016 00:00:20","6/1/2016 00:04:09",3092,"Berry St & N 8 St",40.7190095,-73.95852515,3103,"N 11 St & Wythe Ave",40.72153267,-73.95782357,16233,"Subscriber",1967,1
"286",212,"6/1/2016 00:51:12","6/1/2016 00:54:45",477,"W 41 St & 8 Ave",40.75640548,-73.9900262,493,"W 45 St & 6 Ave",40.7568001,-73.98291153,18255,"Subscriber",1971,1
"776",204,"6/1/2016 05:38:59","6/1/2016 05:42:23",3140,"1 Ave & E 78 St",40.77140426,-73.9535166,3154,"E 77 St & 3 Ave",40.77314236,-73.95856158,14877,"Subscriber",1984,2
"485",2261,"6/1/2016 02:06:25","6/1/2016 02:44:06",282,"Kent Ave & S 11 St",40.7076449441757,-73.9684152603149,3075,"Division Ave & Marcy Ave",40.70708701,-73.95796783,25346,"Subscriber",1993,1
"261",176,"6/1/2016 00:44:10","6/1/2016 00:47:07",515,"W 43 St & 10 Ave",40.76009437,-73.99461843,495,"W 47 St & 10 Ave",40.76269882,-73.99301222,21310,"Subscriber",NA,0
"470",744,"6/1/2016 01:58:59","6/1/2016 02:11:23",3224,"W 13 St & Hudson St",40.7399735410341,-74.0051387250423,523,"W 38 St & 8 Ave",40.75466591,-73.99138152,21356,"Subscriber",NA,0
"949",347,"6/1/2016 05:57:05","6/1/2016 06:02:52",3222,"Hanson Pl & St Felix St",40.6851595998918,-73.9771136641502,242,"Carlton Ave & Flushing Ave",40.697787,-73.973736,15345,"Subscriber",1965,1
"803",377,"6/1/2016 05:42:11","6/1/2016 05:48:29",478,"11 Ave & W 41 St",40.76030096,-73.99884222,459,"W 20 St & 11 Ave",40.746745,-74.007756,22630,"Subscriber",1986,1
"183",486,"6/1/2016 00:25:16","6/1/2016 00:33:22",327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,328,"Watts St & Greenwich St",40.72405549,-74.00965965,25041,"Subscriber",1995,1
"673",161,"6/1/2016 05:09:15","6/1/2016 05:11:57",449,"W 52 St & 9 Ave",40.76461837,-73.98789473,173,"Broadway & W 49 St",40.7606832709659,-73.9845272898674,16334,"Subscriber",1969,1
"458",519,"6/1/2016 01:53:37","6/1/2016 02:02:17",509,"9 Ave & W 22 St",40.7454973,-74.00197139,2021,"W 45 St & 8 Ave",40.75929124,-73.98859651,16997,"Subscriber",1981,1
"872",388,"6/1/2016 05:48:25","6/1/2016 05:54:53",3156,"E 72 St & York Ave",40.76663814,-73.95348296,454,"E 51 St & 1 Ave",40.75455731,-73.96592976,23310,"Subscriber",1980,1
"645",632,"6/1/2016 04:49:10","6/1/2016 04:59:43",383,"Greenwich Ave & Charles St",40.735238,-74.000271,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,19808,"Subscriber",1988,1
"927",549,"6/1/2016 05:54:07","6/1/2016 06:03:17",469,"Broadway & W 53 St",40.76344058,-73.98268129,3161,"W 76 St & Columbus Ave",40.7801839724239,-73.9772853255272,24971,"Subscriber",1955,1
"772",400,"6/1/2016 05:38:40","6/1/2016 05:45:21",2008,"Little West St & 1 Pl",40.70569254,-74.01677685,363,"West Thames St",40.70834698,-74.01713445,18080,"Subscriber",1968,1
"969",771,"6/1/2016 05:59:17","6/1/2016 06:12:09",478,"11 Ave & W 41 St",40.76030096,-73.99884222,422,"W 59 St & 10 Ave",40.770513,-73.988038,22493,"Subscriber",1965,1
"64",260,"6/1/2016 00:08:10","6/1/2016 00:12:31",3141,"1 Ave & E 68 St",40.76500525,-73.95818491,3140,"1 Ave & E 78 St",40.77140426,-73.9535166,14877,"Subscriber",1987,1
"993",735,"6/1/2016 06:01:06","6/1/2016 06:13:21",487,"E 20 St & FDR Drive",40.73314259,-73.97573881,519,"Pershing Square North",40.751873,-73.977706,24998,"Subscriber",1990,1
"225",370,"6/1/2016 00:37:19","6/1/2016 00:43:29",326,"E 11 St & 1 Ave",40.72953837,-73.98426726,302,"Avenue D & E 3 St",40.72082834,-73.97793172,25366,"Subscriber",1991,1
"545",2115,"6/1/2016 02:53:27","6/1/2016 03:28:43",515,"W 43 St & 10 Ave",40.76009437,-73.99461843,3223,"E 55 St & 3 Ave",40.7589965596051,-73.9686539769173,23400,"Subscriber",1955,1
"936",513,"6/1/2016 05:55:08","6/1/2016 06:03:41",336,"Sullivan St & Washington Sq",40.73047747,-73.99906065,426,"West St & Chambers St",40.71754834,-74.01322069,21548,"Subscriber",1991,1
"636",134,"6/1/2016 04:39:08","6/1/2016 04:41:22",482,"W 15 St & 7 Ave",40.73935542,-73.99931783,334,"W 20 St & 7 Ave",40.74238787,-73.99726235,23551,"Subscriber",1986,1
"179",702,"6/1/2016 00:29:48","6/1/2016 00:41:31",285,"Broadway & E 14 St",40.73454567,-73.99074142,342,"Columbia St & Rivington St",40.71739973,-73.98016555,15400,"Subscriber",1968,1
"822",910,"6/1/2016 05:43:51","6/1/2016 05:59:01",432,"E 7 St & Avenue A",40.72621788,-73.98379855,360,"William St & Pine St",40.70717936,-74.00887308,22234,"Subscriber",1988,1
"724",551,"6/1/2016 05:27:41","6/1/2016 05:36:53",394,"E 9 St & Avenue C",40.72521311,-73.97768752,497,"E 17 St & Broadway",40.73704984,-73.99009296,21390,"Subscriber",1971,2
"990",852,"6/1/2016 06:00:47","6/1/2016 06:14:59",3052,"Lewis Ave & Madison St",40.686312,-73.935775,3222,"Hanson Pl & St Felix St",40.6851595998918,-73.9771136641502,25405,"Subscriber",1971,1
"419",261,"6/1/2016 01:37:16","6/1/2016 01:41:38",3161,"W 76 St & Columbus Ave",40.7801839724239,-73.9772853255272,3162,"W 78 St & Broadway",40.78339981,-73.98093133,19692,"Subscriber",1982,1
"165",1326,"6/1/2016 00:27:55","6/1/2016 00:50:02",490,"8 Ave & W 33 St",40.751551,-73.993934,422,"W 59 St & 10 Ave",40.770513,-73.988038,24802,"Subscriber",1979,2
"445",793,"6/1/2016 01:48:50","6/1/2016 02:02:03",482,"W 15 St & 7 Ave",40.73935542,-73.99931783,426,"West St & Chambers St",40.71754834,-74.01322069,24727,"Subscriber",1998,1
"950",424,"6/1/2016 05:57:09","6/1/2016 06:04:13",311,"Norfolk St & Broome St",40.7172274,-73.98802084,504,"1 Ave & E 15 St",40.73221853,-73.98165557,25016,"Subscriber",1978,1
"282",282,"6/1/2016 00:50:29","6/1/2016 00:55:11",326,"E 11 St & 1 Ave",40.72953837,-73.98426726,487,"E 20 St & FDR Drive",40.73314259,-73.97573881,23041,"Subscriber",1981,1
"580",502,"6/1/2016 03:24:52","6/1/2016 03:33:14",284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,237,"E 11 St & 2 Ave",40.73047309,-73.98672378,18070,"Subscriber",1974,1
"713",492,"6/1/2016 05:23:35","6/1/2016 05:31:48",3084,"Devoe St & Leonard St",40.71348658,-73.94792458,389,"Broadway & Berry St",40.71044554,-73.96525063,23584,"Subscriber",NA,0
"403",535,"6/1/2016 01:26:26","6/1/2016 01:35:21",460,"S 4 St & Wythe Ave",40.71285887,-73.96590294,3100,"Nassau Ave & Newell St",40.7248125644002,-73.947526216507,23189,"Subscriber",1986,1
"350",372,"6/1/2016 01:08:43","6/1/2016 01:14:55",409,"DeKalb Ave & Skillman St",40.6906495,-73.95643107,436,"Hancock St & Bedford Ave",40.68216564,-73.95399026,20635,"Subscriber",1972,1
"997",1151,"6/1/2016 06:01:20","6/1/2016 06:20:31",317,"E 6 St & Avenue B",40.72453734,-73.98185424,360,"William St & Pine St",40.70717936,-74.00887308,25303,"Subscriber",1985,1
"551",306,"6/1/2016 02:59:03","6/1/2016 03:04:10",473,"Rivington St & Chrystie St",40.72110063,-73.9919254,350,"Clinton St & Grand St",40.71559509,-73.9870295,14903,"Subscriber",1978,1
"856",452,"6/1/2016 05:47:27","6/1/2016 05:55:00",3173,"Riverside Blvd & W 67 St",40.777507027548,-73.9888858795166,508,"W 46 St & 11 Ave",40.76341379,-73.99667444,24888,"Subscriber",1969,2
"853",307,"6/1/2016 05:47:16","6/1/2016 05:52:24",434,"9 Ave & W 18 St",40.74317449,-74.00366443,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,14570,"Subscriber",1981,2
"814",313,"6/1/2016 05:43:21","6/1/2016 05:48:34",439,"E 4 St & 2 Ave",40.7262807,-73.98978041,151,"Cleveland Pl & Spring St",40.722103786686,-73.997249007225,15780,"Subscriber",1985,1
"883",337,"6/1/2016 05:49:39","6/1/2016 05:55:16",151,"Cleveland Pl & Spring St",40.722103786686,-73.997249007225,285,"Broadway & E 14 St",40.73454567,-73.99074142,15780,"Subscriber",1995,2
"675",2113,"6/1/2016 05:09:50","6/1/2016 05:45:03",315,"South St & Gouverneur Ln",40.70355377,-74.00670227,514,"12 Ave & W 40 St",40.76087502,-74.00277668,23973,"Subscriber",1954,1
"928",1448,"6/1/2016 05:54:12","6/1/2016 06:18:21",511,"E 14 St & Avenue B",40.72938685,-73.97772429,379,"W 31 St & 7 Ave",40.749156,-73.9916,17497,"Subscriber",1958,1
"424",182,"6/1/2016 01:39:01","6/1/2016 01:42:03",3087,"Metropolitan Ave & Meeker Ave",40.71413311,-73.95234386,3077,"Stagg St & Union Ave",40.70877084,-73.95095259,24111,"Subscriber",1989,1
"22",246,"6/1/2016 00:03:20","6/1/2016 00:07:26",461,"E 20 St & 2 Ave",40.73587678,-73.98205027,476,"E 31 St & 3 Ave",40.74394314,-73.97966069,18648,"Subscriber",1963,1
"289",458,"6/1/2016 00:51:45","6/1/2016 00:59:24",367,"E 53 St & Lexington Ave",40.75828065,-73.97069431,167,"E 39 St & 3 Ave",40.7489006,-73.97604882,17175,"Subscriber",1981,2
"660",231,"6/1/2016 05:00:05","6/1/2016 05:03:56",391,"Clark St & Henry St",40.69760127,-73.99344559,2000,"Front St & Washington St",40.70255088,-73.98940236,21387,"Subscriber",1963,1
"288",830,"6/1/2016 00:51:38","6/1/2016 01:05:29",368,"Carmine St & 6 Ave",40.73038599,-74.00214988,466,"W 25 St & 6 Ave",40.74395411,-73.99144871,16917,"Subscriber",1993,2
"511",528,"6/1/2016 02:26:05","6/1/2016 02:34:54",368,"Carmine St & 6 Ave",40.73038599,-74.00214988,445,"E 10 St & Avenue A",40.72740794,-73.98142006,16889,"Subscriber",1971,1
"783",343,"6/1/2016 05:39:35","6/1/2016 05:45:18",116,"W 17 St & 8 Ave",40.74177603,-74.00149746,459,"W 20 St & 11 Ave",40.746745,-74.007756,24263,"Subscriber",1969,2
"768",1009,"6/1/2016 05:37:34","6/1/2016 05:54:23",488,"W 39 St & 9 Ave",40.75645824,-73.99372222,359,"E 47 St & Park Ave",40.75510267,-73.97498696,18695,"Subscriber",1977,1
"486",210,"6/1/2016 02:06:40","6/1/2016 02:10:10",307,"Canal St & Rutgers St",40.71427487,-73.98990025,355,"Bayard St & Baxter St",40.71602118,-73.99974372,25383,"Subscriber",1995,1
"978",481,"6/1/2016 05:59:56","6/1/2016 06:07:57",3233,"E 48 St & 5 Ave",40.7572456791173,-73.978059142828,499,"Broadway & W 60 St",40.76915505,-73.98191841,17279,"Subscriber",1966,1
"239",289,"6/1/2016 00:39:43","6/1/2016 00:44:33",300,"Shevchenko Pl & E 7 St",40.728145,-73.990214,473,"Rivington St & Chrystie St",40.72110063,-73.9919254,18859,"Subscriber",1988,1
"793",97,"6/1/2016 05:40:46","6/1/2016 05:42:23",3172,"W 74 St & Columbus Ave",40.7785669,-73.97754961,3164,"Columbus Ave & W 72 St",40.7770575,-73.97898475,20883,"Subscriber",1981,2
"788",238,"6/1/2016 05:40:02","6/1/2016 05:44:00",391,"Clark St & Henry St",40.69760127,-73.99344559,278,"Concord St & Bridge St",40.69766564,-73.98476437,17476,"Subscriber",1951,2
"318",1050,"6/1/2016 01:00:06","6/1/2016 01:17:37",380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,300,"Shevchenko Pl & E 7 St",40.728145,-73.990214,25291,"Subscriber",1973,2
"4",1120,"6/1/2016 00:00:28","6/1/2016 00:19:09",522,"E 51 St & Lexington Ave",40.75714758,-73.97207836,401,"Allen St & Rivington St",40.72019576,-73.98997825,16231,"Subscriber",1991,1
"552",413,"6/1/2016 02:59:11","6/1/2016 03:06:05",515,"W 43 St & 10 Ave",40.76009437,-73.99461843,468,"Broadway & W 55 St",40.7652654,-73.98192338,25000,"Subscriber",1996,1
"527",299,"6/1/2016 02:36:17","6/1/2016 02:41:17",529,"W 42 St & 8 Ave",40.7575699,-73.99098507,494,"W 26 St & 8 Ave",40.74734825,-73.99723551,22699,"Subscriber",1996,1
"340",384,"6/1/2016 01:06:43","6/1/2016 01:13:07",401,"Allen St & Rivington St",40.72019576,-73.98997825,2009,"Catherine St & Monroe St",40.71117444,-73.99682619,23312,"Subscriber",1980,1
