,psraid,state,density,igender,irace,sex,qp2,age,q5,q29a,q29b,q29c,educ2,race3m1,income,party,ideo
2154,207399,Connecticut,4,Female,Don't know/Refused (VOL.),Female,"Barack Obama, the Democrat [OR]",58,Lower class,More likely,More likely,More likely,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","20 to under $30,000",Democrat,(VOL. DO NOT READ) Don't know/Refused
2155,207405,New Jersey,5,Female,White,Male,"Barack Obama, the Democrat [OR]",65,Middle class,Less likely,More likely,More likely,Two year associate degree from a college or university,"Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)","10 to under $20,000",Democrat,Moderate
2156,207418,Michigan,3,Female,Black or African-American,Male,[VOL. DO NOT READ] Don't know/Refused,56,Middle class,More likely,More likely,More likely,"Some college, no degree (includes community college)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","75 to under $100,000",Independent,"Liberal, OR"
2157,207434,North Carolina,2,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",26,Upper-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,Less likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","75 to under $100,000",Democrat,Moderate
2158,207436,District of Columbia,5,Female,Some other race,Female,"Barack Obama, the Democrat [OR]",53,Middle class,Less likely,No opinion/Don't know enough to say,Less likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","75 to under $100,000",Democrat,Conservative
2159,207438,New York,5,Female,Hispanic,Female,"Barack Obama, the Democrat [OR]",49,Lower-middle class,Less likely,More likely,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)","10 to under $20,000",Democrat,Moderate
2160,207454,New York,5,Female,White,Female,"Mitt Romney, the Republican",18,Upper class,Less likely,More likely,More likely,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","$150,000 or more",Republican,"Liberal, OR"
2161,207461,Georgia,4,Female,Black or African-American,Male,"Mitt Romney, the Republican",37,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","$150,000 or more",Republican,Conservative
2162,207464,North Carolina,2,Male,Black or African-American,Female,"Barack Obama, the Democrat [OR]",54,Upper class,Less likely,No opinion/Don't know enough to say,More likely,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","Less than $10,000",Independent,Very liberal?
2163,207483,South Carolina,3,Male,Hispanic,Female,[VOL. DO NOT READ] Don't know/Refused,26,Middle class,Less likely,No opinion/Don't know enough to say,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)",Native American/American Indian/Alaska Native (VOL.),"50 to under $75,000",Independent,Moderate
2164,207489,New York,5,Male,White,Female,"Barack Obama, the Democrat [OR]",33,Don't know/Refused (VOL.),Less likely,More likely,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Democrat,"Liberal, OR"
2165,207490,New York,5,Male,Don't know/Refused (VOL.),Female,[VOL. DO NOT READ] Don't know/Refused,49,Middle class,Less likely,No opinion/Don't know enough to say,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","50 to under $75,000",Democrat,Conservative
2166,207499,Michigan,3,Female,Black or African-American,Male,"Barack Obama, the Democrat [OR]",23,Lower class,Less likely,No opinion/Don't know enough to say,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","10 to under $20,000",Democrat,"Liberal, OR"
2167,207504,Alabama,3,Female,White,Female,[VOL. DO NOT READ] Don't know/Refused,26,Upper-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,Two year associate degree from a college or university,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","50 to under $75,000",Don't know/Refused (VOL.),Moderate
2168,207508,Texas,1,Male,Black or African-American,Female,"Barack Obama, the Democrat [OR]",51,Lower-middle class,Less likely,Less likely,More likely,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","Less than $10,000",Democrat,(VOL. DO NOT READ) Don't know/Refused
2169,207520,Florida,3,Female,White,Female,"Barack Obama, the Democrat [OR]",23,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,"Some college, no degree (includes community college)","Refused (e.g., non-race answers like American, Human, purple) (VOL.)","40 to under $50,000",Independent,Very liberal?
2170,207526,Illinois,5,Male,White,Female,"Barack Obama, the Democrat [OR]",29,Lower-middle class,Less likely,No opinion/Don't know enough to say,More likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","20 to under $30,000",Democrat,"Liberal, OR"
2171,207531,Indiana,2,Male,Black or African-American,Male,"Barack Obama, the Democrat [OR]",27,Upper-middle class,No opinion/Don't know enough to say,More likely,Less likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","50 to under $75,000",Independent,(VOL. DO NOT READ) Don't know/Refused
2172,207536,Louisiana,5,Male,Black or African-American,Male,[VOL. DO NOT READ] Don't know/Refused,65,Middle class,Less likely,Refused (VOL.),More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Democrat,Moderate
2173,207539,Louisiana,4,Female,Don't know/Refused (VOL.),Female,"Mitt Romney, the Republican",41,Upper-middle class,Less likely,More likely,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","$150,000 or more",Republican,Moderate
2174,207574,Michigan,3,Female,Black or African-American,Female,"Mitt Romney, the Republican",38,Lower-middle class,No opinion/Don't know enough to say,The Same/No difference (VOL.),Refused (VOL.),"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","40 to under $50,000",Republican,Very conservative
2175,207580,Texas,4,Female,Hispanic,Female,"Barack Obama, the Democrat [OR]",33,Lower class,Less likely,Less likely,Less likely,Less than high school (Grades 1-8 or no formal schooling),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","10 to under $20,000",Independent,Very liberal?
2176,207601,North Carolina,2,Male,White,Male,"Barack Obama, the Democrat [OR]",30,Middle class,Less likely,More likely,More likely,"Some college, no degree (includes community college)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","50 to under $75,000",Independent,Conservative
2177,207607,Florida,3,Male,Don't know/Refused (VOL.),Female,"Mitt Romney, the Republican",20,Middle class,No opinion/Don't know enough to say,More likely,No opinion/Don't know enough to say,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Less than $10,000",Independent,Moderate
2178,207624,Mississippi,2,Female,Hispanic,Male,"Barack Obama, the Democrat [OR]",35,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,High school graduate (Grade 12 with diploma or GED certificate),"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","40 to under $50,000",Independent,Conservative
2179,207627,New York,4,Male,Black or African-American,Male,"Barack Obama, the Democrat [OR]",30,Lower-middle class,Less likely,No opinion/Don't know enough to say,More likely,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","20 to under $30,000",Democrat,Conservative
2180,207638,Florida,3,Male,Black or African-American,Male,"Mitt Romney, the Republican",29,Lower-middle class,No opinion/Don't know enough to say,More likely,More likely,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","50 to under $75,000",Republican,Conservative
2181,207647,District of Columbia,5,Female,White,Male,"Barack Obama, the Democrat [OR]",99,Upper class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","$150,000 or more",Democrat,"Liberal, OR"
2182,207651,New Mexico,1,Male,White,Female,"Mitt Romney, the Republican",53,Upper-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","100 to under $150,000",Independent,Moderate
2183,207652,Illinois,5,Male,White,Female,"Barack Obama, the Democrat [OR]",35,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Democrat,Moderate
2184,207673,Tennessee,4,Male,Black or African-American,Female,"Barack Obama, the Democrat [OR]",58,Middle class,No opinion/Don't know enough to say,More likely,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Democrat,Very liberal?
2185,207687,Virginia,5,Male,Black or African-American,Male,"Mitt Romney, the Republican",37,Upper-middle class,More likely,More likely,No opinion/Don't know enough to say,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","$150,000 or more",Republican,Moderate
2186,207710,Tennessee,4,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",50,Middle class,No opinion/Don't know enough to say,More likely,No opinion/Don't know enough to say,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","50 to under $75,000",Democrat,(VOL. DO NOT READ) Don't know/Refused
2187,207731,Texas,2,Female,Don't know/Refused (VOL.),Male,[VOL. DO NOT READ] Don't know/Refused,33,Middle class,More likely,Less likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","100 to under $150,000",Independent,Very liberal?
2188,207736,New Mexico,1,Female,White,Female,"Barack Obama, the Democrat [OR]",32,Lower-middle class,Less likely,More likely,More likely,Less than high school (Grades 1-8 or no formal schooling),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Less than $10,000",Independent,Conservative
2189,207763,Missouri,5,Male,Black or African-American,Male,"Barack Obama, the Democrat [OR]",25,Lower-middle class,Less likely,More likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","Less than $10,000",Republican,Moderate
2190,207771,New York,1,Male,White,Male,"Mitt Romney, the Republican",51,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,Two year associate degree from a college or university,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Less than $10,000",Democrat,Moderate
2191,207774,Tennessee,2,Female,Black or African-American,Male,[VOL. DO NOT READ] Don't know/Refused,50,Lower class,Less likely,More likely,More likely,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,Independent,Conservative
2192,207776,New York,5,Female,Hispanic,Female,"Barack Obama, the Democrat [OR]",23,Lower-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)",Pacific Islander/Native Hawaiian (VOL.),"20 to under $30,000",Independent,"Liberal, OR"
2193,207783,Maryland,5,Female,Black or African-American,Male,"Mitt Romney, the Republican",52,Upper-middle class,Less likely,More likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Democrat,Very conservative
2194,207793,Texas,1,Female,Black or African-American,Male,"Mitt Romney, the Republican",91,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","20 to under $30,000",Republican,Moderate
2195,207798,Oklahoma,1,Male,Black or African-American,Male,"Barack Obama, the Democrat [OR]",75,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","20 to under $30,000",Democrat,Moderate
2196,207820,Kentucky,4,Male,Black or African-American,Male,"Barack Obama, the Democrat [OR]",74,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","50 to under $75,000",Democrat,"Liberal, OR"
2197,207822,Wisconsin,3,Male,Black or African-American,Female,"Barack Obama, the Democrat [OR]",41,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","50 to under $75,000",Democrat,"Liberal, OR"
2198,207830,Texas,1,Female,White,Female,[VOL. DO NOT READ] Don't know/Refused,25,Lower-middle class,More likely,No opinion/Don't know enough to say,More likely,High school graduate (Grade 12 with diploma or GED certificate),"Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)","20 to under $30,000",No preference (VOL.),(VOL. DO NOT READ) Don't know/Refused
2199,207832,New Mexico,1,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",40,Lower-middle class,Less likely,More likely,More likely,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","30 to under $40,000",Independent,"Liberal, OR"
2200,207855,Tennessee,4,Male,White,Female,"Barack Obama, the Democrat [OR]",39,Middle class,Less likely,More likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","10 to under $20,000",Independent,"Liberal, OR"
2201,207857,Oklahoma,1,Male,Black or African-American,Female,"Mitt Romney, the Republican",18,Middle class,Less likely,More likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","40 to under $50,000",Republican,Conservative
2202,207872,West Virginia,2,Male,Black or African-American,Male,"Mitt Romney, the Republican",70,Middle class,No opinion/Don't know enough to say,More likely,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Independent,Conservative
2203,207895,Arizona,3,Female,White,Male,"Mitt Romney, the Republican",42,Middle class,Less likely,No opinion/Don't know enough to say,More likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","100 to under $150,000",Republican,Very conservative
2204,207900,California,5,Female,White,Female,"Barack Obama, the Democrat [OR]",23,Middle class,Less likely,More likely,No opinion/Don't know enough to say,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Democrat,"Liberal, OR"
2205,207902,Texas,4,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",64,Upper-middle class,Less likely,Less likely,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Democrat,Very liberal?
2206,207976,Arizona,3,Male,Don't know/Refused (VOL.),Male,"Barack Obama, the Democrat [OR]",32,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,High school graduate (Grade 12 with diploma or GED certificate),"Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)","40 to under $50,000",Independent,Moderate
2207,208022,Wisconsin,5,Female,Black or African-American,Male,"Barack Obama, the Democrat [OR]",27,Lower-middle class,Less likely,No opinion/Don't know enough to say,No opinion/Don't know enough to say,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,Don't know/Refused (VOL.),(VOL. DO NOT READ) Don't know/Refused
2208,208028,Virginia,5,Male,Black or African-American,Female,"Barack Obama, the Democrat [OR]",30,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)","75 to under $100,000",Democrat,Moderate
2209,208029,California,5,Female,Hispanic,Male,"Barack Obama, the Democrat [OR]",54,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,High school graduate (Grade 12 with diploma or GED certificate),"Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)","20 to under $30,000",Independent,"Liberal, OR"
2210,208042,California,5,Female,Don't know/Refused (VOL.),Female,"Mitt Romney, the Republican",73,Middle class,Less likely,More likely,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","50 to under $75,000",Independent,Moderate
2211,208043,California,5,Female,Hispanic,Male,"Barack Obama, the Democrat [OR]",53,Lower class,Less likely,No opinion/Don't know enough to say,More likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","10 to under $20,000",Independent,Moderate
2212,208078,South Carolina,3,Male,Black or African-American,Female,"Mitt Romney, the Republican",61,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Independent,"Liberal, OR"
2213,208096,Missouri,5,Female,Some other race,Male,[VOL. DO NOT READ] Don't know/Refused,38,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","$150,000 or more",Independent,Conservative
2214,208118,Nevada,2,Male,Black or African-American,Female,"Mitt Romney, the Republican",19,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","30 to under $40,000",Independent,"Liberal, OR"
2215,208127,Maryland,4,Male,Black or African-American,Female,"Barack Obama, the Democrat [OR]",25,Middle class,No opinion/Don't know enough to say,More likely,No opinion/Don't know enough to say,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","50 to under $75,000",Democrat,"Liberal, OR"
2216,208149,California,5,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",54,Lower-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Some college, no degree (includes community college)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","10 to under $20,000",Democrat,Moderate
2217,208168,California,5,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",36,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Independent,"Liberal, OR"
2218,208192,California,5,Male,Black or African-American,Male,"Mitt Romney, the Republican",72,Upper-middle class,More likely,More likely,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","$150,000 or more",Republican,Moderate
2219,208217,California,5,Female,Black or African-American,Female,[VOL. DO NOT READ] Don't know/Refused,20,Middle class,No opinion/Don't know enough to say,More likely,More likely,"Some postgraduate or professional schooling, no postgraduate degree","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","20 to under $30,000",Independent,Conservative
2220,208243,California,5,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",19,Middle class,More likely,More likely,Less likely,"Some college, no degree (includes community college)","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)","100 to under $150,000",Don't know/Refused (VOL.),Conservative
2221,208250,Nevada,2,Female,White,Female,"Barack Obama, the Democrat [OR]",68,Lower class,Less likely,No opinion/Don't know enough to say,Less likely,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Less than $10,000",Independent,Conservative
2222,208269,Virginia,3,Male,Black or African-American,Male,"Barack Obama, the Democrat [OR]",51,Lower-middle class,Less likely,More likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","40 to under $50,000",Independent,Conservative
2223,208273,Ohio,5,Male,Black or African-American,Male,"Barack Obama, the Democrat [OR]",39,Middle class,Less likely,More likely,More likely,Two year associate degree from a college or university,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Democrat,"Liberal, OR"
2224,208281,New York,5,Female,Hispanic,Female,"Barack Obama, the Democrat [OR]",35,Lower-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","75 to under $100,000",Democrat,"Liberal, OR"
2225,208284,Pennsylvania,4,Male,Black or African-American,Female,"Barack Obama, the Democrat [OR]",29,Upper-middle class,Less likely,No opinion/Don't know enough to say,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","30 to under $40,000",Independent,"Liberal, OR"
2226,208296,New York,5,Male,Hispanic,Male,"Barack Obama, the Democrat [OR]",22,Lower class,Less likely,Less likely,Less likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Less than $10,000",Republican,Very liberal?
2227,208299,South Carolina,3,Male,Black or African-American,Female,"Barack Obama, the Democrat [OR]",29,Middle class,Less likely,More likely,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","30 to under $40,000",Democrat,Very liberal?
2228,208303,Virginia,5,Male,Black or African-American,Female,"Barack Obama, the Democrat [OR]",55,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,Less likely,"Some college, no degree (includes community college)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","50 to under $75,000",Democrat,Moderate
2229,208305,Pennsylvania,2,Male,Black or African-American,Male,"Mitt Romney, the Republican",35,Lower-middle class,No opinion/Don't know enough to say,More likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","40 to under $50,000",Independent,Conservative
2230,208329,Pennsylvania,5,Male,White,Female,"Barack Obama, the Democrat [OR]",31,Middle class,The Same/No difference (VOL.),The Same/No difference (VOL.),The Same/No difference (VOL.),"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)","100 to under $150,000",Democrat,Moderate
2231,208331,Delaware,4,Male,Black or African-American,Female,"Mitt Romney, the Republican",37,Upper-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Less than $10,000",Independent,Moderate
2232,208351,Massachusetts,3,Male,White,Male,"Mitt Romney, the Republican",19,Middle class,Less likely,No opinion/Don't know enough to say,More likely,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","10 to under $20,000",Independent,Moderate
2233,208359,Alabama,1,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",48,Middle class,More likely,No opinion/Don't know enough to say,More likely,Two year associate degree from a college or university,"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","50 to under $75,000",Democrat,Moderate
2234,208376,Florida,4,Female,Hispanic,Male,"Barack Obama, the Democrat [OR]",40,Middle class,Less likely,No opinion/Don't know enough to say,More likely,"Some postgraduate or professional schooling, no postgraduate degree","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","50 to under $75,000",Independent,Moderate
2235,208377,California,5,Male,White,Male,"Barack Obama, the Democrat [OR]",20,Lower-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","20 to under $30,000",Independent,Moderate
2236,208405,North Carolina,3,Male,White,Female,"Barack Obama, the Democrat [OR]",32,Lower class,Less likely,More likely,More likely,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","10 to under $20,000",Independent,Moderate
2237,208432,Virginia,3,Male,Black or African-American,Female,"Barack Obama, the Democrat [OR]",58,Middle class,Less likely,More likely,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","100 to under $150,000",Democrat,Moderate
2238,208445,Florida,4,Male,Hispanic,Male,"Barack Obama, the Democrat [OR]",21,Upper-middle class,No opinion/Don't know enough to say,Less likely,No opinion/Don't know enough to say,Two year associate degree from a college or university,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Independent,Conservative
