"dba","inspection.date","camis","boro","zipcode","cuisine.type","score","grade"
"88 REACH HOUSE CHINESE FOOD",2016-01-28,50044038,"MANHATTAN",10002,"Chinese",12,"A"
"888 KITCHEN",2016-05-26,41502643,"QUEENS",11378,"Chinese",9,"A"
"89 TENZAN",2016-06-09,50041083,"MANHATTAN",10128,"Japanese",28,"C"
"8TH STREET WINECELLAR",2016-04-18,41273802,"MANHATTAN",10011,"American",5,"A"
"8TH WONDER JUICE BAR",2016-09-09,50050665,"MANHATTAN",10010,"Juice/Smoothies/Ice Cream/Yogurt",11,"A"
"900 PARK",2016-03-02,41707964,"BRONX",10462,"Italian",8,"A"
"9024/CATERING BY MICHAEL SCHICK INC.",2016-07-06,40809137,"BROOKLYN",11236,"Jewish/Kosher",13,"A"
"95 SOUTH",2016-09-07,41310341,"BROOKLYN",11238,"American",19,"B"
"96 SOUTH PARK",2015-07-28,41713008,"QUEENS",11417,"American",12,"A"
"983 BUSHWICK LIVING ROOM",2016-07-27,41686653,"BROOKLYN",11206,"American",11,"A"
"99 CENT BEST PIZZA 5AVE INC",2015-09-28,50001679,"MANHATTAN",10016,"Pizza",10,"A"
"99 CENT EXPRESS PIZZA",2016-05-06,41533306,"MANHATTAN",10036,"Pizza",13,"A"
"99 CENT FRESH PIZZA",2016-09-16,50049577,"MANHATTAN",10017,"Pizza",33,"C"
"99 CENT PIZZA",2016-01-20,41700921,"MANHATTAN",10033,"Pizza",13,"A"
"99 CENTS BEST & FRESH PIZZA",2016-03-22,50001048,"MANHATTAN",10001,"Pizza",2,"A"
"99 CENTS FRESH HOT PIZZA",2016-02-18,41561022,"BROOKLYN",11201,"Pizza",13,"A"
"99 CENTS FRESH PIZZA",2016-08-17,50049579,"MANHATTAN",10017,"Pizza",11,"A"
"99 CENTS FRESH SLICE PIZZA",2016-08-01,50015444,"MANHATTAN",10002,"Pizza",12,"A"
"99 CENTS MEGA PIZZA",2016-02-05,50000902,"MANHATTAN",10035,"American",11,"A"
"99 FAVOR TASTE",2016-05-19,50006583,"MANHATTAN",10002,"Chinese",12,"A"
"99 FRESH PIZZA",2016-08-09,41481812,"MANHATTAN",10016,"Pizza",11,"A"
"99 MILES TO PHILLY",2016-09-19,41088067,"MANHATTAN",10003,"Delicatessen",23,"B"
"99 ROGERS",2016-08-13,50040061,"BROOKLYN",11216,"American",64,"C"
"99Â¢ FAMOUS PIZZA",2016-09-16,41704800,"MANHATTAN",10009,"Pizza",0,"A"
"99Â¢ HOT PIZZA",2015-11-12,41696878,"BROOKLYN",11217,"Pizza",9,"A"
"9TEN RESTAURANT",2015-11-12,50042945,"MANHATTAN",10019,"American",13,"A"
"9TH AVE SALOON",2016-06-08,40399057,"MANHATTAN",10036,"American",15,"B"
"9TH STREET LUNCHEONETTE",2016-03-28,41233916,"BROOKLYN",11231,"American",10,"A"
"A-1 PIZZA SHOP",2016-08-16,40622601,"MANHATTAN",10002,"Pizza",20,"B"
"A-JIAO SICHUAN CUISINE",2015-11-17,50005629,"MANHATTAN",10128,"Chinese",3,"A"
"A-ROMA BAKERY",2015-09-30,41712988,"BROOKLYN",11211,"Italian",7,"A"
"A-WAH RESTAURANT",2016-07-18,41475257,"MANHATTAN",10038,"Chinese",24,"B"
"A & A BAKE SHOP",2016-09-20,40990257,"BROOKLYN",11216,"Bakery",13,"A"
"A & B DELI & CATERING",2015-11-09,40891881,"QUEENS",11420,"American",11,"A"
"A & C COFFEE SHOP AND PIZZERIA",2015-10-13,50002099,"BROOKLYN",11236,"American",13,"A"
"A & C GUYANA BAKERY & RESTAURANT",2016-05-09,41271954,"BROOKLYN",11203,"Caribbean",13,"A"
"A & C KITCHEN",2016-07-08,41056448,"MANHATTAN",10009,"Chinese",10,"A"
"A & J DELI FISH",2015-12-29,50007970,"BRONX",10457,"Spanish",10,"A"
"A & K TACOS",2016-08-15,41679163,"BROOKLYN",11218,"American",6,"A"
"A & L PIZZA RESTAURANT",2016-04-25,50041320,"BROOKLYN",11204,"Pizza",12,"A"
"A & P ROTI & PASTRY SHOP",2016-04-14,50039358,"BROOKLYN",11203,"Caribbean",9,"A"
"A & S CATERERS",2016-07-28,41649766,"STATEN ISLAND",10314,"American",23,"B"
"A & S PIZZERIA",2016-05-10,40391086,"STATEN ISLAND",10301,"Pizza",21,"B"
"A + A ASIAN RESTAURANT",2016-02-22,50035290,"QUEENS",11693,"Asian",8,"A"
"A ASO SUSHI",2016-02-19,41670338,"MANHATTAN",10065,"Japanese",5,"A"
"A CAFE",2016-05-06,41388869,"MANHATTAN",10025,"Caribbean",19,"B"
"A CANAAN SUSHI",2016-04-15,50046619,"MANHATTAN",10001,"Japanese",9,"A"
"A CASA FOX",2016-03-11,41322910,"MANHATTAN",10002,"Latin",9,"A"
"A CHIBAN",2016-09-20,50000940,"QUEENS",11426,"Japanese",11,"A"
"A GUSTO",2016-08-02,50046634,"BROOKLYN",11216,"Cafe/Coffee/Tea",13,"A"
"A K  US GROUP",2016-05-02,50003666,"MANHATTAN",10002,"Chinese",18,"B"
"A LA MODE SHOPPE",2016-08-02,50036292,"MANHATTAN",10022,"Juice/Smoothies/Ice Cream/Yogurt",6,"A"
"A LA SAIGON",2016-08-26,41613672,"MANHATTAN",10005,"Southeast Asian (Thai, Viet, Malaysia, etc)",22,"B"
"A LA TURKA",2016-07-26,41204031,"MANHATTAN",10021,"Mediterranean",11,"A"
"A LOVE FOR CAKES",2016-04-14,41712818,"QUEENS",11378,"Bakery",10,"A"
"A Plus Express/Chinese Restaurant",2016-06-17,50038340,"BROOKLYN",11206,"Chinese",10,"A"
"A PLUS KITCHEN",2016-09-15,50048691,"MANHATTAN",10002,"Chinese",58,"C"
"A PLUS THAI PLACE",2016-09-08,50009767,"MANHATTAN",10022,"Southeast Asian (Thai, Viet, Malaysia, etc)",7,"A"
"A SALT & BATTERY",2016-05-02,40783353,"MANHATTAN",10011,"Seafood",5,"A"
"A SAN FUZHOU RESTAURANT",2016-08-23,41278303,"MANHATTAN",10002,"Chinese",12,"A"
"A SLICE OF NEW YORK",2015-10-06,40930067,"MANHATTAN",10036,"Pizza",13,"A"
"A SPICE LANE",2016-06-21,50012690,"MANHATTAN",10003,"South Asian (Indian, Pakistani, Afghan, etc)",9,"A"
"A SUSHI",2015-12-14,50015505,"QUEENS",11375,"Japanese",8,"A"
"A TASTE OF BENATERI'S AT EDGEWATER",2016-05-31,50039875,"QUEENS",11356,"Delicatessen",9,"A"
"A TASTE OF SEA FOOD",2016-02-17,41292528,"MANHATTAN",10035,"Seafood",9,"A"
"A TASTE OF SEAFOOD RESTAURANT",2015-10-27,50042004,"MANHATTAN",10030,"Seafood",12,"A"
"A TASTE OF SHANGHAI RESTAURANT",2016-08-10,50004673,"QUEENS",11354,"Chinese",29,"C"
"A TO Z CATERING",2016-06-14,50017972,"QUEENS",11411,"Caribbean",0,"A"
"A VOCE",2016-04-12,41434084,"MANHATTAN",10019,"Italian",4,"A"
"A WAI LOU RESTAURANT",2016-04-20,41687169,"QUEENS",11354,"Chinese",13,"A"
"A WIN XIN KITCHEN",2016-08-25,50036787,"BROOKLYN",11207,"Chinese",7,"A"
"A&A GOURMET",2016-09-20,41162842,"QUEENS",11366,"Jewish/Kosher",13,"A"
"A&E Networks",2016-04-01,50004854,"MANHATTAN",10017,"Cafe/Coffee/Tea",2,"A"
"A&E TENOCHTITLAN DELI & TAQUERIA",2016-05-03,41443537,"BRONX",10468,"Mexican",12,"A"
"A&H DELI",2016-06-06,50033885,"MANHATTAN",10001,"American",11,"A"
"A&R HOT BAGELS",2016-05-04,41189761,"BROOKLYN",11231,"Bakery",5,"A"
"A&S Crown Fried Chicken",2016-09-14,50045591,"QUEENS",11436,"Other",32,"C"
"A. CHURRASQUEIRA RESTAURANT",2016-05-26,40936803,"QUEENS",11435,"Other",12,"A"
"A.B. BIAGI",2016-08-25,50001160,"MANHATTAN",10012,"Juice/Smoothies/Ice Cream/Yogurt",21,"B"
"A.G KITCHEN",2016-03-16,41565555,"MANHATTAN",10023,"Latin",7,"A"
"A.I.G.CHARTIS",2016-03-18,41456998,"MANHATTAN",10038,"American",8,"A"
"A.M. DELI JUICE BAR FOOD INC",2016-09-01,50047680,"MANHATTAN",10029,"Delicatessen",6,"A"
"A.R'S TAVERN",2016-01-17,41199771,"QUEENS",11356,"American",10,"A"
"A.R.E.B.A.-CASRIEL",2015-11-06,41722624,"MANHATTAN",10019,"American",11,"A"
"A.W.O.L. All Walks of Life",2016-01-27,50013377,"BROOKLYN",11211,"American",12,"A"
"A+ CHINESE RESTAURANT",2016-09-01,50016801,"QUEENS",11355,"Chinese",17,"B"
"A+ ROOF BAR",2016-05-21,50039571,"QUEENS",11354,"Other",71,"C"
"A1 JAMAICA BREEZE",2016-08-15,50053122,"QUEENS",11369,"Caribbean",10,"A"
"A1 OCHA SUSHI",2016-02-29,50011393,"MANHATTAN",10036,"Japanese",11,"A"
"AA ADMIRAL'S CLUB LOUNGE",2016-06-09,41631004,"QUEENS",11430,"American",10,"A"
"AA CHINESE RESTAURANT",2016-05-05,50034221,"BRONX",10457,"Chinese",13,"A"
"AA CHINESE RESTURANT",2015-11-02,41680076,"BROOKLYN",11220,"Chinese",11,"A"
"AA JAPANESE RAMEN",2016-06-28,50039426,"MANHATTAN",10013,"Japanese",3,"A"
"AA JING",2016-08-01,50000456,"MANHATTAN",10036,"Asian",11,"A"
"AAA BURRITO MARIACHI",2015-11-17,50014308,"MANHATTAN",10007,"Mexican",12,"A"
"AAA CARIDAD",2015-10-29,50015696,"BRONX",10467,"Spanish",9,"A"
"AAA ICHIBAN SUSHI",2016-03-15,50017028,"MANHATTAN",10002,"Japanese",11,"A"
"AAA KENNEDY FRIED CHICKEN",2016-08-30,50049329,"STATEN ISLAND",10301,"Other",31,"C"
"AAHELI",2016-03-30,50043102,"QUEENS",11375,"South Asian (Indian, Pakistani, Afghan, etc)",13,"A"
"AANCHAL NATURAL BRIDGE RESTAURANT",2016-06-21,50038379,"QUEENS",11101,"South Asian (Indian, Pakistani, Afghan, etc)",10,"A"
"AANGAN",2016-06-21,41425806,"MANHATTAN",10025,"South Asian (Indian, Pakistani, Afghan, etc)",15,"B"
"AARON'S CHINESE AND THAI",2016-09-19,50032985,"MANHATTAN",10001,"Chinese",30,"C"
"AB HALAL RESTAURANT",2016-08-04,50018376,"BROOKLYN",11226,"Other",20,"B"
"ABA SUSHI",2016-07-01,50047078,"MANHATTAN",10028,"Chinese",8,"A"
"ABA TURKISH RESTAURANT",2016-08-05,41548686,"MANHATTAN",10019,"Mediterranean",23,"B"
"ABACE SUSHI",2016-08-23,50006214,"MANHATTAN",10036,"Japanese",27,"B"
"ABACKY POTLUCK",2016-09-19,50011222,"MANHATTAN",10001,"Asian",12,"A"
"ABALEH",2016-09-08,50009096,"MANHATTAN",10028,"Mediterranean",50,"C"
"ABAYA THAI CUISINE",2016-08-15,41560208,"MANHATTAN",10018,"Southeast Asian (Thai, Viet, Malaysia, etc)",69,"C"
"ABBA BAR AND GRILL",2016-08-18,50033665,"BROOKLYN",11211,"Other",13,"A"
"ABBEY TAVERN",2016-03-25,41091944,"MANHATTAN",10010,"American",13,"A"
"ABC BEER CO.",2016-04-21,41690473,"MANHATTAN",10009,"Delicatessen",11,"A"
"ABC COCINA",2016-07-26,41138123,"MANHATTAN",10003,"French",12,"A"
"ABC KITCHEN",2015-10-26,41162796,"MANHATTAN",10003,"American",11,"A"
"ABDULLAH SWEETS AND RESTAURANT",2016-04-27,50048072,"QUEENS",11372,"South Asian (Indian, Pakistani, Afghan, etc)",9,"A"
"Abeca Sushi",2016-09-09,50049893,"MANHATTAN",10016,"Other",18,"B"
"ABEGALE'S",2016-04-21,50017298,"BROOKLYN",11203,"Caribbean",19,"B"
"ABI JAPANESE RESTAURANT",2016-06-30,50047330,"QUEENS",11106,"Japanese",40,"C"
"ABIDE BROOKLYN PITA",2016-06-23,50011550,"BROOKLYN",11215,"Middle Eastern",9,"A"
"ABIGAEL'S BROOKLYN",2016-03-15,41688128,"BROOKLYN",11217,"American",7,"A"
"ABIGAEL'S ON BROADWAY",2016-02-04,40799056,"MANHATTAN",10018,"Jewish/Kosher",11,"A"
"ABIGAIL'S BAKESHOP",2016-06-13,50050362,"BROOKLYN",11216,"Bakery",4,"A"
"ABIKO CURRY",2016-08-29,41026002,"MANHATTAN",10001,"Japanese",12,"A"
"ABILENE",2015-09-10,41163019,"BROOKLYN",11231,"American",9,"A"
"ABIR HALAL RESTAURANT",2015-10-28,40841152,"BROOKLYN",11216,"American",8,"A"
"ABITINO'S PIZZA",2016-09-22,40394357,"MANHATTAN",10016,"Pizza",9,"A"
"ABITINO'S PIZZA(CONCOURSE C)",2016-06-09,50032780,"QUEENS",11430,"Pizza",7,"A"
"ABOU BAKERY",2016-06-10,50015467,"QUEENS",11428,"Bakery",8,"A"
"ABOUT COFFEE",2016-06-24,50047872,"MANHATTAN",10012,"Cafe/Coffee/Tea",3,"A"
"ABOVE BALLROOM",2016-06-03,41693599,"STATEN ISLAND",10314,"American",10,"A"
"ABOVE ROOFTOP",2016-06-03,41693594,"STATEN ISLAND",10314,"American",10,"A"
"ABRACADABRA BROOKLYN",2016-09-08,41667296,"BROOKLYN",11211,"American",30,"C"
"ABRACO",2016-05-07,41290180,"MANHATTAN",10003,"Cafe/Coffee/Tea",10,"A"
"ABSOLUTE BAGELS",2016-02-26,40392339,"MANHATTAN",10025,"Bakery",9,"A"
"ABSOLUTE COFFEE",2016-04-15,50006537,"BROOKLYN",11201,"Cafe/Coffee/Tea",11,"A"
"ABSOLUTE THAI RESTAURANT",2016-09-01,50006360,"MANHATTAN",10029,"Southeast Asian (Thai, Viet, Malaysia, etc)",9,"A"
"ABU DHABI LOUNGE",2015-10-28,50006042,"MANHATTAN",10040,"Mexican",6,"A"
"ABUMI SUSHI",2016-09-14,50036924,"MANHATTAN",10010,"Japanese",16,"B"
"ABURI SUSHI",2016-09-13,50012106,"BROOKLYN",11211,"Japanese",10,"A"
"ABURIYA KINNOSUKE",2016-04-16,41555644,"MANHATTAN",10017,"Japanese",6,"A"
"ABV",2016-06-02,41636512,"MANHATTAN",10029,"American",15,"B"
"ABYSSINIA ETHIOPIAN RESTAURANT",2016-09-21,41649657,"MANHATTAN",10030,"Other",8,"A"
"ACA TE ESPERO",2016-08-30,50044306,"QUEENS",11418,"Latin",13,"A"
"ACADEMIA BARILLA RESTAURANT",2016-03-18,50033612,"MANHATTAN",10018,"Italian",10,"A"
"ACADEMIA COFFEE",2016-04-08,41696211,"MANHATTAN",10031,"Cafe/Coffee/Tea",9,"A"
"ACADEMY CAFE",2016-09-12,50016457,"QUEENS",11354,"American",13,"A"
"ACADEMY RESTAURAUNT",2016-04-18,40385767,"BROOKLYN",11217,"American",11,"A"
"ACAI BERRY",2016-03-28,50046663,"BROOKLYN",11222,"Other",12,"A"
"ACAPELLA GOURMET PIZZA & RESTAURANT",2016-01-22,50017596,"BRONX",10463,"Pizza",9,"A"
"ACAPPELLA RESTAURANT",2016-08-15,40399334,"MANHATTAN",10013,"Italian",7,"A"
"ACAPULCO BAR RESTAURANT",2016-09-21,50013704,"QUEENS",11103,"Latin",29,"C"
"ACAPULCO DELI & RESTAURANT",2016-05-23,40553257,"BROOKLYN",11222,"Mexican",15,"B"
"ACCRA RESTAURANT",2016-09-14,41717742,"MANHATTAN",10027,"Other",18,"B"
"ACE BAGEL & ROLL",2015-09-14,50005377,"QUEENS",11355,"Delicatessen",10,"A"
"ACE BAR",2016-03-07,40513184,"MANHATTAN",10009,"American",7,"A"
"ACE HOT BAGEL & DELI",2015-12-30,41693861,"QUEENS",11362,"Bakery",10,"A"
"ACE LUCK",2016-02-09,50035947,"MANHATTAN",10018,"Southeast Asian (Thai, Viet, Malaysia, etc)",10,"A"
"ACE PIZZA",2016-01-13,41273072,"QUEENS",11385,"Pizza",12,"A"
"ACES NEW YORK",2016-06-24,50048858,"QUEENS",11101,"American",6,"A"
"ACEY DUCEY'S",2016-05-09,50005299,"QUEENS",11375,"American",9,"A"
"ACHILLES HEEL",2016-03-23,41708888,"BROOKLYN",11222,"American",4,"A"
"ACME BAR & GRILL",2016-03-04,40577007,"MANHATTAN",10012,"American",9,"A"
"ACOSTA RESTAURANT",2016-04-11,40915251,"MANHATTAN",10025,"Latin",8,"A"
"ACP COFFEE",2016-08-04,50048070,"MANHATTAN",10030,"Cafe/Coffee/Tea",5,"A"
"ACQUA",2016-05-23,40871070,"MANHATTAN",10025,"Italian",11,"A"
"ACQUA RESTAURANT",2016-03-08,41591488,"MANHATTAN",10038,"Italian",7,"A"
"ACQUA SANTA",2016-08-24,40735858,"BROOKLYN",11211,"Italian",9,"A"
"ACQUISTA TRATTORIA",2016-03-24,40813992,"QUEENS",11366,"Italian",12,"A"
"ACQUOLINA CATERING",2015-10-01,41381423,"MANHATTAN",10035,"Italian",2,"A"
"ACRI CAFE",2016-09-15,50043524,"BRONX",10461,"Pizza",25,"B"
"ACTION BURGER",2016-09-06,41690816,"BROOKLYN",11211,"American",11,"A"
"ACTIVE HEALTH (HERBALIFE)",2016-06-21,50018020,"STATEN ISLAND",10302,"Juice/Smoothies/Ice Cream/Yogurt",11,"A"
"ACTS III BAGELS",2016-09-22,50017930,"MANHATTAN",10030,"Bakery",27,"B"
"ACUARIO CAFE",2015-10-14,41628667,"MANHATTAN",10018,"Latin",12,"A"
"ADALYA",2016-06-07,50019021,"MANHATTAN",10003,"Mediterranean",17,"B"
"ADANA GRILL",2016-08-31,50000965,"MANHATTAN",10017,"Mediterranean",21,"B"
"ADAR LOUNGE",2016-05-13,50005293,"MANHATTAN",10029,"Other",13,"A"
"ADAYA AFRICAN AMERICAN RESTAURANT",2016-09-06,41649416,"BRONX",10457,"Other",27,"B"
"ADDEO'S RIVERDALE PIZZERIA",2016-08-25,41545589,"BRONX",10471,"Pizza",8,"A"
"ADDICTIVE WINE & TAPAS",2016-09-15,50044004,"QUEENS",11369,"Other",7,"A"
"ADELINA'S",2015-09-18,41670026,"BROOKLYN",11222,"American",13,"A"
"ADELLA",2016-07-21,50018105,"MANHATTAN",10036,"American",13,"A"
"ADIRONDACK",2015-08-13,50008750,"BROOKLYN",11218,"American",12,"A"
"ADMIRALS CLUB (CONC C)",2015-11-12,41646872,"QUEENS",11430,"American",10,"A"
"ADOBE BLUES",2016-06-02,41105947,"STATEN ISLAND",10301,"Mexican",12,"A"
"ADOM BUFFET AND RESTAURANT",2016-08-23,50047685,"BRONX",10453,"Other",26,"B"
"ADORO LEI",2016-09-12,50016265,"MANHATTAN",10013,"Pizza",23,"B"
"ADP INNOVATIONS LAB",2016-08-16,50013582,"MANHATTAN",10011,"American",12,"A"
"ADRIA HOTEL",2016-09-21,40535383,"QUEENS",11361,"American",21,"B"
"ADRIAN & ROCKY'S CATERING",2015-10-17,40723447,"QUEENS",11417,"American",10,"A"
"ADRIENNE'S PIZZA BAR",2015-11-12,41112524,"MANHATTAN",10004,"Italian",12,"A"
"ADVENTURE CAFE",2016-06-06,50038410,"MANHATTAN",10002,"Cafe/Coffee/Tea",5,"A"
"ADVENTURES AMUSEMENT PARK",2016-06-04,41318993,"BROOKLYN",11214,"American",2,"A"
"ADVENTURES AMUSEMENTS PARK",2016-06-04,41266854,"BROOKLYN",11214,"American",2,"A"
"ADYAR ANANDA BHAVAN",2016-09-22,50002620,"MANHATTAN",10022,"South Asian (Indian, Pakistani, Afghan, etc)",37,"C"
"AEGEA WEST",2016-09-21,50037937,"QUEENS",11362,"Pizza",9,"A"
"AENOS PIZZA",2016-02-13,41657280,"BRONX",10460,"Pizza",10,"A"
"AER LINGUS LOUNGE",2015-12-15,50019038,"QUEENS",11430,"American",7,"A"
"AERONUOVA",2015-12-15,41362413,"QUEENS",11430,"American",12,"A"
"AFFY'S PREMIUM GRILL",2016-07-26,50040292,"BROOKLYN",11230,"American",18,"B"
"AFGAN KEBAB AND GRILL",2016-09-13,50001677,"QUEENS",11372,"Middle Eastern",11,"A"
"AFGHAN KEBAB HOUSE",2016-09-21,50034676,"MANHATTAN",10021,"South Asian (Indian, Pakistani, Afghan, etc)",9,"A"
"AFGHAN KEBAB HOUSE #1",2016-05-18,40616799,"MANHATTAN",10019,"South Asian (Indian, Pakistani, Afghan, etc)",13,"A"
"AFGHAN KEBOB HOUSE",2016-07-18,41535706,"QUEENS",11004,"South Asian (Indian, Pakistani, Afghan, etc)",8,"A"
"AFRICA KINE",2016-07-12,50040217,"MANHATTAN",10030,"Other",8,"A"
"AFRICAN AMERICAN BEST FOOD",2016-06-24,41313211,"MANHATTAN",10037,"Other",12,"A"
"AFRICAN HOME RESTAURANT",2016-07-11,50045404,"BRONX",10453,"Other",10,"A"
"AFRICAN LAST STOP",2016-07-21,50006295,"BRONX",10469,"Other",15,"B"
"AFRICAN MARKET (BABOON CAFE)",2016-05-14,40368026,"BRONX",10460,"American",2,"A"
"AFRICANA RESTAURANT",2016-03-30,40798504,"QUEENS",11435,"Other",2,"A"
"AFTER 8",2015-10-23,41510938,"QUEENS",11103,"Other",11,"A"
"AFTERNOONES RESTAURANT & BAR",2016-06-15,50035948,"STATEN ISLAND",10301,"American",5,"A"
"AGAINST THE GRAIN",2016-06-03,41227008,"MANHATTAN",10009,"American",6,"A"
"AGAVE",2015-11-10,40868762,"MANHATTAN",10014,"Mexican",17,"B"
"AGAVE DELI GROCERY",2016-08-03,41519401,"BROOKLYN",11223,"Mexican",7,"A"
"AGAVE MEXICAN & AMERICAN GRILL",2015-11-17,50008661,"MANHATTAN",10031,"Mexican",10,"A"
"AGAVI ORGANIC JUICE BAR",2016-06-13,50032753,"MANHATTAN",10003,"Juice/Smoothies/Ice Cream/Yogurt",9,"A"
"AGED",2015-09-09,50016968,"QUEENS",11375,"American",10,"A"
"AGEHA JAPANESE FUSION",2016-09-12,41688789,"MANHATTAN",10019,"Chinese",24,"B"
"AGERN",2016-08-03,50047002,"MANHATTAN",10017,"American",9,"A"
"AGNANTI RESTAURANT",2016-03-07,40954215,"QUEENS",11105,"Mediterranean",9,"A"
"AGORA TAVERNA",2016-04-25,41566403,"QUEENS",11375,"Mediterranean",9,"A"
"AGORA TURKISH RESTAURANT",2016-02-29,50002491,"MANHATTAN",10028,"Mediterranean",5,"A"
"AGOZAR",2016-08-11,40929352,"MANHATTAN",10012,"Latin",13,"A"
"AGRA GRILL",2016-08-04,50047802,"BRONX",10467,"South Asian (Indian, Pakistani, Afghan, etc)",7,"A"
"AGRA HEIGHTS",2016-09-23,41722730,"BROOKLYN",11237,"South Asian (Indian, Pakistani, Afghan, etc)",23,"B"
"AGRA KING RESTAURANT",2016-09-15,50012743,"BROOKLYN",11234,"South Asian (Indian, Pakistani, Afghan, etc)",11,"A"
"AGRA RESTAURANT",2016-02-18,40375376,"MANHATTAN",10065,"South Asian (Indian, Pakistani, Afghan, etc)",13,"A"
"AGRA TAJ MAHAL",2016-09-01,50000634,"BROOKLYN",11222,"South Asian (Indian, Pakistani, Afghan, etc)",13,"A"
"AGUA ROJA BAR & LOUNGE",2016-04-07,41600064,"MANHATTAN",10034,"Spanish",4,"A"
"AH2 ICE TEA",2016-08-24,50001342,"QUEENS",11354,"Chinese",13,"A"
"AHANA JAPANESE FUSION CUISINE",2016-06-14,50000614,"MANHATTAN",10065,"Japanese",9,"A"
"AHIMSA",2016-02-19,50046254,"MANHATTAN",10012,"South Asian (Indian, Pakistani, Afghan, etc)",10,"A"
"AHMANI'S JUS JUICE & HEALTH KITCHEN",2016-09-06,41707474,"BROOKLYN",11226,"Juice/Smoothies/Ice Cream/Yogurt",10,"A"
"AHOME EATERY",2016-05-12,50014067,"BROOKLYN",11234,"Chinese",16,"B"
"AHUACHAPAN",2016-04-22,41598043,"QUEENS",11428,"Latin",11,"A"
"AI FIORI",2016-03-22,41540906,"MANHATTAN",10018,"Italian",8,"A"
"AIG 31ST FLOOR CAFE",2015-12-11,50007581,"MANHATTAN",10038,"American",12,"A"
"AIKO SUSHI JAPANESE RESTAURANT (JINSHU SUSHI)",2016-05-26,50002472,"MANHATTAN",10005,"Japanese",21,"B"
"AILEY BOUTIQUE",2016-04-28,41267664,"MANHATTAN",10019,"American",0,"A"
"AINSWORTH MIDTOWN",2016-07-05,50014229,"MANHATTAN",10016,"American",27,"B"
"AINSWORTH PARK",2016-06-16,41701274,"MANHATTAN",10003,"American",3,"A"
"AIR BAR, NY DELI, TIM HORTONS",2016-02-20,41572018,"QUEENS",11435,"American",10,"A"
"AIR FRANCE LOUNGE",2016-06-07,40391383,"QUEENS",11430,"French",12,"A"
"AIR INDIA LOUNGE",2016-01-06,40403419,"QUEENS",11430,"South Asian (Indian, Pakistani, Afghan, etc)",7,"A"
"AIRE ANCIENT BATHS",2016-03-25,50040407,"MANHATTAN",10013,"Juice/Smoothies/Ice Cream/Yogurt",10,"A"
"AIRPORT DELI",2016-04-01,40575338,"QUEENS",11370,"Delicatessen",9,"A"
"AIRRANG USA",2016-09-21,50053671,"QUEENS",11358,"Korean",19,"B"
"AIRSPACE LOUNGE",2016-05-05,50001735,"QUEENS",11430,"American",12,"A"
"AIRWAYS PIZZA & GYRO RESTAURANT",2015-09-15,41017916,"QUEENS",11369,"Pizza",12,"A"
"AITA RESTAURANT/MAYFLOWER",2016-01-16,41650724,"BROOKLYN",11238,"Italian",13,"A"
"Aita Trattoria",2016-08-09,50008983,"BROOKLYN",11238,"Italian",8,"A"
"AJ'S PIZZA",2016-06-23,50019036,"QUEENS",11375,"Pizza",12,"A"
"AJ PIZZERIA",2015-12-10,50016615,"BROOKLYN",11219,"Pizza",2,"A"
"AJANTA INDIA",2016-07-20,40534837,"MANHATTAN",10027,"South Asian (Indian, Pakistani, Afghan, etc)",19,"B"
"AJI ASIAN FUSION CUISINE",2016-08-03,50049883,"BROOKLYN",11217,"Japanese",6,"A"
"AJI SUSHI",2016-01-12,41428346,"MANHATTAN",10016,"Japanese",7,"A"
"AJI SUSHI HOUSE",2016-07-08,41675589,"QUEENS",11105,"Japanese",11,"A"
"AJISAI",2016-08-25,41716209,"MANHATTAN",10065,"Japanese",19,"B"
"AJISAI JAPANESE RESTAURANT",2016-06-20,41457197,"MANHATTAN",10036,"Japanese",12,"A"
"AJISEN RAMEN",2016-06-21,41605850,"MANHATTAN",10001,"Japanese",7,"A"
"AKA MY HOUSE",2016-02-25,50007717,"BROOKLYN",11235,"Middle Eastern",12,"A"
"AKA SUSHI JAPANESE RESTAURANT",2016-04-12,41004774,"STATEN ISLAND",10312,"Japanese",9,"A"
"Akami Sushi",2016-08-23,50015159,"MANHATTAN",10128,"Japanese",7,"A"
"Akaru Sushi",2016-02-09,50003771,"BROOKLYN",11237,"Japanese",13,"A"
"AKDENIZ MEDITERRANEAN CUISINE",2016-06-27,50045739,"MANHATTAN",10036,"Mediterranean",24,"B"
"AKI 39 JAPANESE CUISINE",2016-04-15,50001709,"MANHATTAN",10016,"Japanese",12,"A"
"AKI KING",2016-05-27,50038003,"MANHATTAN",10010,"Chinese",12,"A"
"AKI SUSHI",2016-06-28,50001203,"MANHATTAN",10022,"Japanese",15,"B"
"AKI SUSHI AND GRILL",2016-02-18,50044925,"MANHATTAN",10016,"Chinese",10,"A"
"AKIMOTO SUSHI",2016-06-17,41705370,"MANHATTAN",10007,"Japanese",13,"A"
"AKIN GUMP",2016-08-19,41367206,"MANHATTAN",10036,"American",6,"A"
"AKINA SUSHI",2016-07-12,50046134,"MANHATTAN",10009,"Japanese",12,"A"
"AKIRA SUSHI",2016-05-13,50046616,"MANHATTAN",10014,"Japanese",6,"A"
"AKIYAMA JAPANESE RESTAURANT",2016-01-20,40550150,"QUEENS",11356,"Japanese",12,"A"
