num_results,results,author
1,Eisaku Sato,Eisaku Sato
1,Conan O'Brien,Conan O'Brien
1,Roland Barthes,Roland Barthes
1,Fritz Haber,Fritz Haber
1,Roger Moore,Roger Moore
1,Val Kilmer,Val Kilmer
1,Jeff Bridges,Jeff Bridges
1,George Carlin,George Grenville
1,John Cage,John Cage
1,Gerald Durrell,Gerald Durrell
1,Tom Berenger,Tom Berenger
1,Lucius Quintus Cincinnatus Lamar II,Cincinnatus
1,Karl Lagerfeld,Karl Lagerfeld
1,Vernon L. Smith,Vernon L. Smith
1,David Gilmour,David Gilmour
1,Thomas Jefferson,Thomas L. Friedman
1,Amin Maalouf,Amin Maalouf
3,"King,Denmark,John","John, King of Denmark"
1,Dario Fo,Dario Fo
3,"Maharishi Mahesh Yogi,Maharishi Mahesh Yogi, (Top 10)
",Maharishi Mahesh Yogi
1,Marcel Marceau,Marcel Marceau
1,The Notorious B.I.G.,The Notorious B.I.G.
1,Eric Bana,Eric Bana
1,Princess Beatrice of York,Princess Beatrice of York
1,Gil Gerard,Gilberto Gil
1,Viktor E. Frankl,Viktor Frankl
1,Kalpana Chawla,Kalpana Chawla
2,"Dean Kamen,Alan Paton",Ilan Ramon
2,"Earl Warren,Warren E. Burger",Earl Warren
1,August Wilhelm von Schlegel,August Wilhelm von Schlegel
1,Friedrich Nietzsche,Friedrich Wilhelm Joseph Schelling
1,Hans Eysenck,Hans Eysenck
1,Prince Charles,"Arthur, Prince of Wales"
1,Marie Dressler,Marie Dressler
1,Helen Hayes,Helen Hayes
1,John Rhys-Davies,John Rhys-Davies
1,Christopher Nolan,Christopher Nolan
1,Guy Pearce,Guy Pearce
1,Burt Reynolds,Burt Reynolds
1,Liam Gallagher,Liam Gallagher
1,Arundhati Roy,Arundhati Roy
1,Joaquin Phoenix,Joaquin Phoenix
1,Cesare Lombroso,Cesare Lombroso
1,Rio Ferdinand,Rio Ferdinand
3,"Jiddu Krishnamurti,Jiddu Krishnamurti, (Top 10)
",Jiddu Krishnamurti
1,Lana Turner,Lana Turner
1,Doris Eaton Travis,Traci Lords
1,Friedrich Nietzsche,Friedrich Daniel Ernst Schleiermacher
1,Newt Gingrich,Newt Gingrich
1,Florence Griffith Joyner,Florence Griffith-Joyner
1,Emile Zola,Emile Verhaeren
1,Burt Bacharach,Burt Bacharach
1,Nadine Gordimer,Nadine Gordimer
1,Alfred Lord Tennyson,Alfred Graf von Schlieffen
3,"Simone Weil,Simone Weil, (Top 10)
",Simone Weil
4,"James M. Barrie,James M. Barrie, (Top 10)
,Ouida",James LaBrie
1,Valentino Rossi,Valentino Rossi
1,Missy Elliott,Missy Elliott
1,Mos Def,Mos Def
1,Frida Lyngstad,Anni-Frid Lyngstad
1,Pierce Brosnan,Pierce Brosnan
1,Ivan Turgenev,Ivan Turgenev
1,Luise Rainer,Luise Rainer
1,Joan Fontaine,Joan Fontaine
1,Friedrich Nietzsche,Friedrich Carl von Savigny
1,Marion Jones,Marion Jones
1,Pete Postlethwaite,Pete Postlethwaite
3,"Marcus Garvey,Marcus Garvey, (Top 10)
",Marcus Garvey
1,Eyvind Johnson,Eyvind Johnson
1,J. P. Morgan,J. P. Morgan
1,Joseph Beuys,Joseph Beuys
1,Jim Clark,Jim Clark
1,Georges Simenon,Georges Simenon
1,Marguerite Yourcenar,Marguerite Yourcenar
1,Otto Wallach,Otto Wallach
1,Severo Ochoa,Severo Ochoa
3,"Khalil Gibran,Khalil Gibran, (Top 10)
",Khalil Gibran
1,Fred Durst,Fred Durst
2,"Julius Caesar,Augustus",Gaius Caesar
3,"George Santayana,George Santayana, (Top 10)
",George Santayana
1,Lucy Liu,Lucy Liu
1,Tom Wolfe,Tom Wolfe
1,Ray Manzarek,Ray Manzarek
1,Kathleen Turner,Kathleen Turner
2,"George Carlin,George Herbert","George Herbert, 5th Earl of Carnarvon"
1,Chris Tucker,Chris Tucker
1,Mikhail Bakunin,Mikhail Tal
3,"Sally Ride,Sally Ride, (Top 10)
",Sally Ride
1,Ja Rule,Ja Rule
1,Ken Wilber,Ken Wilber
1,Adelbert von Chamisso,Adelbert von Chamisso
1,Anders Zorn,Anders Zorn
1,Jane Wyman,Jane Wyman
3,"Loretta Young,Loretta Young, (Top 10)
",Loretta Young
1,Nas,Nas
3,"John F. Kennedy,John F. Kennedy, (Top 10)
",John F. Kennedy
1,Joseph Pulitzer,Joseph Pulitzer
1,Samuel Hahnemann,Samuel Hahnemann
1,Heinz Guderian,Heinz Guderian
7,"Joseph R. McCarthy,Joseph Wambaugh,Joseph Barber Lightfoot,Joseph A. Schumpeter,Joseph Monninger,Joseph C. Lincoln,Joseph C. Wilson",Joseph
1,Carole King,Carole King
1,Pete Conrad,Pete Conrad
1,Seneca,Seneca the Elder
1,Mikhail Lermontov,Mikhail Lermontov
1,Ellen Burstyn,Ellen Burstyn
1,Rajneesh,Rajneesh
1,David Bohm,David Bohm
1,Busta Rhymes,Busta Rhymes
1,Steve Fossett,Steve Fossett
1,Robin Cook,Robin Cook
1,Anne Baxter,Anne Baxter
1,Don Rickles,Don Rickles
1,Shelley Winters,Shelley Winters
1,Scott Pelley,Apelles
1,Max Beckmann,Max Beckmann
1,George Grosz,George Grosz
1,Hermann Weyl,Hermann Weyl
1,Harry Belafonte,Harry Belafonte
1,George Carlin,George I of Greece
1,Giacomo Meyerbeer,Giacomo Meyerbeer
1,Demi Moore,Demi Moore
1,Nikolaas Tinbergen,Nikolaas Tinbergen
1,Karl von Frisch,Karl von Frisch
1,David Sylvian,Batu Khan
1,Tim Allen,Tim Allen
1,Alberto Sordi,Alberto Sordi
1,Jeb Bush,Jeb Bush
1,Chaim Weizmann,Chaim Weizmann
1,Norman Mailer,Norman Mailer
1,Richard Dooling,Patrick Moore
1,Omar Sharif,Omar Sharif
2,"Karl,Von",Karl Wilhelm Friedrich von Schlegel
1,Anna Magnani,Anna Magnani
1,Gao Xingjian,Gao Xingjian
1,Gloria Macapagal-Arroyo,Gloria Macapagal-Arroyo
2,"Alexander Pope,Pope Shenouda III",Pope Shenouda III of Alexandria
1,Natalie Imbruglia,Natalie Imbruglia
1,William Friedkin,William Friedkin
1,Michael Servetus,Michael Servetus
6,"Sarah Palin,Sarah Waters,Sarah J. Maas,Sarah Hughes,Sarah Baker,Sarah Pinborough",Sarah
1,Friedrich Nietzsche,Johann Friedrich Herbart
1,Ernest Renan,Ernest Renan
2,"John Williams,John Sharp Williams",John Williams
1,Louis Adolphe Thiers,Adolphe Thiers
1,Jens Stoltenberg,Jens Stoltenberg
1,Valentina Tereshkova,Valentina Tereshkova
1,Bertil Ohlin,Bertil Ohlin
1,Aristide Briand,Aristide Briand
1,George Akerlof,George Akerlof
1,Joe Pantoliano,Joe Pantoliano
1,Joss Whedon,Joss Whedon
1,"Martin Luther King, Jr.",Martin Niemöller
1,"Cuba Gooding, Jr.","Cuba Gooding, Jr."
1,Bryan Adams,Bryan Adams
1,Gherman Titov,Gherman Titov
1,Masatoshi Koshiba,Masatoshi Koshiba
1,Jean Simmons,Jean Simmons
2,"Arash Ferdowsi,Ferdowsi",Ferdowsi
1,Gustav Stresemann,Gustav Stresemann
1,Benazir Bhutto,Benazir Bhutto
1,Maximilian Schell,Maximilian I of Mexico
1,Joanne Woodward,Joanne Woodward
1,Melina Mercouri,Melina Mercouri
1,An Na,Anna Pavlovna of Russia
1,Raymond Carver,Raymond Carver
1,Chad Lowe,Than Shwe
1,Thomas Jefferson,Thomas Muentzer
1,Svetlana Alliluyeva,Svetlana Alliluyeva
1,Margaret Thatcher,Margaret the Virgin
1,George Carlin,George Carlin
2,"Scotland,Saint",Saint Margaret of Scotland
1,Noel Gallagher,Noel Gallagher
1,Harper Lee,Harper Lee
1,Richard Dreyfuss,Richard Dreyfuss
1,Boethius,Anicius Manlius Severinus Boethius
1,Baron d'Holbach,Baron d'Holbach
1,Beck,Ludwig Beck
1,Konstantin Tsiolkovsky,Konstantin von Neurath
1,Alija Izetbegovic,Alija Izetbegović
1,Zara Phillips,Zara Phillips
7,"Cozy,Yogi,Doze,Loki,Otis,Bon Jovi,Joni Mitchell",Mozi
1,Óscar Arias,Óscar Arias
1,Julie Kavner,Julie Kavner
2,"Sir,John",Sir John Richard Hicks
5,"Muhammad Ali,Salvador Dali,Salvador Dali, (Top 10)
,Natasha Calis",Ali Daei
1,Mencius,Mencius
1,George Canning,George Canning
1,Rachel Corrie,Rachel Corrie
1,B. R. Ambedkar,B. R. Ambedkar
1,Ferdinand Lassalle,Ferdinand Lassalle
1,Lillian Gish,Lillian Gish
1,Petula Clark,Petula Clark
1,Prince,"Hans-Adam II, Prince of Liechtenstein"
1,Romano Prodi,Romano Prodi
1,Martina Navratilova,Martina Navratilova
1,Wilhelm Reich,Wilhelm Reich
1,Malcolm McDowell,Malcolm McDowell
1,Henry Campbell-Bannerman,Henry Campbell-Bannerman
1,Mark Knopfler,Mark Knopfler
3,"Michael W. Smith,Cory Michael Smith,Michael Smith",Michael Smith
1,Wayne Rooney,Wayne Rooney
1,Igor Sikorsky,Igor Sikorsky
1,John Barry,John Barry
1,Cynthia Nixon,Cynthia Nixon
1,Hippolyte Taine,Hippolyte Taine
1,Bettie Page,Bettie Page
1,Eliphas Levi,Eliphas Levi
2,"Erykah Badu,Ali ibn Abi Talib",Ibn Arabi
1,Albert Einstein,Albert Kesselring
1,Don Johnson,Don Johnson
3,"Annie Besant,Annie Besant, (Top 10)
",Annie Besant
1,Alexander the Great,Alexander IV of Macedon
1,Paul Bettany,Paul Bettany
1,Alan Arkin,Alan Arkin
1,Fritz Todt,Fritz Todt
2,"William Tecumseh Sherman,Tecumseh",Tecumseh
1,Otto Weininger,Otto Weininger
1,Boris Becker,Boris Becker
1,William Booth,William Booth
1,Charles Barkley,Charles Barkley
1,Carl Zeiss,Carl Zeiss
1,Ice Cube,Ice Cube
1,Beck,Beck Hansen
1,Jack Kevorkian,Jack Kevorkian
1,Richard E. Byrd,Richard Evelyn Byrd
1,Celine Dion,Celine Dion
1,Ben Browder,Ben Browder
1,Ryan O'Neal,Ryan O'Neal
1,Michael Jordan,Abdullah I of Jordan
1,Franz Werfel,Franz Werfel
1,Christoph Martin Wieland,Christoph Martin Wieland
1,Christina Hoff Sommers,Christian Wolff
1,Hafez,Hafez
1,Oskar Kokoschka,Oskar Kokoschka
1,Subhash Chandra,Subhash Chandra Bose
1,Kim Basinger,Kim Basinger
1,Nelson Piquet,Nelson Piquet
1,Matthew Perry,Matthew Perry
1,Theodor Svedberg,Theodor Svedberg
3,"Michael Owen,Mike Johanns,Michael Owen Bruce",Michael Owen
2,"Ian K. Smith,Ian Smith",Ian Smith
3,"Alan Greenspan,Alan Greenspan, (Top 10)
",Alan Greenspan
1,James Cronin,James Cronin
1,James Fenimore Cooper,James Fenimore Cooper
1,George Carlin,George Biddell Airy
1,Friedrich Nietzsche,Friedrich Georg Wilhelm von Struve
1,Jay-Z,Jay-Z
1,Oliver E. Williamson,Oliver E. Williamson
1,Viggo Mortensen,Viggo Mortensen
1,Colin Farrell,Colin Farrell
1,Geraldine Page,Geraldine Page
1,Anna Freud,Anna Freud
1,Twiggy,Twiggy
1,will.i.am,William Stanley Jevons
1,Muhammad Ali,Ali Hassan al-Majid
1,Lucian Freud,Lucian Freud
1,Albert Einstein,Albert Lebrun
1,Marty Robbins,David Robinson
1,Keith Jarrett,Keith Jarrett
1,Harry Harrison,Harry Harrison
1,Daniel Barenboim,Daniel Barenboim
1,Henry Fuseli,Henry Fuseli
1,Jacqueline Winspear,Jacqueline du Pré
1,Etta James,Etta James
1,Charles Bronson,Charles Bronson
2,"Neil Diamond,Dustin Diamond",Neil Diamond
1,Reba McEntire,Reba McEntire
1,Georges Bataille,Georges Bataille
1,Wes Montgomery,Wes Montgomery
1,Pieter Zeeman,Pieter Zeeman
1,Gustave Courbet,Gustave Courbet
1,Jean Ingelow,Nicolas Jean de Dieu Soult
1,Julian Barnes,Julian Barnes
2,"Philo,Phoebe Philo",Philo
1,Patricia Neal,Patricia Neal
1,Edward James Olmos,Edward James Olmos
1,Evangelista Torricelli,Evangelista Torricelli
1,Bette Midler,Bette Midler
1,Samuel Adams,Samuel Adams
1,Wynton Marsalis,Wynton Marsalis
1,John Fowles,John Fowles
2,"Edie Falco,Randy Falco",Falco
2,"Charles,Gordon",Charles George Gordon
1,Harri Holkeri,Harri Holkeri
1,Lenny Kravitz,Lenny Kravitz
1,Boutros Boutros-Ghali,Boutros Boutros-Ghali
1,Klaus Kinski,Klaus Kinski
4,"Warren Buffett,Warren Buffett, (Top 10)
,Howard Warren Buffett",Warren Buffett
2,"Crown,Austria",Crown Prince Rudolf of Austria
1,Reinhard Selten,Reinhard Selten
1,John Mayer,John Mayer
4,"Richard Branson,Rick Wagoner,Richard Chamberlain,George Richards Minot",Richard Sorge
1,Bret Easton Ellis,Bret Easton Ellis
2,"Gabriel,Stokes",George Gabriel Stokes
1,Anthony Perkins,Anthony Perkins
1,Mia Farrow,Mia Farrow
1,Wen Jiabao,Wen Jiabao
1,James Baker,James Baker
1,Joseph de Maistre,Joseph de Maistre
1,Gary Oldman,Gary Oldman
1,Alexander Calder,Alexander Calder
1,Willem Dafoe,Willem Dafoe
1,Patricia Arquette,Patricia Arquette
1,Wong Kar-wai,Wong Kar-wai
1,Diane Keaton,Diane Keaton
2,"Frederick,Prussia",Frederick William II of Prussia
1,Alexander the Great,Alexander Radishchev
1,"Robert Downey, Jr.",Robert Downey Jr.
1,Nina Simone,Nina Simone
1,Lynn Redgrave,Lynn Redgrave
1,Chief Seattle,Chief Seattle
1,Michel Patini,Michel Platini
1,John Surtees,John Surtees
1,Novalis,Novalis
1,Bernard Katz,Bernard Katz
1,Antonin Artaud,Antonin Artaud
2,"Usher,Jessie Usher",Usher
6,"Daniel H. Pink,Steven Pinker,Steven Pinker, (Top 10)
,Pink,Ariel Pink",Pink
1,Ali Abdullah Saleh,Ali Abdullah Saleh
1,Terence Stamp,Terence Stamp
1,LeAnn Rimes,LeAnn Rimes
1,Leelee Sobieski,Leelee Sobieski
8,"Zoe Sugg,Zoe Kravitz,Zoe Saldana,Rachel Zoe,Zoe Kazan,Zoe Wanamaker,Zoe Tapper,Zoe Lofgren",Zoe
1,Eva Marie Saint,Eva Marie Saint
2,"Amar'e Stoudemire,Amar'e Stoudemire",Amare Stoudemire
1,Peter Fonda,Peter Fonda
1,Lady Bird Johnson,Lady Bird Johnson
1,Ron Wood,Ron Wood
1,Friedrich Nietzsche,Friedrich Gottlieb Klopstock
1,Layne Staley,Layne Staley
1,Paul Samuelson,Paul Samuelson
1,Peter Mandelson,Peter Mandelson
1,Moshe Sharett,Moshe Sharett
6,"Gucci Mane,Stanley Tucci,Susan Lucci,Inga Muscio,Lucio Tan,Emilio Pucci",Duccio
1,Kerry King,Kerry King
1,Alfred Lord Tennyson,Alfred Brehm
1,Daniel Libeskind,Daniel Libeskind
1,Sukarno,Sukarno
1,Minnie Driver,Minnie Driver
1,Yves Klein,Yves Klein
1,Robert Kennedy,Robert F. Kennedy
1,Kate Hudson,Kate Hudson
1,Linda McCartney,Linda McCartney
1,Gus Van Sant,Gus Van Sant
1,Haley Joel Osment,Haley Joel Osment
1,George Carlin,George Davis Snell
1,John Quincy Adams,John Quincy Adams
1,Thierry Henry,Thierry Henry
1,Takeshi Kitano,Takeshi Kitano
1,Aubrey Beardsley,Aubrey Beardsley
3,"Frederick,III,Prussia",Frederick William III of Prussia
1,Cory Doctorow,Cory Doctorow
1,Tadao Ando,Tadao Ando
6,"John Adams,John Adams, (Top 10)
,John Quincy Adams,Jack Adams,John Joseph Adams",John Adams
1,Christian Lous Lange,Christian Lous Lange
3,"Lord,North,Frederick","Frederick North, Lord North"
1,Rod Laver,Rod Laver
1,Alexander Scriabin,Alexander Scriabin
1,Kevin Kline,Kevin Kline
1,Geronimo,Geronimo
1,Tim Duncan,Tim Duncan
1,A. R. Rahman,A. R. Rahman
1,Chris Cornell,Chris Cornell
1,Rob Lowe,Rob Lowe
1,Chris Evert,Chris Evert
1,Lata Mangeshkar,Lata Mangeshkar
1,Diogenes,Diogenes Apolloniates
2,"Ishmael Beah,Ishmael Reed",Ishmael
1,Olga Korbut,Olga Korbut
1,Hidetoshi Nakata,Hidetoshi Nakata
1,Jim Jones,Jim Jones
1,Rahm Emanuel,Rahm Emanuel
1,Xenophanes,Xenophanes
1,Ian Anderson,Ian Anderson
1,Emanuel Swedenborg,Emanuel Swedenborg
1,Iman,Iman Abdulmajid
1,Darren Aronofsky,Darren Aronofsky
1,Eric Schmidt,Eric E. Schmidt
1,David Baltimore,David Baltimore
1,Louise Fletcher,Louise Fletcher
1,Ann-Margret,Ann-Margret
1,Steve Buscemi,Steve Buscemi
1,Mohammed VI of Morocco,Mohammed VI of Morocco
1,John Frusciante,John Frusciante
1,Guido van Rossum,Guido van Rossum
1,Walter Benjamin,Walter Benjamin
7,"Aung San Suu Kyi, (Top 10)
,Dan Stevens,Steven Van Zandt,Sharon Van Etten,Connie Stevens,Ricky Van Veen",Jan Steen
1,Arthur Seyss-Inquart,Arthur Seyss-Inquart
1,Robert Bosch,Robert Bosch
1,Luciano Pavarotti,Luciano Pavarotti
1,Nigel Mansell,Nigel Mansell
1,Susan Hayward,Susan Hayward
1,Rudolf Christoph Eucken,Rudolf Christoph Eucken
1,Eleanor Roosevelt,Eleanor of Provence
1,Martin Buber,Martin Buber
1,David Trimble,David Trimble
3,"Christopher Hitchens,Christopher Hitchens, (Top 10)
",Christopher Hitchens
1,J. J. Field,John Field
3,"Haruki Murakami,Haruki Murakami, (Top 10)
",Haruki Murakami
1,Karl Barth,Karl Barth
3,"Ludwig Mies van der Rohe,Michael Bay,Keegan-Michael Key",Michel Ney
1,Elio Di Rupo,Elio Di Rupo
5,"Nancy Reagan,Patti Davis,David Heyman,David Denman,David Lehman",David Seaman
1,Ayub Khan,Ayub Khan
1,Laurie Holden,Laurie Holden
1,Helen Mirren,Helen Mirren
1,Charles Francis Richter,Charles Francis Richter
1,Jimmy Greaves,Jimmy Greaves
3,"Jean Baudrillard,Jean Baudrillard, (Top 10)
",Jean Baudrillard
1,Vincente Minnelli,Vincente Minnelli
3,"Giacomo Casanova,Giacomo Casanova, (Top 10)
",Giacomo Casanova
1,Tenzing Norgay,Tenzing Norgay
1,Cathy Freeman,Salome
1,Giuseppe Tomasi di Lampedusa,Giuseppe Tomasi di Lampedusa
1,Michael Stipe,Michael Stipe
3,"Mitch McConnell,Mitch Daniels,Mitch Miller",Mitch Mitchell
1,Mahmoud Abbas,Mahmoud Abbas
2,"Robert,Cecil","Robert Cecil, 3rd Marquess of Salisbury"
1,Henry Addington,"Henry Addington, 1st Viscount Sidmouth"
1,Norah Jones,Norah Jones
3,"Carl Jung,Carl Jung, (Top 10)
",Mungo Park
1,will.i.am,"William Wyndham Grenville, 1st Baron Grenville"
2,"Portland,Duke","William Cavendish-Bentinck, 3rd Duke of Portland"
1,Rocky Marciano,Rocky Marciano
1,Maurice Wilkins,Maurice Wilkins
1,Jostein Gaarder,Jostein Gaarder
2,"will.i.am,William Cavendish","William Cavendish, 4th Duke of Devonshire"
1,Diogenes,Diogenes of Sinope
1,Charlie Watts,Charlie Watts
1,Richard Branson,Richard Trevithick
1,Sam Mendes,Sam Mendes
4,"Good Day,Good And Bad,Bad Mood,Max",Max Brod
1,James Joseph Sylvester,James Joseph Sylvester
1,Gabriel Byrne,Gabriel Byrne
1,Claudia Cardinale,Claudia Cardinale
1,Bridget Fonda,Bridget Fonda
1,Michael Keaton,Michael Keaton
1,Maureen O'Hara,Maureen O'Hara
1,Judy Holliday,Judy Holliday
1,Jada Pinkett Smith,Jada Pinkett Smith
2,"Albert Einstein,Prince","Albert II, Prince of Monaco"
1,Farrah Fawcett,Farrah Fawcett
1,Marcus Terentius Varro,Marcus Terentius Varro
1,Romain Rolland,Romain Rolland
1,Roderick MacKinnon,Roderick MacKinnon
1,George Takei,George Takei
1,Carl Spitteler,Carl Spitteler
1,Mahavira,Mahavira
2,"Frederick,Prussia",Frederick William IV of Prussia
1,Friedrich Nietzsche,Friedrich Mohs
1,Alfred Lord Tennyson,Alfred von Tirpitz
1,Charles Fourier,Charles Fourier
1,Albert Bandura,Albert Bandura
1,Shirley Booth,Shirley Booth
1,Emile Zola,Emile Berliner
1,Claudius,Appius Claudius Caecus
1,Leopold Von Ranke,Leopold von Ranke
1,J. L. Austin,J. L. Austin
1,Patrick Ewing,Patrick Ewing
1,Joe Mantegna,Joe Mantegna
1,Alfred Lord Tennyson,Alfred Hugenberg
1,Alexander Pope,Pope John XIX
1,Lawrence R. Klein,Lawrence Klein
3,"Peter Drucker,Peter Drucker, (Top 10)
",Peter Drucker
1,Ronald Ross,Ronald Ross
1,Charles Louis Alphonse Laveran,Charles Louis Alphonse Laveran
1,John Hannah,John Hannah
1,Fernando Alonso,Fernando Alonso
1,James Cromwell,James Cromwell
1,Albert Einstein,Albert Szent-Györgyi
1,Trygve Lie,Trygve Lie
1,Jason Newsted,Jason Newsted
1,Otto Heinrich Warburg,Otto Heinrich Warburg
1,Paul Wolfowitz,Paul Wolfowitz
1,Christiaan Rudolf de Wet,Christiaan Eijkman
1,LeBron James,LeBron James
1,Bernadette Peters,Bernadette Soubirous
1,Ian Wright,Ian Wright
1,Erik Larson,Henrik Larsson
1,Yao Ming,Yao Ming
1,Rosalynn Carter,Rosalynn Carter
3,"Nguyen Cao Ky,Cao Yu,Cao Cao",Cao Cao
1,Stephen Harper,Stephen Harper
1,Giorgio de Chirico,Giorgio de Chirico
1,Emerson Fittipaldi,Emerson Fittipaldi
1,Annie Lennox,Annie Lennox
1,Emma Bunton,Emma Bunton
1,Curtis Jackson,50 Cent
14,"Woodrow Wilson, (Top 10)
,Milton Friedman, (Top 10)
,John Milton, (Top 10)
,E. O. Wilson, (Top 10)
,Robert Anton Wilson, (Top 10)
,Charles Caleb Colton, (Top 10)
,Wilson Mizner, (Top 10)
",Milton Obote
1,Jon Lord,Jon Lord
1,Thomas Jefferson,Thomas Klestil
1,Friedrich Ebert,Friedrich Ebert
1,Cheech Marin,Cheech Marin
1,Larry Bird,Siad Barre
1,Grant Wood,Grant Wood
1,Paul Celan,Paul Celan
1,Debra Winger,Debra Winger
8,"Rufus Wainwright,Rufus Sewell,Li Shufu,Rufus King,James Agee,Du Fu,Rufus Jones,Rufus Choate",Khufu
1,Moshe Katsav,Moshe Katsav
1,Lara Flynn Boyle,Lara Flynn Boyle
1,Henry Timrod,Nimrod
1,Alexander Pope,Pope John IV
1,Alvaro Uribe,Álvaro Uribe
1,Alexander Pope,Pope John V
1,Julianne Moore,Julianne Moore
1,Albrecht Kossel,Albrecht Kossel
1,Shu Qi,Zhu Xi
1,Margaret Smith Court,Margaret Smith Court
1,Franz von Papen,Franz von Papen
1,will.i.am,John William Waterhouse
1,Frits Zernike,Frits Zernike
1,Josh Hartnett,Josh Hartnett
1,Josh Groban,Josh Groban
1,Ban Ki-moon,Cao Pi
5,"Jello Biafra,Julia Stiles,Safra A. Catz,John O'Hara,Jeff Shaara",Khafra
1,Carrie-Anne Moss,Carrie-Anne Moss
1,Willard Libby,Willard Libby
1,Damon Hill,Graham Hill
1,Kobe Bryant,Kobe Bryant
1,Vincent Cassel,Vincent Cassel
8,"Denis Waitley,Claire Denis,Denis McDonough,Denis O'Hare,Denis Kearney,Denis Thatcher,Denis Dutton,Denis Healey",Denis
7,"Levi Strauss,Zachary Levi,Levi Miller,Primo Levi,Edward Levi,Levi Woodbury,Eliphas Levi",Levi
1,Stirling Moss,Stirling Moss
1,Ryan Phillippe,Ryan Phillippe
1,Augustus,Augustus II the Strong
2,"Poland,III",Augustus III of Poland
1,"Freddie Prinze, Jr.","Freddie Prinze, Jr."
1,Willie Aames,Willis Lamb
1,Dominic Monaghan,Dominic Monaghan
1,Tommy Lee Jones,Tommy Lee Jones
1,Gerald Edelman,Gerald Edelman
1,Herbert Spencer,Herbert Spencer
1,Mother Jones,Mother Jones
1,Matthew Broderick,Matthew Broderick
1,Keira Knightley,Keira Knightley
1,Friedrich Nietzsche,Johann Christoph Friedrich Bach
1,Billy Connolly,Billy Connolly
1,Richard Rorty,Richard Rorty
1,Emil Cioran,Emil Cioran
7,"John Cena,John Glenn,Aphra Behn,John Dean,John Hanning Speke,Didi Conn,Shelley Conn",John Venn
1,Georges Pompidou,Georges Pompidou
1,Juan Rulfo,Juan Rulfo
1,Zahi Hawass,Zahi Hawass
1,Chen-Ning Yang,Chen Ning Yang
1,Adolf Galland,Adolf Galland
1,Sade Adu,Sade Adu
1,Tiberius,Tiberius II Constantine
1,Bernardo Houssay,Bernardo Houssay
2,"Betty Ford,Lori Petty",Gerty Cori
1,Yuan T. Lee,Yuan T. Lee
1,James Belushi,Jim Belushi
1,Alexander the Great,"Alexander, Byzantine Emperor"
1,Steven Weinberg,Steven Weinberg
3,"Dale Carnegie,Dale Carnegie, (Top 10)
",Dale Carnegie
1,Miguel,Miguel of Portugal
1,Mary Pickford,Mary I of Portugal
1,Alexander the Great,Alexander Glazunov
1,Josephine Baker,Josephine Baker
2,"Jones,Alan",Alan Jones
1,Jaromir Jagr,Jaromir Jagr
1,James Van Allen,James Van Allen
5,"Jackie Stewart,Chung Mong-joon,John Lloyd Young,John Byng,John Young",John Myung
1,Bruce Dickinson,Bruce Dickinson
1,Thomas Jefferson,Thomas Tallis
1,Jim Varney,Jim Varney
1,Cyndi Lauper,Klaus Mann
1,Aaron Sorkin,Aaron Sorkin
1,Wilt Chamberlain,Wilt Chamberlain
1,Christopher Lloyd,Christopher Lloyd
1,Carlo Azeglio Ciampi,Carlo Azeglio Ciampi
1,Geri Halliwell,Geri Halliwell
1,Ismail Kadare,Ismail Kadare
1,Leo Baekeland,Leo Baekeland
1,Lee De Forest,Lee De Forest
1,Hakeem Olajuwon,Hakeem Olajuwon
1,Katarina Witt,Katarina Witt
1,Apollonius of Tyana,Apollonius of Perga
1,Jennifer Hudson,Jennifer Hudson
2,"Carlo Goldoni,Greg Giraldo",Rivaldo
1,Anne Bancroft,Anne Bancroft
1,Henning Mankell,Henning Mankell
1,Big Boi,Liu Bei
1,Maximilian Schell,Maximilian II of Bavaria
1,Priscilla Presley,Priscilla Presley
1,Enda Kenny,Enda Kenny
1,Kelly Rowland,Kelly Rowland
1,Macaulay Culkin,Macaulay Culkin
1,Mary J. Blige,Mary J. Blige
1,Franz Boas,BoA
1,Bernie Mac,Bernie Mac
1,Robert Solow,Robert Solow
1,Kim Newman,Tim Henman
6,"Roxane Gay,Bojana Novakovic,Oxana Chusovitina,Javier Solana,Pope Gregory VII,Valerie Solanas",Roxana
1,will.i.am,William John Macquorn Rankine
1,Arthur Adamov,Arthur Adamov
1,Marisa Tomei,Marisa Tomei
1,Roger Federer,Roger Federer
1,Melanie Chisholm,Melanie Chisholm
1,Jamie Oliver,Jamie Oliver
1,Melanie Brown,Melanie Brown
1,Chinua Achebe,Chinua Achebe
1,Richard Dean Anderson,Richard Dean Anderson
1,Joseph Brodsky,Joseph Brodsky
1,Alejandro Jodorowsky,Alejandro Jodorowsky
1,Kim Clijsters,Kim Clijsters
1,Ernesto Teodoro Moneta,Ernesto Teodoro Moneta
6,"Tawakkol Karman,John Marshall Harlan,Ellen Barkin,Jane Harman,Tom Harkin,Bliss Carman",Tarkan
1,Claire Danes,Claire Danes
1,Stephen Hawking,Stephen III of Moldavia
1,Kenny Rogers,Kenny Rogers
1,Nora Ephron,Nora Ephron
1,Isaiah Thomas,Isiah Thomas
1,Jeremy Clarkson,Jeremy Clarkson
2,"James Horner,Jim Horning",James Horner
2,"Crown,Japan","Naruhito, Crown Prince of Japan"
6,"Jesse Jackson,Jesse L. Martin,Jesse Helms,Jesse James Garrett,Jesse Johnson,Jesse James",Jesse
