"","Category","name","member","Location","FoundedDate","Group.reviews","Past.Meetups","Upcoming.Meetups","UpcommingEventName","UpcommingEventGoing","UpcommingEventDate","UpcommingEventTime","url","U_e_wd","U_temp_time"
"690","LGBTQ","Gay Planeswalkers NYC",295,"New York, NY",2015-11-05,NA,12,1,"Play Gay Magic the Gathering - Freestyle Multiplayer",10,2016-11-16,"07:00 PM","https://www.meetup.com/Gay-Planeswalkers-NYC/","Wed","19:00:00"
"691","LGBTQ","Queer Readings: Queer Play Reading Group",86,"Brooklyn, NY",2016-10-12,1,1,1,"Queer Readings: THE NANCE by Douglas Carter Beane",3,2016-12-02,"07:00 PM","https://www.meetup.com/Queer-Readings-Queer-Play-Reading-Group/","Fri","19:00:00"
"692","LGBTQ","A Different Kind of Ladies' Night - NYC",4655,"New York, NY",2008-02-27,114,192,1,"HOT Turkey! Thanksiving Eve Party",33,2016-11-23,"09:00 PM","https://www.meetup.com/adifferentkindofladiesnightnyc/","Wed","21:00:00"
"693","LGBTQ","New York Gay Spanish- Latin Culture Group",99,"New York, NY",2016-08-22,1,1,2,"Peruvian Expats to Discuss Peru (2 to 3 guest speakers)",9,2016-12-04,"04:00 PM","https://www.meetup.com/New-York-Gay-Social-Networking-Meetup/","Sun","16:00:00"
"694","LGBTQ","Sketchy Saturdays",103,"New York, NY",2016-10-12,NA,4,9,"Sketchy Saturdays",1,2016-11-12,"06:00 PM","https://www.meetup.com/Sketchy-Saturdays/","Sat","18:00:00"
"695","LGBTQ","In The Company of Men: NYC Gay Men's Life Coaching Group",1670,"New York, NY",2009-11-22,14,44,1,"Relationship-oriented guys Meetup",10,2016-11-13,"07:00 PM","https://www.meetup.com/In-The-Company-of-Men/","Sun","19:00:00"
"696","LGBTQ","NYC Gay Men's Wine Dinner Group",1105,"New York, NY",2015-05-21,6,19,1,"The Balkans",10,2016-11-14,"06:30 PM","https://www.meetup.com/NYC-Gay-Mens-Wine-Dinner-Group/","Mon","18:30:00"
"697","LGBTQ","NYC Gay Introverts",821,"New York, NY",2016-06-10,1,4,1,"Glow Zone at Sky Zone Trampoline Park New Rochelle!",3,2016-11-11,"08:45 PM","https://www.meetup.com/NYC-Gay-Introverts/","Fri","20:45:00"
"698","LGBTQ","Identity House New York City",878,"New York, NY",2011-02-23,3,911,30,"Weekly Walk-In Center Peer Counseling",2,2016-11-12,"06:00 PM","https://www.meetup.com/IdentityHouse/","Sat","18:00:00"
"699","LGBTQ","Gay Asian Pacific Islander Men of New York (GAPIMNY)",216,"New York, NY",2014-06-06,NA,98,13,"GAPIMNY Elixir Happy Hour",1,2016-11-11,"07:00 PM","https://www.meetup.com/Gay-Asian-Pacific-Islander-Men-of-New-York-GAPIMNY/","Fri","19:00:00"
"700","LGBTQ","Lesbian Foodies Exploring NYC",175,"New York, NY",2016-09-15,NA,1,2,"location tbd",1,2016-12-17,"11:00 AM","https://www.meetup.com/Lesbian-Foodies-Exploring-NYC-Meetup/","Sat","11:00:00"
"701","LGBTQ","New York Lezervations / LBTQ Networking",79,"New York, NY",2016-10-21,NA,0,1,"Lezervations NYC?îVolume I",8,2016-03-16,"06:30 PM","https://www.meetup.com/New-York-Lezervations/","Thu","18:30:00"
"702","LGBTQ","Prix Fixe Gentlemen",124,"New York, NY",2016-08-03,NA,15,10,"Join us this Wednesday at Prix Fixe Gentlemen, October 19th .",2,2016-11-16,"01:00 PM","https://www.meetup.com/Prix-Fixe-Gentlemen/","Wed","13:00:00"
"703","LGBTQ","Tantra for Gay Men - New York",154,"New York, NY",2016-06-23,NA,0,1,"1st Tantra4GayMen Festival USA",6,2016-08-08,"07:00 PM","https://www.meetup.com/Tantra-for-Gay-Men-New-York/","Tue","19:00:00"
"704","LGBTQ","Rainbow Tango. LGBT singles, couples & friends",1934,"New York, NY",2009-06-21,4,700,7,"FREE Open House",5,2016-11-17,"07:15 PM","https://www.meetup.com/Rainbow-Tango-the-first-group-for-LGBT-Tango-dan/","Thu","19:15:00"
"705","LGBTQ","NYC Gay Vegan Singles Dinner Party Group",274,"New York, NY",2012-11-25,9,34,1,"TBD",3,2016-11-16,"07:00 PM","https://www.meetup.com/NYC-Gay-Vegan-Singles-Dinner-Party-Group/","Wed","19:00:00"
"706","LGBTQ","Lesbians in the NYC Financial District",219,"New York, NY",2015-07-21,NA,8,6,"Say hi to each other~",3,2016-11-30,"06:00 PM","https://www.meetup.com/Lesbians-in-the-NYC-Financial-District/","Wed","18:00:00"
"707","LGBTQ","LGBT Karaoke Group",341,"New York, NY",2016-06-23,1,3,1,"Group Karaoke in Private Room",4,2016-11-18,"07:00 PM","https://www.meetup.com/LGBT-Karaoke-Group/","Fri","19:00:00"
"708","LGBTQ","NY Gay Dads",51,"New York, NY",2016-08-10,NA,2,1,"First Friday Meeting ??Topic: HANDLING REBELLIOUS CHILDREN",2,2016-12-02,"08:00 PM","https://www.meetup.com/New-York-Gay-Bi-Dads-Meetup/","Fri","20:00:00"
"709","LGBTQ","Trans*Figure's Queer and Trans Clothing Swap",68,"New York, NY",2016-08-21,NA,1,2,"Women on Fire Premier",5,2016-11-15,"07:30 PM","https://www.meetup.com/trans8figure/","Tue","19:30:00"
"710","LGBTQ","Aleinu, The 20s30s Group at Congregation Beit Simchat Torah",171,"New York, NY",2015-02-04,NA,14,1,"Havdalah Hangout: November Edition",3,2016-11-12,"07:30 PM","https://www.meetup.com/CBSTAleinu/","Sat","19:30:00"
"711","LGBTQ","NYC Village Contra - Gender Role Free Contra Dance Meetup",330,"New York, NY",2015-03-22,1,20,3,"Let's meetup and contra dance.",4,2016-11-11,"07:00 PM","https://www.meetup.com/NYC-Village-Contra-Gender-Role-Free-Contra-Dance-Meetup/","Fri","19:00:00"
"712","LGBTQ","OutCycling",361,"New York, NY",2016-05-23,1,12,1,"Dyker Lights Holiday Light Spectacular",2,2016-12-03,"02:00 PM","https://www.meetup.com/meetup-group-tshHzlqW/","Sat","14:00:00"
"713","LGBTQ","New York LGBT Francophone Culture Meetup",37,"New York, NY",2016-09-07,NA,5,14,"Venez, asseyez-vous. Nous allons causer en fran√ßais ""en famille.""",1,2016-11-18,"06:00 PM","https://www.meetup.com/New-York-LGBT-Francophone-Culture-Meetup/","Fri","18:00:00"
"714","LGBTQ","LesBiQueer West Indian and Caribbean Women",33,"New York, NY",2016-09-21,NA,3,1,"Brunch @ Negril Village",1,2016-11-13,"12:00 PM","https://www.meetup.com/LesBiQueer-West-Indian-and-Carribbean-Women/","Sun","12:00:00"
"715","LGBTQ","Deliberate Dads NYC",10,"New York, NY",2016-10-19,NA,0,1,"Deliberate Dads NYC - November // Meetup for Gay Men Who Aspire to Be Fathers",3,2016-11-14,"05:30 PM","https://www.meetup.com/DeliberateDadsNYC/","Mon","17:30:00"
"716","Film","NYC GRINDHOUSE!",1399,"New York, NY",2011-02-13,77,320,6,"Nitehawk Cinema presents 'THE DEUCE', a film series about old school 42nd St.",3,2016-11-17,"09:15 PM","https://www.meetup.com/NYCGrindhouse/","Thu","21:15:00"
"717","Film","*Networking for Actors, Entertainers & Media Professionals*",6912,"New York, NY",2013-05-27,11,81,1,"Thanksgiving Eve 80s Dance Party @ 230 Fifth: Free Admission!",67,2016-11-23,"06:00 PM","https://www.meetup.com/Networking-for-Actors-Entertainers-Media-Professionals/","Wed","18:00:00"
"718","Film","Bronies-NYC",1181,"New York, NY",2012-01-25,104,689,4,"The Trotting Crusaders of NYC",14,2016-11-12,"11:00 AM","https://www.meetup.com/Bronies-NYC/","Sat","11:00:00"
"719","Film","Create Short Films Together!",1708,"New York, NY",2015-11-03,5,48,1,"Let's see ""THE VIRAL DEMON"" By JEREMY WECHTER",10,2016-11-11,"09:45 PM","https://www.meetup.com/NY-Creatives-Collaborating-to-Create-Art-and-Experience/","Fri","21:45:00"
"720","Film","StoryForward NYC",704,"New York, NY",2013-09-07,13,46,1,"Storytelling for Social Good",46,2016-11-13,"11:00 AM","https://www.meetup.com/StoryForwardNYC/","Sun","11:00:00"
"721","Film","Empowered Film Series",134,"New York, NY",2016-10-28,NA,0,1,"Screening: Chasing the Ice",43,2016-11-21,"06:30 PM","https://www.meetup.com/Empowered-Film-Series/","Mon","18:30:00"
"722","Film","The Black TV and Film Collective",1086,"New York, NY",2015-06-23,14,81,2,"BTFC Screenwriters Committee Meeting",8,2016-11-16,"06:00 PM","https://www.meetup.com/blacktvandfilmcollective/","Wed","18:00:00"
"723","Film","NYC Mix & Mingle Meetup Group (4,000+ members)",4220,"New York, NY",2006-11-12,39,1312,31,"Meetup Anniversary Party @ Empire Rooftop (Heated & Enclosed)",25,2016-11-12,"08:00 PM","https://www.meetup.com/MixandMingleNYC/","Sat","20:00:00"
"724","Film","""New York Film & Fashion Professionals""",5494,"New York, NY",2006-05-05,19,262,1,"Thanksgiving Eve 80s Dance Party @ 230 Fifth: Free Admission!",109,2016-11-23,"06:00 PM","https://www.meetup.com/New-York-Film-And-Fashion/","Wed","18:00:00"
"725","Film","Animation Nights New York",299,"New York, NY",2016-07-28,NA,7,7,"Come down to the South Street Seaport in NYC to watch Independent Animation!",2,2016-12-14,"08:00 PM","https://www.meetup.com/animnightsny/","Wed","20:00:00"
"726","Film","The Writers and Actors Group",3374,"New York, NY",2014-09-19,9,97,1,"Next WAG - November 17th!",2,2016-11-17,"06:30 PM","https://www.meetup.com/The-Writers-and-Actors-Group/","Thu","18:30:00"
"727","Film","Desi Friends - Connecting South Asians",1582,"New York, NY",2009-08-20,7,102,3,"New Year's Eve 2017 Bollywood Soiree In NYC",4,2016-12-31,"09:30 PM","https://www.meetup.com/DesiSingles/","Sat","21:30:00"
"728","Film","The New York City Indie Film Meetup Group",2587,"New York, NY",2002-10-14,24,230,3,"Women's International Film Festival - 30% Discount!",6,2016-11-12,"06:00 PM","https://www.meetup.com/indiefilm-8/","Sat","18:00:00"
"729","Film","Mondo Culto - The NY Cult Film Meetup",429,"New York, NY",2011-04-05,25,863,12,"Blood Diner with director Jackie Kong Q&A movie at 9pm",1,2016-11-12,"08:30 PM","https://www.meetup.com/MondoCulto/","Sat","20:30:00"
"730","Film","NYC Disney Fanatics Meetup",109,"New York, NY",2015-06-13,NA,12,1,"enchanted tiki happy hour and MOANA in theaters",15,2016-11-28,"06:30 PM","https://www.meetup.com/New-York-Disney-Meetup/","Mon","18:30:00"
"731","Film","The Culture & Film Club",8187,"New York, NY",2008-12-23,167,213,1,"Chelsea Guided Art Gallery Tour (with Savona) - $16 Till 11/11 @ 2pm, $25 After",22,2016-11-12,"03:00 PM","https://www.meetup.com/Arts-and-Cultural-Events/","Sat","15:00:00"
"732","Film","One Day Film School",275,"New York, NY",2016-03-05,NA,13,1,"30 DAY SCREENPLAY COURSE. WRITE A FEATURE IN 30 DAYS",1,2016-11-27,"07:00 PM","https://www.meetup.com/http-movingpicturedirecto-wix-com-onedayfilmschool/","Sun","19:00:00"
"733","Film","NYC Filmmakers & Actors Collective",3892,"New York, NY",2009-11-12,14,204,9,"5-Day Digital Filmmaking Workshop November 12-16",5,2016-11-12,"09:30 AM","https://www.meetup.com/NYC-Filmmakers-Actors-Collective/","Sat","09:30:00"
"734","Film","ALLCREATIVE NY",1021,"New York, NY",2011-03-01,21,40,1,"DRONE DAY AFTERNOON with BROOKLYN DRONES and DJI",6,2016-11-27,"12:00 PM","https://www.meetup.com/ALLCNY/","Sun","12:00:00"
"735","Film","New York Film Collaborative",3924,"New York, NY",2006-08-05,4,199,9,"5-Day Digital Filmmaking Workshop November 12-16",6,2016-11-12,"09:30 AM","https://www.meetup.com/indiefilm-159/","Sat","09:30:00"
"736","Film","Wine & Film in New York",1141,"New York, NY",2015-01-30,NA,19,3,"Women's International Film Festival - 30% Discount!",5,2016-11-12,"07:00 PM","https://www.meetup.com/Wine-Film-in-New-York/","Sat","19:00:00"
"737","Film","Young, Black, and Indie Cinema Club (NJ/NYC)",43,"Jersey City, NJ",2016-08-23,NA,13,7,"Movie Outing: The Arrival + Dinner/Drinks - Time TBD (Secaucus)",2,2016-11-12,"06:00 PM","https://www.meetup.com/Young-Black-and-Indie-Cinema-Club/","Sat","18:00:00"
"738","Film","LIGHT & SHADOW: A Film & Video Lighting Workshop",1083,"New York, NY",2009-07-07,19,223,9,"5-Day Digital Filmmaking Workshop November 12-16",4,2016-11-12,"09:30 AM","https://www.meetup.com/Light-and-Shadow/","Sat","09:30:00"
"739","Film","45+ Fun & Friendship Co-op",16,"New York, NY",2009-11-03,2,179,10,"Hello Dolly on Broadway with Bette Midler - front mezz seating",21,2016-09-17,"02:00 PM","https://www.meetup.com/Fun-Friendship-Co-op/","Sun","14:00:00"
"740","Film","Digital Media Content Makers Meetup",1239,"New York, NY",2013-09-06,NA,90,15,"TOMORROW! FREE! Network with over 1,000 Professionals to Access $1.7M in MBA Sch",1,2016-11-12,"12:00 PM","https://www.meetup.com/ZorkasContentMakers/","Sat","12:00:00"
"741","Film","ScreenUp NYC",588,"New York, NY",2012-02-22,4,22,1,"ScreenUpNYC: Doc screening, panel, drinks",9,2016-12-15,"07:00 PM","https://www.meetup.com/StoryhunterNYC/","Thu","19:00:00"
"742","Film","NYC Classic Films Meetup",339,"New York, NY",2015-08-18,3,12,1,"Nov. 27 at 2pm Breakfast at Tiffany?ôs presented by TCM at AMC Times Square",6,2016-11-27,"02:00 PM","https://www.meetup.com/NYC-Classic-Films-Meetup/","Sun","14:00:00"
"743","Film","Make new friends, Dinner and a Movie",161,"Astoria, NY",2016-10-16,NA,1,1,"Catch a movie (we'll see what's out) and get dinner at Applebee's next door",4,2016-12-02,"07:00 PM","https://www.meetup.com/Make-new-friends-Dinner-and-a-Movie/","Fri","19:00:00"
"744","Film","The Stanley Kubrick Meetup ??NYC",360,"New York, NY",2013-03-18,9,49,2,"THE SHINING SCREENING",5,2016-12-17,"09:00 PM","https://www.meetup.com/The-Stanley-Kubrick-Meetup/","Sat","21:00:00"
"745","Film","Film-Preneurs Growth Hacking BUSINESS Fast Forward!",887,"New York, NY",2012-10-08,8,98,9,"TOMORROW! FREE! Network with over 1,000 Professionals to Access $1.7M in MBA Sch",1,2016-11-12,"12:00 PM","https://www.meetup.com/ZorkasFilmHackers/","Sat","12:00:00"
"746","Film","Shows: Broadway, Off Broadway, Concerts and More",332,"New York, NY",2016-07-26,NA,5,1,"Free play reading: The Unthinkable",2,2016-11-17,"07:00 PM","https://www.meetup.com/Shows-Broadway-Off-Broadway-Concerts-and-More/","Thu","19:00:00"
"747","Film","New RED Epic Camera and ADVANCED Lighting Workshops!",416,"New York, NY",2013-05-02,3,122,8,"5-Day Digital Filmmaking Workshop November 12-16",1,2016-11-12,"09:30 AM","https://www.meetup.com/meetup-group-yUtUcXAa/","Sat","09:30:00"
"748","Film","Sunday Matinee at Toad Hall",23,"New York, NY",2016-09-19,NA,4,3,"Sunday Matinee at Toad Hall",2,2016-11-13,"03:00 PM","https://www.meetup.com/Sunday-Matinee-at-Toad-Hall/","Sun","15:00:00"
"749","Sci-Fi & Games","Astoria Geek & Sundry",535,"Astoria, NY",2014-01-17,7,194,30,"Tuesday Board Game Meet Up",3,2016-11-15,"06:30 PM","https://www.meetup.com/Astoria-Geek-Sundry/","Tue","18:30:00"
"750","Sci-Fi & Games","Astoria Backgammon and Chess",184,"Woodside, NY",2013-10-04,NA,102,10,"Tuesday Night Backgammon and chess",1,2016-11-15,"08:00 PM","https://www.meetup.com/Astoria-Backgammon-and-Chess/","Tue","20:00:00"
"751","Sci-Fi & Games","Harry Potter NYC - The Group that Shall Not be Named",2801,"New York, NY",2005-12-21,105,536,12,"CONNECTED Book Release Party and Special Photo Shoot",31,2016-11-15,"06:30 PM","https://www.meetup.com/TGTSNBN/","Tue","18:30:00"
"752","Sci-Fi & Games","Uptown NYC Board Gamers",1621,"New York, NY",2015-05-12,12,98,21,"Board Games at Peculier Pub",12,2016-11-16,"07:00 PM","https://www.meetup.com/Uptown-NYC-Board-Gamers/","Wed","19:00:00"
"753","Sci-Fi & Games","The NYC Dungeons & Dragons Meetup Group",2649,"New York, NY",2002-10-22,105,1162,80,"D&D Storm King?ôs Thunder: Adventures League Expedition",12,2016-11-12,"01:00 PM","https://www.meetup.com/NYC-DND/","Sat","13:00:00"
"754","Sci-Fi & Games","The New York City Anime Group",4065,"New York, NY",2002-11-15,65,451,10,"The New York City Anime Group Monthly Meeting",10,2016-12-08,"07:00 PM","https://www.meetup.com/NYC-Anime/","Thu","19:00:00"
"755","Sci-Fi & Games","Black Geek Society & Nerds of Color",584,"New York, NY",2016-04-13,2,29,2,"Forrest Whitaker in The Arrival!",17,2016-11-12,"05:00 PM","https://www.meetup.com/Black-Geek-Society-Nerds-of-Color/","Sat","17:00:00"
"756","Sci-Fi & Games","Nyeek",2779,"New York, NY",2012-09-18,33,339,10,"Monday Game Night at Josie Woods",3,2016-11-14,"06:00 PM","https://www.meetup.com/NyeekGames/","Mon","18:00:00"
"757","Sci-Fi & Games","#NAME?",1471,"New York, NY",2013-12-27,9,359,6,"(All Level) Board Game Night @ Kopi Kopi ($12pp food/drink minimum)",23,2016-11-11,"06:00 PM","https://www.meetup.com/TheCityBoard/","Fri","18:00:00"
"758","Sci-Fi & Games","Victory Pints: Board Games and Beer",1297,"Brooklyn, NY",2015-04-29,2,78,10,"Victory Pints at Berg'n Beer Hall",6,2016-11-16,"06:00 PM","https://www.meetup.com/VictoryPints/","Wed","18:00:00"
"759","Sci-Fi & Games","New York LGBT Board games Meetup Group",1521,"New York, NY",2011-10-27,22,129,2,"Board Game Beginners Sunday",9,2016-11-13,"01:00 PM","https://www.meetup.com/NYCgamers/","Sun","13:00:00"
"760","Sci-Fi & Games","Playcrafting NYC Meetup",4544,"New York, NY",2009-02-20,84,382,14,"Class: Role-Playing Game Design",4,2016-11-15,"06:30 PM","https://www.meetup.com/gaming/","Tue","18:30:00"
"761","Sci-Fi & Games","Pokemon Go NYC",1754,"New York, NY",2016-07-06,NA,30,13,"Unhosted Pokemon Go Meetup",9,2016-11-11,"07:00 PM","https://www.meetup.com/Pokemon-Go-Events-New-York-City/","Fri","19:00:00"
"762","Sci-Fi & Games","NYC Settlers of Catan Meetup Group",1263,"New York, NY",2003-12-07,36,374,18,"Saturday Settlers Meetup",17,2016-11-12,"01:00 PM","https://www.meetup.com/SettlersNYC/","Sat","13:00:00"
"763","Sci-Fi & Games","The New York City Star Trek Meetup Group",712,"New York, NY",2002-10-08,31,250,8,"The New York City Star Trek Meetup Group Monthly Meetup",14,2016-11-18,"07:00 PM","https://www.meetup.com/nystartrek/","Fri","19:00:00"
"764","Sci-Fi & Games","New York City Backgammon",1183,"New York, NY",2008-03-08,53,286,8,"NYCBG Manhattan Meetup (Tuesday)",15,2016-11-15,"06:00 PM","https://www.meetup.com/nyc-bg/","Tue","18:00:00"
"765","Sci-Fi & Games","The New York Aspiring Comic Creators Club",767,"New York, NY",2011-10-03,15,76,6,"Aspiring Comic Creators",15,2016-11-17,"07:00 PM","https://www.meetup.com/The-New-York-Aspiring-Comic-Creators-Club/","Thu","19:00:00"
"766","Sci-Fi & Games","The New York City Manga & Comics Group",2054,"New York, NY",2007-08-22,21,345,6,"The New York City Manga & Comics Group Monthly Meeting",11,2016-11-23,"07:00 PM","https://www.meetup.com/NYC-Manga-n-Comics/","Wed","19:00:00"
"767","Sci-Fi & Games","Anime, Cosplay, Food, Super Smash Bros & Karaoke Fans NYC",819,"Brooklyn, NY",2015-03-25,NA,284,51,"Anime night & Karaoke night - Free shots for singing",3,2016-11-11,"10:00 PM","https://www.meetup.com/Anime-Cosplay-Food-Super-Smash-Bros-Karaoke-NYC/","Fri","22:00:00"
"768","Sci-Fi & Games","NYC Girl Geek Adventure Club",1290,"Long Island City, NY",2011-09-06,30,652,15,"Let's Play: D&D Encounters!",0,2016-11-16,"07:00 PM","https://www.meetup.com/NYC-Girl-Geek-Adventure-Club/","Wed","19:00:00"
"769","Sci-Fi & Games","I'd Tap That - NYC Chapter (Casual Magic the Gathering)",56,"Brooklyn, NY",2013-01-10,5,396,20,"Sunday Funday Magic the Gathering in Brooklyn",5,2016-11-13,"02:00 PM","https://www.meetup.com/Id-Tap-That-Brooklyn-Chapter-Casual-Magic-the-Gathering/","Sun","14:00:00"
"770","Sci-Fi & Games","Manhattan Gamers Guild",556,"New York, NY",2014-08-12,5,231,29,"Warhammer 40,000: Deathwatch",3,2016-11-14,"07:00 PM","https://www.meetup.com/Manhattan-Gamers-Guild/","Mon","19:00:00"
"771","Sci-Fi & Games","Hoboken Boardgame Shindig",371,"Hoboken, NJ",2016-04-30,NA,81,30,"Community Boardgame Meetup",7,2016-11-12,"06:00 PM","https://www.meetup.com/Hoboken-Boardgame-Shindig/","Sat","18:00:00"
"772","Sci-Fi & Games","Genre Book Club (Sci-Fi, Fantasy, Horror)",369,"Brooklyn, NY",2014-06-16,3,40,2,"Movie Night: Arrival",12,2016-11-16,"07:00 PM","https://www.meetup.com/Genre-Book-Club-Sci-Fi-Fantasy-Horror/","Wed","19:00:00"
"773","Sci-Fi & Games","Retro Game Night NYC",903,"New York, NY",2014-11-04,3,33,1,"RetroGameNight at GaymerX East! ",5,2016-11-12,"11:00 AM","https://www.meetup.com/RetroGameNight/","Sat","11:00:00"
"774","Sci-Fi & Games","Super Smash Bros Tournaments - Melee - Wii U - Brawl - NYC",396,"Brooklyn, NY",2015-10-21,1,86,20,"Super Smash Bros after work practice battles & hang out",2,2016-11-14,"06:00 PM","https://www.meetup.com/Super-Smash-Bros-Tournaments-weekly-battles-NYC/","Mon","18:00:00"
"775","Sci-Fi & Games","The New York City Nintendo 3DS Meetup Group",444,"New York, NY",2013-04-22,8,33,1,"Pok√©mon Competition + 3DS-ing and Drinking!",17,2016-12-16,"06:15 PM","https://www.meetup.com/NYC-3DS/","Fri","18:15:00"
"776","Sci-Fi & Games","Mafia party game -- of logic and persuasion",358,"New York, NY",2013-12-19,8,26,1,"Sit down for a game of Mafia (Thanksgiving edition!)",16,2016-11-19,"05:00 PM","https://www.meetup.com/Mafia-party-game-of-logic-and-persuasion/","Sat","17:00:00"
"777","Sci-Fi & Games","NY Mostly Go Club",890,"New York, NY",2010-10-03,25,658,34,"Hungarian Pastry Shop Tuesdays",1,2016-11-15,"07:00 PM","https://www.meetup.com/mostlygo/","Tue","19:00:00"
"778","Sci-Fi & Games","Gay Sci-Fi Book Crew",147,"New York, NY",2016-08-14,3,3,1,"Discuss our third book ?úAncillary Justice??by Ann Leckie",6,2016-12-08,"07:00 PM","https://www.meetup.com/Gay-Sci-Fi-Book-Crew/","Thu","19:00:00"
"779","Sci-Fi & Games","Gay Planeswalkers NYC",295,"New York, NY",2015-11-05,NA,12,1,"Play Gay Magic the Gathering - Freestyle Multiplayer",10,2016-11-16,"07:00 PM","https://www.meetup.com/Gay-Planeswalkers-NYC/","Wed","19:00:00"
"780","Sci-Fi & Games","New York Pool Meetup",96,"New York, NY",2016-09-01,NA,4,1,"Let's Meetup and shoot some pool!",4,2016-12-05,"07:00 PM","https://www.meetup.com/New-York-Pool-Meetup/","Mon","19:00:00"
"781","Sci-Fi & Games","Brooklyn/ NYC Euchre Club",492,"New York, NY",2006-04-30,16,568,3,"Saturday Euchre",4,2016-11-12,"04:00 PM","https://www.meetup.com/euchre-184/","Sat","16:00:00"
"782","Sci-Fi & Games","US Professional Mahjong League",387,"New York, NY",2010-04-25,11,111,7,"Riichi Mahjong at The Uncommons",15,2016-11-13,"11:00 AM","https://www.meetup.com/Learn-Riichi-Mahjong/","Sun","11:00:00"
"783","Sci-Fi & Games","North Brooklyn Comic Book Club",353,"Brooklyn, NY",2012-04-13,5,101,3,"Serial Sundays #39: Ex Machina Book Two by Brian K. Vaughan and Tony Harris",11,2016-11-13,"12:00 PM","https://www.meetup.com/North-Brooklyn-Comic-Book-Club/","Sun","12:00:00"
"784","Sci-Fi & Games","NYC: Magic the Gathering - Weekly Battles",292,"New York, NY",2014-04-08,5,116,1,"LEGACY CONSTRUCTED SUNDAY STYLES",8,2016-11-13,"02:00 PM","https://www.meetup.com/New-York-Magic-the-Gathering-Cube-Draft/","Sun","14:00:00"
"785","Sci-Fi & Games","Story/Indie RPG Group",263,"New York, NY",2013-10-01,1,75,20,"Tuesday Night Games Meetup: Open Game",2,2016-11-15,"06:30 PM","https://www.meetup.com/Story-Indie-RPG-Group/","Tue","18:30:00"
"786","Sci-Fi & Games","New York Chess Meetup",57,"New York, NY",2016-10-24,NA,1,1,"Play chess, discuss World Chess Chamionship",5,2016-11-25,"07:30 PM","https://www.meetup.com/meetup-group-QIpvcxNH/","Fri","19:30:00"
"787","Sci-Fi & Games","SUPER SMASHED BROTHERS",859,"New York, NY",2015-04-29,4,178,10,"GAYM NIGHT at Pioneers (Play N64, Wii, WiiU + more!)",1,2016-11-13,"07:00 PM","https://www.meetup.com/SUPERSMASHEDBROTHERS/","Sun","19:00:00"
"788","Sci-Fi & Games","Social Gaming Guild",50,"New York, NY",2016-10-11,NA,0,1,"Come enjoy eSports and Beer in NYC",11,2016-11-19,"03:30 PM","https://www.meetup.com/Social-Gaming-Guild/","Sat","15:30:00"
"789","Sci-Fi & Games","NYC Abstract Strategy",262,"New York, NY",2014-08-11,2,26,1,"November 2016 Abstract Strategy Meetup",6,2016-11-13,"01:00 PM","https://www.meetup.com/NYC-Abstract-Strategy/","Sun","13:00:00"
"790","Sci-Fi & Games","NYC Cribbage Meetup Group",151,"New York, NY",2009-01-06,9,308,1,"Play Cribbage",4,2016-11-15,"06:30 PM","https://www.meetup.com/The-New-York-Cribbage-Meetup-Group/","Tue","18:30:00"
"791","Sci-Fi & Games","NYC Lord of the Rings LCG",25,"New York, NY",2015-09-29,NA,28,3,"Annuminas in Hoboken",4,2016-11-12,"01:00 PM","https://www.meetup.com/NYC-Lord-of-the-Rings-LCG/","Sat","13:00:00"
"792","Sci-Fi & Games","Nerdy NJ/NY",118,"West New York, NJ",2016-07-30,NA,8,1,"Network N' Chill-NYC #FREE",4,2016-11-26,"06:00 PM","https://www.meetup.com/Nerdy-NJ-NY/","Sat","18:00:00"
"793","Sci-Fi & Games","NYC Mah Jongg Lovers SUPERVISED PLAY",19,"New York, NY",2016-08-01,1,12,1,"Now that you know the basics, get some more practice, tips and strategies to WIN",2,2016-11-18,"06:15 PM","https://www.meetup.com/New-York-Mah-Jong-Game-Meetup/","Fri","18:15:00"
"794","Sci-Fi & Games","The New York City Sci-Fi/Fantasy Meetup Group",1086,"New York, NY",2002-10-08,25,272,8,"The New York City Sci-Fi/Fantasy Meetup Group Monthly Meetup",5,2016-12-06,"07:00 PM","https://www.meetup.com/scifi-22/","Tue","19:00:00"
"795","Sci-Fi & Games","Amtgard - Empire's Grove",313,"New York, NY",2010-02-10,3,272,16,"Park Day @ Central Park",1,2016-11-13,"01:00 PM","https://www.meetup.com/Amtgard-Empires-Grove/","Sun","13:00:00"
"796","Sci-Fi & Games","NEW YORK COSPLAYER NETWORK!",726,"New York, NY",2011-01-14,12,254,1,"WINTER CON GROUP PHOTO! 1PM",5,2016-12-03,"01:00 PM","https://www.meetup.com/cosplayasrule/","Sat","13:00:00"
"797","Sci-Fi & Games","Pokemon DS Meetup NYC",307,"New York, NY",2011-04-04,6,150,1,"PokemonDSNYC Meetup November 2016: Sun & Moon Celebration!",6,2016-11-19,"02:00 PM","https://www.meetup.com/pokemondsnyc/","Sat","14:00:00"
"798","Sci-Fi & Games","The Brooklyn Speed Chess Meetup Group",332,"Brooklyn, NY",2006-11-08,7,556,10,"Let's play some chess",1,2016-11-11,"06:45 PM","https://www.meetup.com/chess-254/","Fri","18:45:00"
"799","Sci-Fi & Games","The New York Poker Association",602,"New York, NY",2007-10-03,2,2627,40,"1/3NLHOLDEM LONG ISLAND",1,2016-11-11,"08:30 PM","https://www.meetup.com/nypoker/","Fri","20:30:00"
